,R202G,max,diff,True
355,1.1990790067503373e-06,1.1617140855993541e-06,-1.0084850067503373e-06,1
356,4.822325311936393e-07,1.1617140855993541e-06,-4.1177203119363935e-07,1
357,1.5301510773363412e-07,1.1617140855993541e-06,-1.2066320773363412e-07,1
358,7.593099125641505e-08,1.1617140855993541e-06,-2.8619291256415048e-08,1
359,2.9530079659983e-07,1.1617140855993541e-06,-4.6746796599830024e-08,0
360,1.6937641032379666e-06,1.1617140855993541e-06,-1.7830410323796672e-07,0
361,7.0844493347736646e-06,1.1617140855993541e-06,-2.2329933477366418e-07,0
362,2.042704230365182e-05,1.1617140855993541e-06,4.2255769634818205e-07,0
363,4.0740132411790726e-05,1.1617140855993541e-06,1.284367588209271e-06,0
364,5.7151624518384776e-05,1.1617140855993541e-06,4.1007548161522544e-07,0
365,5.706367760569305e-05,1.1617140855993541e-06,-2.0018776056930494e-06,0
366,4.064398117658083e-05,1.1617140855993541e-06,-3.412081176580832e-06,0
367,2.081104433338061e-05,1.1617140855993541e-06,-2.7978443333806104e-06,1
368,7.939347830030403e-06,1.1617140855993541e-06,-1.325257830030403e-06,0
369,2.471581271112339e-06,1.1617140855993541e-06,-2.4459127111233896e-07,0
370,7.937998555892001e-07,1.1617140855993541e-06,1.629221444108e-07,0
371,3.5272828876480563e-07,1.1617140855993541e-06,2.4768571123519444e-07,0
372,1.9833944197003926e-07,1.1617140855993541e-06,3.1348855802996077e-07,1
373,2.135729775411366e-07,1.1617140855993541e-06,4.472900224588633e-07,1
374,8.440768517508922e-07,1.1617140855993541e-06,6.732931482491077e-07,0
375,3.919278906753239e-06,1.1617140855993541e-06,9.017410932467611e-07,0
376,1.3419784498455953e-05,1.1617140855993541e-06,7.921155015440474e-07,0
377,3.170529497284294e-05,1.1617140855993541e-06,2.614050271570597e-07,0
378,5.259227580116299e-05,1.1617140855993541e-06,-2.212758011629849e-07,0
379,6.450324098365407e-05,1.1617140855993541e-06,-3.947409836540703e-07,0
380,6.102328657568887e-05,1.1617140855993541e-06,-2.978865756888676e-07,0
381,4.408631115906957e-05,1.1617140855993541e-06,-2.321115906956891e-08,0
382,2.302976815554329e-05,1.1617140855993541e-06,2.4831844456711758e-08,0
383,8.177963433805389e-06,1.1617140855993541e-06,-1.0556343380538784e-07,0
384,7.025593387967953e-07,1.1617140855993541e-06,-5.275383387967953e-07,1
385,7.899884290139883e-07,1.1617140855993541e-06,-6.444154290139883e-07,1
386,5.580916330556056e-07,1.1617140855993541e-06,-4.806084330556057e-07,1
387,2.821229754956258e-07,1.1617140855993541e-06,-2.499754754956258e-07,1
388,1.188153275455777e-07,1.1617140855993541e-06,-1.0498862754557769e-07,1
389,5.003950308982597e-08,1.1617140855993541e-06,-4.000750308982597e-08,1
390,4.6043290282727975e-08,1.1617140855993541e-06,-2.0254290282727975e-08,1
391,1.973201102552782e-07,1.1617140855993541e-06,-3.196511025527822e-08,0
392,1.0923217850547942e-06,1.1617140855993541e-06,-1.040157850547941e-07,0
393,4.2253767942544e-06,1.1617140855993541e-06,-2.1185679425440064e-07,0
394,1.0860703477382832e-05,1.1617140855993541e-06,-3.0990347738283264e-07,0
395,1.8836746374452508e-05,1.1617140855993541e-06,-7.241463744525081e-07,0
396,2.2301269836462848e-05,1.1617140855993541e-06,-1.5605698364628453e-06,0
397,1.8051234049351643e-05,1.1617140855993541e-06,-1.9532340493516427e-06,0
398,1.0021073934743879e-05,1.1617140855993541e-06,-1.4633239347438794e-06,0
399,3.9100936237111065e-06,1.1617140855993541e-06,-7.209836237111066e-07,0
400,1.1358448011042104e-06,1.1617140855993541e-06,-2.3393280110421054e-07,0
401,2.6794163130838753e-07,1.1617140855993541e-06,-2.4456631308387494e-08,0
402,6.291159111859629e-08,1.1617140855993541e-06,2.8094908881403716e-08,0
403,2.1596966638659517e-08,1.1617140855993541e-06,3.367823336134049e-08,0
404,1.4725753202296594e-08,1.1617140855993541e-06,4.602674679770341e-08,0
405,5.9115320374623885e-08,1.1617140855993541e-06,8.719767962537611e-08,0
406,3.920403142929558e-07,1.1617140855993541e-06,1.768306857070442e-07,0
407,1.8788074144088653e-06,1.1617140855993541e-06,2.9156258559113477e-07,0
408,6.015766380749701e-06,1.1617140855993541e-06,3.447136192502989e-07,0
409,1.3056760716392568e-05,1.1617140855993541e-06,2.236392836074312e-07,0
410,2.0089211210489047e-05,1.1617140855993541e-06,-2.957112104890474e-07,0
411,2.2827975978477218e-05,1.1617140855993541e-06,-1.017275978477217e-06,0
412,1.9292262909765116e-05,1.1617140855993541e-06,-1.0974629097651156e-06,0
413,1.1829923351398065e-05,1.1617140855993541e-06,-5.387233513980658e-07,0
414,5.1010554313206595e-06,1.1617140855993541e-06,-1.3497543132065947e-07,0
415,1.5111346948594652e-06,1.1617140855993541e-06,-4.0154694859465306e-08,0
416,1.0188217201699472e-07,1.1617140855993541e-06,-8.346457201699473e-08,1
417,9.198356182672343e-08,1.1617140855993541e-06,-7.859316182672344e-08,1
418,5.603319372573088e-08,1.1617140855993541e-06,-4.945426372573088e-08,1
419,2.8383219440694713e-08,1.1617140855993541e-06,-2.5387159440694714e-08,1
420,1.563836856332432e-08,1.1617140855993541e-06,-1.355844856332432e-08,1
421,1.4002060080648953e-08,1.1617140855993541e-06,-1.0686350080648953e-08,1
422,2.0121917217515632e-08,1.1617140855993541e-06,-8.900317217515631e-09,0
423,8.088748950051033e-08,1.1617140855993541e-06,-1.215938950051033e-08,0
424,4.053254560907189e-07,1.1617140855993541e-06,-4.696245609071888e-08,0
425,1.3628774350921317e-06,1.1617140855993541e-06,-1.3021743509213164e-07,0
426,2.971023142529038e-06,1.1617140855993541e-06,-2.457931425290383e-07,0
427,4.277265218913391e-06,1.1617140855993541e-06,-3.7933521891339075e-07,0
428,4.105759085930725e-06,1.1617140855993541e-06,-4.499190859307251e-07,0
429,2.6263101776744493e-06,1.1617140855993541e-06,-3.4977017767444887e-07,0
430,1.1291231767028892e-06,1.1617140855993541e-06,-1.7476217670288934e-07,0
431,3.40518298958772e-07,1.1617140855993541e-06,-6.191229895877197e-08,0
432,7.642084466952593e-08,1.1617140855993541e-06,-1.5125744669525927e-08,0
433,1.3020845254193692e-08,1.1617140855993541e-06,4.555474580630718e-11,0
434,1.8514262812365993e-09,1.1617140855993541e-06,3.0550637187634006e-09,0
435,4.819963213797429e-10,1.1617140855993541e-06,3.3942636786202574e-09,0
436,2.0871363840869128e-09,1.1617140855993541e-06,5.964293615913088e-09,0
437,2.031639315075676e-08,1.1617140855993541e-06,1.8515106849243238e-08,0
438,1.3587217052788988e-07,1.1617140855993541e-06,5.562782947211011e-08,0
439,5.931401096673492e-07,1.1617140855993541e-06,1.1785689033265077e-07,0
440,1.7050146961817071e-06,1.1617140855993541e-06,1.45125303818293e-07,0
441,3.349907903094918e-06,1.1617140855993541e-06,6.592096905082009e-09,0
442,4.673478792944978e-06,1.1617140855993541e-06,-3.3287879294497787e-07,0
443,4.68574230869969e-06,1.1617140855993541e-06,-5.644723086996909e-07,0
444,3.3343707132343945e-06,1.1617140855993541e-06,-4.2610071323439475e-07,0
445,1.656140704518958e-06,1.1617140855993541e-06,-1.564107045189582e-07,0
446,5.753074519816766e-07,1.1617140855993541e-06,-2.829845198167667e-08,0
447,1.4482966000352868e-07,1.1617140855993541e-06,-7.418660003528692e-09,0
448,4.2647003855538945e-09,1.1617140855993541e-06,-3.5492603855538944e-09,1
449,3.1110071278822404e-09,1.1617140855993541e-06,-2.6868921278822404e-09,1
450,1.7349992502192478e-09,1.1617140855993541e-06,-1.5432312502192478e-09,1
451,1.0061392973241458e-09,1.1617140855993541e-06,-8.863342973241458e-10,1
452,1.112941481547242e-09,1.1617140855993541e-06,-8.74794481547242e-10,1
453,1.9001512948867755e-09,1.1617140855993541e-06,-1.1596382948867754e-09,1
454,5.751914222893979e-09,1.1617140855993541e-06,-2.3328542228939787e-09,0
455,2.5652225607808892e-08,1.1617140855993541e-06,-7.2864256078088926e-09,0
456,8.803929334582009e-08,1.1617140855993541e-06,-1.3072093345820093e-08,0
457,2.158028889714726e-07,1.1617140855993541e-06,-6.605888971472613e-09,0
458,3.717148986576149e-07,1.1617140855993541e-06,1.2310101342385148e-08,0
459,4.395331141578019e-07,1.1617140855993541e-06,1.8224885842198082e-08,0
460,3.559140183470221e-07,1.1617140855993541e-06,2.198165297791976e-11,0
461,1.9633305895619952e-07,1.1617140855993541e-06,-1.4735058956199511e-08,0
462,7.276021542579367e-08,1.1617140855993541e-06,-1.081541542579366e-08,0
463,1.827282165591105e-08,1.1617140855993541e-06,-3.504621655911051e-09,0
464,3.1568904274039146e-09,1.1617140855993541e-06,-5.958604274039144e-10,0
465,3.5909832870780687e-10,1.1617140855993541e-06,1.0321867129219307e-10,0
466,2.7784101833663035e-11,1.1617140855993541e-06,2.1593589816633698e-10,0
467,4.7103437434613435e-11,1.1617140855993541e-06,2.626475625653866e-10,0
468,6.473236037309473e-10,1.1617140855993541e-06,1.0661863962690528e-09,0
469,6.076717199763079e-09,1.1617140855993541e-06,5.420682800236921e-09,0
470,3.727357821934101e-08,1.1617140855993541e-06,1.6721621780658986e-08,0
471,1.4391161453309363e-07,1.1617140855993541e-06,2.691038546690636e-08,0
472,3.5443287421693983e-07,1.1617140855993541e-06,1.2709125783060164e-08,0
473,5.906382285737051e-07,1.1617140855993541e-06,-4.1394228573705116e-08,0
474,7.016316770365895e-07,1.1617140855993541e-06,-1.1184367703658947e-07,0
475,5.926485622387635e-07,1.1617140855993541e-06,-1.2855356223876347e-07,0
476,3.385892631423969e-07,1.1617140855993541e-06,-7.120326314239691e-08,0
477,1.2605971517565113e-07,1.1617140855993541e-06,-1.5028715175651135e-08,0
478,3.1947643598034984e-08,1.1617140855993541e-06,9.795564019650142e-10,0
479,6.3120126965215984e-09,1.1617140855993541e-06,6.199373034784018e-10,0
480,3.965847990890001e-11,1.1617140855993541e-06,-3.239401990890001e-11,1
481,2.3870426130771782e-11,1.1617140855993541e-06,-2.0463596130771782e-11,1
482,1.3208539344983475e-11,1.1617140855993541e-06,-1.1396829344983475e-11,1
483,1.4583509909157884e-11,1.1617140855993541e-06,-1.0349329909157884e-11,1
484,5.4459979321879415e-11,1.1617140855993541e-06,-3.142237932187941e-11,1
485,3.929308381925312e-10,1.1617140855993541e-06,-2.3341883819253117e-10,1
486,2.1282961915394745e-09,1.1617140855993541e-06,-1.1510471915394747e-09,1
487,6.378702554163313e-09,1.1617140855993541e-06,-2.326812554163314e-09,0
488,1.1889201073480518e-08,1.1617140855993541e-06,-6.840107348051825e-11,0
489,1.7830975983045664e-08,1.1617140855993541e-06,8.192224016954337e-09,0
490,2.4471100263586307e-08,1.1617140855993541e-06,1.633749973641369e-08,0
491,2.889893195024847e-08,1.1617140855993541e-06,1.3246168049751528e-08,0
492,2.561278911759413e-08,1.1617140855993541e-06,2.6905108824058704e-09,0
493,1.4242184304809695e-08,1.1617140855993541e-06,-1.3460843048096926e-09,0
494,4.4222416068338e-09,1.1617140855993541e-06,-1.3709160683379987e-10,0
495,7.562189081129671e-10,1.1617140855993541e-06,2.650910918870329e-10,0
496,7.615807809137328e-11,1.1617140855993541e-06,7.673292190862673e-11,0
497,4.87009278417899e-12,1.1617140855993541e-06,1.472760721582101e-11,0
498,5.0336654937724e-13,1.1617140855993541e-06,1.4504433450622762e-11,0
499,6.5095081220901716e-12,1.1617140855993541e-06,7.818459187790982e-11,0
500,1.0123584002273388e-10,1.1617140855993541e-06,5.947221599772663e-10,0
501,1.0077758574650837e-09,1.1617140855993541e-06,2.8639341425349164e-09,0
502,5.812719558387007e-09,1.1617140855993541e-06,8.299480441612995e-09,0
503,1.9427248014325606e-08,1.1617140855993541e-06,1.4870851985674394e-08,0
504,4.108767573580023e-08,1.1617140855993541e-06,1.595972426419977e-08,0
505,6.190573204780464e-08,1.1617140855993541e-06,5.043967952195358e-09,0
506,6.810604109919485e-08,1.1617140855993541e-06,-1.080584109919486e-08,0
507,4.9864914792623616e-08,1.1617140855993541e-06,-1.3852814792623619e-08,0
508,2.1966449274306485e-08,1.1617140855993541e-06,-5.847749274306485e-09,0
509,5.559411470399608e-09,1.1617140855993541e-06,-4.824914703996074e-10,0
510,8.456122285432132e-10,1.1617140855993541e-06,3.375477714567869e-10,0
511,9.539739783034438e-11,1.1617140855993541e-06,1.1185260216965563e-10,0
512,5.865068746824776e-12,1.1617140855993541e-06,-2.723118746824776e-12,0
513,1.7678326489063448e-11,1.1617140855993541e-06,-8.026264890634483e-13,0
514,2.701505546252048e-11,1.1617140855993541e-06,3.025174453747952e-11,0
515,2.527922130108915e-11,1.1617140855993541e-06,1.1346877869891084e-10,0
516,2.9152719221482853e-11,1.1617140855993541e-06,2.328402807785171e-10,0
517,6.996873538672591e-11,1.1617140855993541e-06,4.1088326461327404e-10,0
518,2.0302125032687e-10,1.1617140855993541e-06,1.2971487496731303e-09,0
519,3.93918160060068e-10,1.1617140855993541e-06,4.473121839939932e-09,0
520,4.948047173075583e-10,1.1617140855993541e-06,9.388235282692443e-09,0
521,5.913825340404428e-10,1.1617140855993541e-06,1.2239117465959558e-08,0
522,8.996619558752431e-10,1.1617140855993541e-06,1.0229638044124757e-08,0
523,1.2549684694170925e-09,1.1617140855993541e-06,5.0338515305829075e-09,0
524,1.0824296539305543e-09,1.1617140855993541e-06,1.4638103460694454e-09,0
525,4.875490718974247e-10,1.1617140855993541e-06,4.750359281025753e-10,0
526,1.1182513155036906e-10,1.1617140855993541e-06,2.2423286844963102e-10,0
527,1.7557710830891508e-11,1.1617140855993541e-06,8.54092891691085e-11,0
528,6.0734022951840374e-12,1.1617140855993541e-06,1.1470559770481595e-10,0
529,9.621007572474206e-12,1.1617140855993541e-06,2.568709924275258e-10,0
530,3.924879606597129e-11,1.1617140855993541e-06,4.4259920393402876e-10,0
531,1.5242463483875365e-10,1.1617140855993541e-06,1.2119353651612464e-09,0
532,4.832885957076294e-10,1.1617140855993541e-06,4.2452114042923706e-09,0
533,1.325463145735468e-09,1.1617140855993541e-06,9.673936854264531e-09,0
534,3.145859499627641e-09,1.1617140855993541e-06,1.303464050037236e-08,0
535,5.346286698173256e-09,1.1617140855993541e-06,1.2122613301826745e-08,0
536,5.9907979405192866e-09,1.1617140855993541e-06,9.561702059480712e-09,0
537,5.198497754571983e-09,1.1617140855993541e-06,6.148602245428018e-09,0
538,3.850386064293719e-09,1.1617140855993541e-06,2.51476393570628e-09,0
539,1.989266244368653e-09,1.1617140855993541e-06,5.333537556313467e-10,0
540,6.005681529226312e-10,1.1617140855993541e-06,9.382184707736882e-11,0
541,1.0002421481274472e-10,1.1617140855993541e-06,4.333578518725529e-11,0
542,9.60020485801918e-12,1.1617140855993541e-06,1.588609514198082e-11,0
543,1.5720490640563977e-12,1.1617140855993541e-06,3.3469009359436023e-12,0
544,7.090291003456378e-10,1.1617140855993541e-06,-4.1725510034563784e-10,1
545,1.5405578886023975e-09,1.1617140855993541e-06,-4.4461788860239747e-10,0
546,1.8314601703901868e-09,1.1617140855993541e-06,8.406098296098134e-10,0
547,1.7161388825245575e-09,1.1617140855993541e-06,2.7970511174754423e-09,0
548,1.7983215384812206e-09,1.1617140855993541e-06,3.5738784615187795e-09,0
549,1.4693149644661571e-09,1.1617140855993541e-06,3.7018050355338425e-09,0
550,6.923440191717768e-10,1.1617140855993541e-06,6.160685980828223e-09,0
551,1.7988522820560652e-10,1.1617140855993541e-06,1.2301014771794392e-08,0
552,2.831562571712521e-11,1.1617140855993541e-06,1.7032884374282876e-08,0
553,7.547003917988317e-12,1.1617140855993541e-06,1.5050552996082013e-08,0
554,1.2482713266852793e-11,1.1617140855993541e-06,8.523937286733147e-09,0
555,2.8073336961119545e-11,1.1617140855993541e-06,3.0136366630388808e-09,0
556,8.490271601356697e-11,1.1617140855993541e-06,6.83027283986433e-10,0
557,2.65502738619851e-10,1.1617140855993541e-06,1.2254426138014902e-10,0
558,5.501614865637173e-10,1.1617140855993541e-06,1.7511551343628256e-10,0
559,6.815796506927498e-10,1.1617140855993541e-06,1.3313403493072503e-09,0
560,7.679499091368189e-10,1.1617140855993541e-06,4.168030090863181e-09,0
561,1.8458281986839927e-09,1.1617140855993541e-06,6.976411801316008e-09,0
562,5.686021490875948e-09,1.1617140855993541e-06,9.112778509124051e-09,0
563,1.492504608587519e-08,1.1617140855993541e-06,1.7167153914124816e-08,0
564,3.0524666117958883e-08,1.1617140855993541e-06,3.423523388204112e-08,0
565,4.691703175016724e-08,1.1617140855993541e-06,4.034806824983277e-08,0
566,5.502722214204973e-08,1.1617140855993541e-06,2.026227785795026e-08,0
567,4.6728916163778076e-08,1.1617140855993541e-06,8.363838362219296e-10,0
568,2.51953039542477e-08,1.1617140855993541e-06,1.472096045752305e-09,0
569,7.71886608076132e-09,1.1617140855993541e-06,6.498833919238678e-09,0
570,1.2818429278122605e-09,1.1617140855993541e-06,5.2961770721877395e-09,0
571,1.2118761774716178e-10,1.1617140855993541e-06,2.3802523822528386e-09,0
572,1.6149528171249085e-11,1.1617140855993541e-06,8.06451471828751e-10,0
573,5.12915975031081e-11,1.1617140855993541e-06,2.055274024968919e-10,0
574,1.673214287215086e-10,1.1617140855993541e-06,-6.783428721508641e-12,0
575,2.9415876975938815e-10,1.1617140855993541e-06,-1.2863476975938815e-10,0
576,1.4475418719721753e-08,1.1617140855993541e-06,-7.480798719721752e-09,1
577,2.542621703801076e-08,1.1617140855993541e-06,-4.33721703801076e-09,0
578,3.152821000550245e-08,1.1617140855993541e-06,1.0407989994497555e-08,0
579,3.6425616130266985e-08,1.1617140855993541e-06,2.0588983869733018e-08,0
580,3.4819238419516214e-08,1.1617140855993541e-06,1.9628361580483783e-08,0
581,2.18591740521262e-08,1.1617140855993541e-06,1.9609525947873797e-08,0
582,8.209786985677163e-09,1.1617140855993541e-06,2.477401301432284e-08,0
583,1.7862725059957627e-09,1.1617140855993541e-06,2.9882527494004235e-08,0
584,2.4000877742636595e-10,1.1617140855993541e-06,2.8973591222573634e-08,0
585,7.74340856875128e-11,1.1617140855993541e-06,2.136346591431249e-08,0
586,2.7540504535176216e-10,1.1617140855993541e-06,1.1936494954648237e-08,0
587,1.2682406013152376e-09,1.1617140855993541e-06,4.874529398684763e-09,0
588,4.346221276252194e-09,1.1617140855993541e-06,6.145487237478071e-10,0
589,1.0507893631492633e-08,1.1617140855993541e-06,-1.7235736314926329e-09,0
590,1.757504764469781e-08,1.1617140855993541e-06,3.1025523553021915e-09,0
591,2.2447069337989613e-08,1.1617140855993541e-06,2.4650730662010392e-08,0
592,3.5250919863757996e-08,1.1617140855993541e-06,5.3180580136242e-08,0
593,8.090236889302082e-08,1.1617140855993541e-06,5.763363110697917e-08,0
594,1.8032401381535785e-07,1.1617140855993541e-06,4.2780986184642164e-08,0
595,3.3248086629016754e-07,1.1617140855993541e-06,4.710613370983246e-08,0
596,4.696171635298293e-07,1.1617140855993541e-06,5.165783647017064e-08,0
597,4.7562677547457533e-07,1.1617140855993541e-06,1.2634224525424593e-08,0
598,3.369855478363743e-07,1.1617140855993541e-06,-2.908954783637431e-08,0
599,1.6635103765057886e-07,1.1617140855993541e-06,-1.8665037650578866e-08,0
600,5.605738474803282e-08,1.1617140855993541e-06,1.2546615251967175e-08,0
601,1.219539166655082e-08,1.1617140855993541e-06,2.3232608333449185e-08,0
602,1.635675556396152e-09,1.1617140855993541e-06,1.7244924443603846e-08,0
603,2.86774603614452e-10,1.1617140855993541e-06,8.944985396385547e-09,0
604,1.1866769144050608e-09,1.1617140855993541e-06,2.8989130855949396e-09,0
605,5.053958710252974e-09,1.1617140855993541e-06,-2.099528710252974e-09,0
606,1.1926147358201208e-08,1.1617140855993541e-06,-7.850727358201208e-09,1
607,1.5599962183324014e-08,1.1617140855993541e-06,-1.1099052183324015e-08,1
608,9.27301351611054e-08,1.1617140855993541e-06,-1.0394335161105406e-08,0
609,1.9305298636827863e-07,1.1617140855993541e-06,2.6317013631721385e-08,0
610,2.989259601330688e-07,1.1617140855993541e-06,7.689603986693117e-08,0
611,3.28299987492676e-07,1.1617140855993541e-06,1.0530201250732394e-07,0
612,2.440347616738825e-07,1.1617140855993541e-06,1.141332383261175e-07,0
613,1.203260136187762e-07,1.1617140855993541e-06,1.1425798638122379e-07,0
614,3.8699946195642725e-08,1.1617140855993541e-06,1.0052205380435727e-07,0
615,8.755174781172609e-09,1.1617140855993541e-06,7.64421252188274e-08,0
616,2.846850277995405e-09,1.1617140855993541e-06,5.1507549722004597e-08,0
617,4.082621270050212e-09,1.1617140855993541e-06,3.123727872994979e-08,0
618,9.760739303815033e-09,1.1617140855993541e-06,1.8301060696184968e-08,0
619,2.7562744639854132e-08,1.1617140855993541e-06,7.766455360145863e-09,0
620,6.922318426495081e-08,1.1617140855993541e-06,-4.950484264950804e-09,0
621,1.3839063660927248e-07,1.1617140855993541e-06,-4.190636609272484e-09,0
622,2.2842404565411567e-07,1.1617140855993541e-06,4.598095434588433e-08,0
623,3.5871787844946983e-07,1.1617140855993541e-06,1.441951215505302e-07,0
624,6.147297235793765e-07,1.1617140855993541e-06,1.837722764206235e-07,0
625,1.0714860388041818e-06,1.1617140855993541e-06,7.704396119581811e-08,0
626,1.7066473397299611e-06,1.1617140855993541e-06,-7.165733972996117e-08,0
627,2.291140037052017e-06,1.1617140855993541e-06,-1.4920003705201694e-07,0
628,2.3663878055664766e-06,1.1617140855993541e-06,-2.0531780556647665e-07,0
629,1.7552351188048978e-06,1.1617140855993541e-06,-2.346551188048978e-07,0
630,9.147596647620936e-07,1.1617140855993541e-06,-1.506316647620935e-07,0
631,3.433188758701963e-07,1.1617140855993541e-06,-8.527875870196286e-09,0
632,9.552194036166476e-08,1.1617140855993541e-06,7.374905963833522e-08,0
633,2.0197416695930696e-08,1.1617140855993541e-06,8.22665833040693e-08,0
634,4.175731490498398e-09,1.1617140855993541e-06,5.97450685095016e-08,0
635,7.83828241738199e-09,1.1617140855993541e-06,2.9183317582618006e-08,0
636,4.067229727498589e-08,1.1617140855993541e-06,-1.402189727498589e-08,0
637,1.249037512837394e-07,1.1617140855993541e-06,-8.75218512837394e-08,1
638,2.191848066652155e-07,1.1617140855993541e-06,-1.618044066652155e-07,1
639,2.210903862414352e-07,1.1617140855993541e-06,-1.610996862414352e-07,1
640,4.844137990160754e-07,1.1617140855993541e-06,6.079820098392464e-08,0
641,1.0301954677933009e-06,1.1617140855993541e-06,2.011645322066993e-07,0
642,1.4192830392628785e-06,1.1617140855993541e-06,3.4207696073712146e-07,0
643,1.3058577622750269e-06,1.1617140855993541e-06,4.030322377249731e-07,0
644,8.295221104844277e-07,1.1617140855993541e-06,3.8330788951557215e-07,0
645,3.662218268106839e-07,1.1617140855993541e-06,3.2097817318931604e-07,0
646,1.1635285550741748e-07,1.1617140855993541e-06,2.2845814449258252e-07,0
647,3.51219768739798e-08,1.1617140855993541e-06,1.370870231260202e-07,0
648,2.933683282648821e-08,1.1617140855993541e-06,6.83632671735118e-08,0
649,5.192819872520377e-08,1.1617140855993541e-06,2.9494401274796233e-08,0
650,1.0664657971498466e-07,1.1617140855993541e-06,2.0184420285015343e-08,0
651,2.58376908409544e-07,1.1617140855993541e-06,5.169091590455998e-09,0
652,5.735012950869461e-07,1.1617140855993541e-06,-3.2098295086946065e-08,0
653,1.0724314607043605e-06,1.1617140855993541e-06,-3.673146070436061e-08,0
654,1.8142713448402253e-06,1.1617140855993541e-06,-9.75134484022534e-09,0
655,2.925733026585603e-06,1.1617140855993541e-06,-9.939302658560275e-08,0
656,4.277585881003748e-06,1.1617140855993541e-06,-3.489958810037483e-07,0
657,5.480623641392899e-06,1.1617140855993541e-06,-5.676336413928986e-07,0
658,6.3116682514339225e-06,1.1617140855993541e-06,-6.369882514339221e-07,0
659,6.367139905536274e-06,1.1617140855993541e-06,-6.613199055362739e-07,0
660,5.1590867167973375e-06,1.1617140855993541e-06,-7.25446716797337e-07,0
661,3.130090968604623e-06,1.1617140855993541e-06,-6.256409686046231e-07,0
662,1.4040861716383689e-06,1.1617140855993541e-06,-2.757861716383688e-07,0
663,4.785831180599948e-07,1.1617140855993541e-06,6.994488194000522e-08,0
664,1.2807023935705954e-07,1.1617140855993541e-06,2.207617606429405e-07,0
665,2.9349698324537998e-08,1.1617140855993541e-06,2.25654301675462e-07,0
666,1.8857238371647916e-08,1.1617140855993541e-06,1.677667616283521e-07,0
667,1.0269280646995657e-07,1.1617140855993541e-06,4.027319353004342e-08,0
668,4.2733223996191886e-07,1.1617140855993541e-06,-2.5583323996191886e-07,1
669,1.0279565648551131e-06,1.1617140855993541e-06,-7.317095648551131e-07,1
670,1.4311986121076416e-06,1.1617140855993541e-06,-1.0165216121076416e-06,1
671,1.1490936939900714e-06,1.1617140855993541e-06,-7.822466939900714e-07,1
672,1.4222980922129659e-06,1.1617140855993541e-06,2.7704190778703435e-07,0
673,2.6338712397622118e-06,1.1617140855993541e-06,5.818287602377882e-07,0
674,3.162927860022659e-06,1.1617140855993541e-06,7.258321399773406e-07,0
675,2.5906834909531917e-06,1.1617140855993541e-06,6.715065090468084e-07,0
676,1.4767254000130231e-06,1.1617140855993541e-06,5.664745999869766e-07,0
677,5.886618291370025e-07,1.1617140855993541e-06,4.473881708629975e-07,0
678,1.7413042226259295e-07,1.1617140855993541e-06,2.94445577737407e-07,0
679,6.650717727793349e-08,1.1617140855993541e-06,1.533158227220665e-07,0
680,9.362957748164252e-08,1.1617140855993541e-06,5.8720422518357464e-08,0
681,2.0942122103125926e-07,1.1617140855993541e-06,1.7091778968740723e-08,0
682,5.317982198022915e-07,1.1617140855993541e-06,-2.734221980229159e-08,0
683,1.2483205872589759e-06,1.1617140855993541e-06,-1.48940587258976e-07,0
684,2.457845577951694e-06,1.1617140855993541e-06,-3.0032557795169386e-07,0
685,4.239096821385401e-06,1.1617140855993541e-06,-4.476268213854008e-07,0
686,6.75419365169099e-06,1.1617140855993541e-06,-7.917136516909892e-07,0
687,9.663345730323907e-06,1.1617140855993541e-06,-1.3380857303239067e-06,0
688,1.1651971813578185e-05,1.1617140855993541e-06,-1.5959718135781853e-06,0
689,1.1855040587937746e-05,1.1617140855993541e-06,-1.3629405879377452e-06,0
690,1.0682766659601147e-05,1.1617140855993541e-06,-1.0324966596011475e-06,0
691,8.504156005140347e-06,1.1617140855993541e-06,-9.355460051403454e-07,0
692,5.530294982808207e-06,1.1617140855993541e-06,-8.469149828082065e-07,0
693,2.724277932751932e-06,1.1617140855993541e-06,-4.5129793275193183e-07,0
694,1.0024502332283613e-06,1.1617140855993541e-06,5.589976677163872e-08,0
695,2.84596515104144e-07,1.1617140855993541e-06,3.73164484895856e-07,0
696,6.490236913145995e-08,1.1617140855993541e-06,4.6743063086854007e-07,0
697,2.0297971003273072e-08,1.1617140855993541e-06,4.4238802899672694e-07,0
698,8.642083595504798e-08,1.1617140855993541e-06,3.12322164044952e-07,0
699,4.851392433741811e-07,1.1617140855993541e-06,-7.788424337418114e-08,0
700,1.6191641365018653e-06,1.1617140855993541e-06,-9.730281365018652e-07,1
701,3.129728283840494e-06,1.1617140855993541e-06,-2.0519082838404937e-06,1
702,3.4830525340893113e-06,1.1617140855993541e-06,-2.1944225340893115e-06,1
703,2.2277260326629924e-06,1.1617140855993541e-06,-1.2577640326629924e-06,1
704,2.0997947716102457e-06,1.1617140855993541e-06,3.096952283897544e-07,0
705,3.4912846384111565e-06,1.1617140855993541e-06,4.625753615888428e-07,0
706,3.808479928383077e-06,1.1617140855993541e-06,4.7406007161692326e-07,0
707,2.849581655683148e-06,1.1617140855993541e-06,4.814583443168522e-07,0
708,1.481132215328792e-06,1.1617140855993541e-06,4.935177846712083e-07,0
709,5.379807959260848e-07,1.1617140855993541e-06,4.0675020407391523e-07,0
