,2OCJ3,diff,True
512,6.9132994489166264e-15,4.206116700551084e-12,0
513,8.327654706095433e-14,2.3249723452939045e-11,0
514,4.869426748708183e-13,7.873435732512918e-11,0
515,1.4552445209141942e-12,1.780497554790858e-10,0
516,3.899759987823248e-12,3.0640524001217674e-10,0
517,1.683143590200154e-11,5.628265640979985e-10,0
518,5.503108989685859e-11,1.8147089101031417e-09,0
519,1.1608001727552379e-10,5.618609982724476e-09,0
520,2.5221229400455336e-10,1.0810087705995445e-08,0
521,7.406609124464576e-10,1.3134639087553543e-08,0
522,1.6429379928149044e-09,1.0113362007185095e-08,0
523,1.8227800649374854e-09,4.762569935062515e-09,0
524,9.170845672585599e-10,1.75802543274144e-09,0
525,2.2323552421522e-10,7.8134447578478e-10,0
526,5.6169231421434725e-11,2.9237176857856526e-10,0
527,2.7906691029027005e-11,8.1727308970973e-11,0
528,9.188785852291101e-12,1.2002721414770892e-10,0
529,9.103522786068311e-12,2.923224772139317e-10,0
530,1.0991387403179123e-10,4.992391259682089e-10,0
531,9.004906951055735e-10,7.085793048944264e-10,0
532,4.174538427253063e-09,7.119615727469368e-10,0
533,1.1276688539101437e-08,-2.959885391014358e-10,0
534,1.8861152208813882e-08,-2.2790522088138842e-09,0
535,1.978783555801296e-08,-1.2718355580129609e-09,0
536,1.3732685086928978e-08,3.2893149130710204e-09,0
537,7.182703665453347e-09,5.5584963345466534e-09,0
538,2.598576025385325e-09,4.427403974614674e-09,0
539,5.3478273832332e-10,2.11780726167668e-09,1
540,6.400862527001549e-11,6.428823747299846e-10,1
541,5.862841650756956e-12,1.4128715834924306e-10,1
542,4.625020847135536e-13,2.6266397915286445e-11,0
543,2.4335905171982443e-14,4.819764094828018e-12,0
544,8.97394135332033e-12,3.3984805864667964e-10,0
545,6.11557598095678e-11,1.2227142401904322e-09,0
546,2.1750404532676703e-10,2.837025954673233e-09,0
547,4.0379662609490077e-10,4.610423373905099e-09,0
548,4.151569118476455e-10,5.397703088152354e-09,0
549,2.7916691924174505e-10,5.179003080758254e-09,1
550,1.4758090497983468e-10,7.058189095020166e-09,0
551,6.679852091275593e-11,1.3084601479087244e-08,0
552,3.241052953782634e-11,1.7823589470462176e-08,0
553,3.469283431164401e-11,1.5563507165688354e-08,0
554,8.73432426080026e-11,8.645306757391997e-09,0
555,2.9186498991410687e-10,2.807505010085893e-09,0
556,9.31817723262239e-10,-7.681672326223895e-11,0
557,1.8919776841335393e-09,-1.3487126841335393e-09,1
558,1.9551220886639744e-09,-1.0541950886639745e-09,0
559,9.568256918295044e-10,1.2124443081704955e-09,0
560,3.4630923067704976e-10,4.81387076932295e-09,0
561,1.099186478378522e-09,8.645533521621477e-09,0
562,6.8101393921563385e-09,1.0553460607843659e-08,0
563,2.7791018753889293e-08,7.553581246110702e-09,0
564,6.57803773405914e-08,5.494226594086074e-10,0
565,8.663426346700804e-08,1.6983365329919691e-09,0
566,6.357173769849224e-08,1.4691062301507766e-08,0
567,2.757757324171067e-08,2.323492675828933e-08,0
568,8.097477035138364e-09,2.0782522964861634e-08,0
569,1.9135364430131235e-09,1.3646163556986879e-08,0
570,3.43683447344158e-10,6.885336552655843e-09,0
571,3.562555458313454e-11,2.687884445416866e-09,0
572,1.790082996491963e-12,8.764519170035079e-10,0
573,4.205783263335872e-14,2.7764094216736663e-10,0
574,7.492761278836201e-16,1.5461425072387212e-10,0
575,8.776811440173564e-16,1.3244112231885597e-10,0
576,1.7886882239544369e-09,6.055571776045564e-09,0
577,7.228506315155675e-09,1.5420293684844325e-08,0
578,1.6591878787527534e-08,2.7112921212472475e-08,1
579,2.303224110580032e-08,3.534325889419968e-08,1
580,2.1188739473759207e-08,3.40228605262408e-08,1
581,1.4564688621257883e-08,2.7211411378742113e-08,0
582,8.019683497440968e-09,2.543101650255903e-08,0
583,3.735834356895218e-09,2.873516564310478e-08,0
584,1.5027198407050206e-09,2.838668015929498e-08,0
585,1.2707626092749269e-09,2.0507437390725075e-08,0
586,4.6188912747715835e-09,7.692108725228417e-09,0
587,1.2944628145726576e-08,-6.5265181457265754e-09,0
588,2.3288492299974258e-08,-1.7335972299974258e-08,1
589,2.7132626762272996e-08,-1.6646726762272996e-08,1
590,1.912448005402391e-08,3.654419945976092e-09,0
591,1.0336210721926364e-08,3.898458927807363e-08,0
592,1.449191506408596e-08,7.728408493591404e-08,0
593,4.3604497589425135e-08,1.0426550241057488e-07,0
594,1.315193936911266e-07,1.0704860630887339e-07,0
595,3.1144339706666105e-07,7.717360293333892e-08,0
596,4.989696427855817e-07,2.1276357214418353e-08,0
597,5.067468375785095e-07,-1.6058837578509543e-08,0
598,3.175971287498921e-07,1.506871250107915e-09,0
599,1.2399920670272847e-07,3.5189793297271536e-08,0
600,3.298406823119149e-08,4.280473176880852e-08,0
601,6.523928640366839e-09,3.2782471359633166e-08,0
602,8.433644698485624e-10,1.9665035530151436e-08,0
603,5.752151985303047e-11,9.637438480146969e-09,0
604,1.8505070091351127e-12,4.279059492990865e-09,0
605,1.5967856328865334e-13,3.1074903214367116e-09,0
606,7.818975842806326e-13,4.062148102415719e-09,0
607,2.1221167771536294e-12,4.5253578832228465e-09,0
608,6.02224356114879e-08,2.63525643885121e-08,0
609,1.7147304674905008e-07,4.9188953250949915e-08,0
610,2.9682740608664443e-07,7.199759391335559e-08,0
611,3.394140148137129e-07,8.164898518628707e-08,0
612,2.789668728508888e-07,6.95241271491112e-08,0
613,1.7670134357355424e-07,5.4895656426445765e-08,0
614,8.895122386153643e-08,5.1465776138463576e-08,0
615,3.7254772008647034e-08,4.952722799135297e-08,0
616,1.5834259731648724e-08,3.9215740268351276e-08,0
617,2.3797700096901783e-08,1.1683599903098219e-08,0
618,7.269909250063465e-08,-4.415019250063465e-08,0
619,1.55187356118055e-07,-1.16857556118055e-07,1
620,2.270180578610941e-07,-1.548939578610941e-07,1
621,2.3285549040409216e-07,-8.569549040409216e-08,0
622,1.8116158397434087e-07,1.1099441602565911e-07,0
623,1.752813817939757e-07,3.4960361820602436e-07,0
624,3.0000881076652873e-07,5.280601892334713e-07,0
625,5.923080930978228e-07,5.970019069021772e-07,0
626,1.0916022866835618e-06,5.67777713316438e-07,0
627,1.713704774637176e-06,3.98685225362824e-07,0
628,1.9917730411961437e-06,1.1422695880385615e-07,0
629,1.5093631170857691e-06,-5.613117085769113e-09,0
630,6.947590321892329e-07,9.181996781076704e-08,0
631,1.9088328221811084e-07,1.6724971778188912e-07,0
632,3.293543034458677e-08,1.4951656965541324e-07,0
633,3.871881517556756e-09,1.0464511848244323e-07,0
634,2.961354209722666e-10,6.504366457902773e-08,0
635,1.3016565071504804e-11,3.7038283434928494e-08,0
636,9.198206932851126e-12,2.7103201793067147e-08,0
637,7.55923473202977e-11,3.86459076526797e-08,0
638,3.064195307421658e-10,5.9214280469257834e-08,0
639,5.934721364799191e-10,6.238902786352008e-08,0
640,4.916415312601678e-07,5.658046873983214e-08,0
641,1.15975308045884e-06,3.674691954116009e-08,0
642,1.7092683444716343e-06,-2.4938344471634442e-08,0
643,1.680668939125344e-06,-5.194893912534399e-08,0
644,1.155392084736684e-06,1.0887915263315723e-08,0
645,5.723733355608968e-07,1.0137566443910317e-07,0
646,2.192340975271676e-07,1.2517090247283242e-07,0
647,7.941841297399288e-08,9.373758702600711e-08,0
648,5.240281657213883e-08,4.561648342786117e-08,0
649,1.4387820362580153e-07,-6.049360362580152e-08,0
650,4.577901560274968e-07,-3.243661560274968e-07,1
651,9.877076952150987e-07,-7.100246952150986e-07,1
652,1.412728582500276e-06,-8.471915825002761e-07,1
653,1.4410607605934809e-06,-3.688807605934809e-07,0
654,1.3225136407764022e-06,5.341863592235977e-07,0
655,1.577945575162683e-06,1.3162944248373174e-06,0
656,2.406808751973036e-06,1.5909712480269644e-06,0
657,3.4572792243636587e-06,1.4960807756363418e-06,0
658,4.30895625637624e-06,1.33005374362376e-06,0
659,4.718098418494476e-06,8.662615815055236e-07,0
660,4.020627664804528e-06,3.07332335195472e-07,0
661,2.2781758656993727e-06,2.1862413430062724e-07,0
662,7.905365293074065e-07,3.7662347069259346e-07,0
663,1.6387041186201914e-07,4.0988658813798086e-07,0
664,2.064623997358265e-08,3.3748076002641735e-07,0
665,1.6412533262934755e-09,2.5346174667370653e-07,0
666,9.125055183478324e-11,1.8150774944816521e-07,0
667,1.1996913342885164e-10,1.3946203086657112e-07,0
668,9.850507535434447e-10,1.7194894924645654e-07,1
669,5.309578958502891e-09,2.939614210414971e-07,0
670,1.5268342865944577e-08,4.018506571340554e-07,0
671,2.2278194568506453e-08,3.532288054314935e-07,0
672,1.5486349485307566e-06,1.2794505146924325e-07,0
673,3.123802593819972e-06,-2.817259381997194e-08,0
674,3.882932619076181e-06,-1.6671261907618147e-07,0
675,3.1230085057402338e-06,6.911494259766231e-09,0
676,1.6840317904057447e-06,3.0300820959425537e-07,0
677,6.387681969504051e-07,3.8594180304959484e-07,0
678,1.957761010862448e-07,2.726168989137552e-07,0
679,7.885191085242118e-08,1.4120408914757885e-07,0
680,1.4316101438579727e-07,9.452985614202725e-09,0
681,5.366325620132202e-07,-3.0665456201322016e-07,1
682,1.5651205200818238e-06,-1.0533205200818239e-06,1
683,3.0518713996185713e-06,-1.946621399618571e-06,1
684,4.163624994987139e-06,-2.0085849949871387e-06,1
685,4.519742167682757e-06,-7.384521676827569e-07,0
686,4.8084145947304564e-06,1.1509954052695435e-06,0
687,6.070141787964359e-06,2.254648212035641e-06,0
688,8.055533766714635e-06,1.9661662332853643e-06,0
689,9.047130720489964e-06,1.3677692795100366e-06,0
690,8.369815802171831e-06,1.1692341978281687e-06,0
691,6.572540927956639e-06,8.834690720433619e-07,0
692,4.077305983212829e-06,5.616040167871706e-07,0
693,1.7909711405831828e-06,5.069088594168171e-07,0
694,5.188830793439864e-07,5.719369206560138e-07,0
695,9.611925168509127e-08,5.728937483149088e-07,0
696,1.1320848580551552e-08,5.144631514194484e-07,0
697,9.451400832752298e-10,4.394898599167248e-07,0
698,7.80304465704244e-10,3.7338669553429574e-07,0
699,4.1707256484149896e-09,3.9493327435158503e-07,0
700,1.84357543445884e-08,6.330892456554117e-07,1
701,6.33612646901842e-08,1.0145387353098158e-06,1
702,1.356296296006858e-07,1.1509503703993142e-06,1
703,1.5876125440648645e-07,8.284957455935135e-07,1
704,2.0061263094092086e-06,3.846336905907912e-07,0
705,3.438596067564071e-06,4.31143932435929e-07,0
706,3.6438974046491113e-06,5.433125953508889e-07,0
707,2.5413395150485168e-06,7.324804849514832e-07,0
708,1.2219640159582087e-06,7.381359840417914e-07,0
709,4.282958319416777e-07,5.194971680583224e-07,0
710,1.2913914627940602e-07,2.78607853720594e-07,0
711,8.507770277037712e-08,1.2460829722962287e-07,0
712,2.5967850941932657e-07,-3.972050941932658e-08,0
713,9.303212108172251e-07,-4.789772108172251e-07,1
714,2.4488466848817678e-06,-1.4169666848817679e-06,1
715,4.5122866235890295e-06,-2.3720366235890296e-06,1
716,6.130844394059817e-06,-2.1679243940598177e-06,1
717,6.989713508873218e-06,-3.861435088732184e-07,0
718,8.257141846331221e-06,1.6280681536687796e-06,0
719,1.0574374352359493e-05,2.2024256476405084e-06,0
720,1.2171149104148595e-05,1.4820508958514054e-06,0
721,1.1168476587744704e-05,9.428234122552961e-07,0
722,8.217935086215342e-06,9.605749137846588e-07,1
723,4.903460493459308e-06,9.476295065406926e-07,1
724,2.2598806307761088e-06,7.563593692238915e-07,1
725,7.538454557264687e-07,5.897245442735312e-07,1
726,1.7202017089979596e-07,5.301828291002039e-07,0
727,2.670626760801537e-08,5.218077323919846e-07,0
728,5.1975014039240476e-09,5.145694985960759e-07,0
729,3.236388650228971e-09,4.94215611349771e-07,0
730,7.009057424716295e-09,5.007849425752837e-07,0
731,2.604837122211781e-08,6.718716287778822e-07,1
732,8.399371715383878e-08,1.0982262828461613e-06,1
733,2.1029069597037605e-07,1.506149304029624e-06,1
734,3.4206943718466823e-07,1.4365905628153315e-06,1
735,3.190278881200914e-07,8.902721118799085e-07,1
736,1.1687628784995995e-06,6.488171215004004e-07,0
737,1.787416310226242e-06,9.526836897737578e-07,0
738,1.741880544286887e-06,1.1344594557131131e-06,0
739,1.1319154769675079e-06,1.1095745230324923e-06,1
740,5.000094325598238e-07,8.32270567440176e-07,1
741,1.530433033556951e-07,4.7477169664430495e-07,1
742,4.2659924244566055e-08,2.3342207575543398e-07,1
743,6.138450365812802e-08,1.1109149634187197e-07,0
744,2.5138859851402287e-07,-2.250559851402287e-08,0
745,8.091762797070856e-07,-3.285382797070856e-07,0
746,1.9061270320212794e-06,-8.602370320212795e-07,1
747,3.3410000183647596e-06,-1.2497300183647594e-06,1
748,4.669206948710616e-06,-8.395569487106163e-07,0
749,6.29151520218695e-06,2.310647978130503e-07,0
750,8.871651839584615e-06,1.0510981604153842e-06,0
751,1.1055718008898245e-05,1.2998819911017545e-06,0
752,1.0670802566469057e-05,1.2974974335309416e-06,0
753,7.93575639010483e-06,1.2788936098951704e-06,1
754,4.7557404023045506e-06,1.1623495976954489e-06,1
755,2.2981260608789713e-06,8.660739391210288e-07,1
756,8.366240929777356e-07,5.413559070222644e-07,1
757,2.1226683689123601e-07,3.45086163108764e-07,1
758,3.9095156571654433e-08,2.844518434283456e-07,0
759,1.5029733321979462e-08,2.931952666780206e-07,0
760,1.4332426195191646e-08,3.248915738048084e-07,0
761,1.3826139942433622e-08,3.674368600575664e-07,0
762,2.56844788604068e-08,4.560805211395932e-07,0
763,6.801642600778798e-08,6.699305739922121e-07,1
764,1.7471416993292716e-07,9.807858300670728e-07,1
765,3.260590825903141e-07,1.160610917409686e-06,1
766,3.991076379360277e-07,9.996623620639724e-07,1
767,2.9789602728127114e-07,5.825469727187289e-07,1
768,3.601002413401624e-07,6.147577586598375e-07,1
769,5.146252890802822e-07,9.688547109197177e-07,1
770,4.855360296903842e-07,1.1129539703096158e-06,1
771,3.102925788367186e-07,9.590374211632812e-07,1
772,1.2968720648505632e-07,6.259337935149436e-07,1
773,3.3694924355421305e-08,3.262140756445787e-07,1
774,1.03431843573118e-08,1.5742381564268822e-07,0
775,3.493154532818111e-08,7.879745467181888e-08,0
776,1.329317655436935e-07,1.3440234456306517e-08,0
777,3.6024527642399285e-07,-8.622827642399282e-08,0
778,7.865826534987694e-07,-2.168446534987694e-07,1
779,1.4520278475781588e-06,-2.5980784757815866e-07,0
780,2.5679251284169483e-06,-1.2472512841694852e-07,0
781,4.625359999347747e-06,-5.329999347746682e-09,0
782,7.089780525303557e-06,8.863947469644248e-08,0
783,7.905285249982283e-06,4.561447500177162e-07,0
784,6.217727686610217e-06,9.466923133897827e-07,0
785,3.6149180081586874e-06,1.1248519918413121e-06,1
786,1.6998434691453075e-06,8.845665308546921e-07,1
787,6.833198526742919e-07,4.950801473257081e-07,1
788,2.2000897537500482e-07,2.3124602462499518e-07,1
789,4.971027675220162e-08,1.284867232477984e-07,1
790,1.0987858175193553e-08,1.0815014182480645e-07,0
791,9.750957643874645e-09,1.2098804235612533e-07,0
792,1.686005461975934e-08,1.5248494538024068e-07,0
793,3.937828904555688e-08,1.960977109544431e-07,0
794,7.33262621928764e-08,2.7377273780712353e-07,0
795,1.2365729835367734e-07,4.1288870164632276e-07,0
796,2.26642433115032e-07,5.51781566884968e-07,0
797,3.4060254935569354e-07,5.867804506443065e-07,0
798,3.334453403702913e-07,4.971556596297087e-07,1
799,1.90439079411329e-07,3.20140920588671e-07,1
800,9.919397870131662e-08,5.027800212986834e-07,1
801,1.4193465007301864e-07,8.016103499269814e-07,1
802,1.2772209288575887e-07,8.849579071142411e-07,1
803,7.426259172383572e-08,7.018414082761643e-07,1
804,2.7694353758483957e-08,4.10496646241516e-07,1
805,6.6949125428204495e-09,1.8927108745717955e-07,1
806,3.974220928653898e-09,8.489807907134611e-08,0
807,1.6461770973926127e-08,4.683922902607387e-08,0
808,4.7207272872106136e-08,2.532572712789387e-08,0
809,1.019008471413175e-07,1.4213152858682501e-08,0
810,2.2789434548890037e-07,1.4497654511099618e-08,0
811,5.467255636149561e-07,2.8673436385043947e-08,0
812,1.3079394570291937e-06,3.3970542970806364e-08,0
813,2.622310068600062e-06,-5.540068600061715e-09,0
814,3.779771816199369e-06,1.062818380063101e-08,0
815,3.661212346838301e-06,2.2943765316169857e-07,0
816,2.35635883586294e-06,5.1433116413706e-07,0
817,1.0783717575620621e-06,5.497782424379379e-07,1
818,4.2104465216835495e-07,3.497643478316451e-07,1
819,1.5621320253585243e-07,1.625657974641476e-07,1
820,4.560332930900917e-08,7.743767069099082e-08,1
821,8.365745729151873e-09,4.9141854270848126e-08,1
822,1.8659055325392658e-09,4.3556094467460735e-08,0
823,6.005643840612729e-09,4.7689356159387274e-08,0
824,2.445110581325729e-08,5.197519418674271e-08,0
825,5.972120307633975e-08,6.095079692366026e-08,0
826,1.0080285881494516e-07,9.136514118505484e-08,0
827,1.6124438203197641e-07,1.3519261796802358e-07,0
828,2.4391890383687593e-07,1.7532009616312408e-07,0
829,2.7009144741178715e-07,2.3155755258821293e-07,0
830,1.9845286489716435e-07,2.735651351028357e-07,0
831,9.942512929929836e-08,2.1459787070070163e-07,1
832,7.281931916803913e-08,4.455746808319609e-07,1
833,1.002668180242297e-07,6.919841819757702e-07,1
834,9.48630492300392e-08,6.987279507699607e-07,1
835,6.528583060756505e-08,4.815281693924349e-07,1
836,2.8749229197697932e-08,2.420707708023021e-07,1
837,7.624627821326353e-09,9.741937217867364e-08,1
838,5.161773627720898e-09,3.7630326372279105e-08,0
839,1.1043361719111872e-08,1.7913338280888128e-08,0
840,1.5714795215034067e-08,1.7300204784965935e-08,0
841,2.763028584697513e-08,2.844041415302486e-08,0
842,8.881676559160123e-08,3.351323440839878e-08,0
843,2.7706717341679325e-07,2.4900826583206745e-08,0
844,6.731307263479059e-07,1.7283273652094053e-08,0
845,1.2003615947478702e-06,1.2048405252129935e-08,0
846,1.4635777508854506e-06,3.881224911454937e-08,0
847,1.1584869588352341e-06,1.42413041164766e-07,0
848,6.245939171767944e-07,1.9947308282320563e-07,0
849,2.70321364838741e-07,1.4638763516125906e-07,0
850,1.0379803460516874e-07,8.269596539483126e-08,0
851,3.024290742498152e-08,5.063689257501848e-08,0
852,5.474196005996535e-09,3.055810399400347e-08,1
853,8.453544208883142e-10,1.9056845579111685e-08,1
854,2.627987031574424e-09,1.6180312968425574e-08,0
855,1.1020163773790535e-08,1.3068136226209465e-08,0
856,2.4709492578513637e-08,1.2109307421486365e-08,0
857,3.8594098587149454e-08,2.1769001412850547e-08,0
858,6.837626594496138e-08,2.6089934055038616e-08,0
859,1.311338255809985e-07,1.7954174419001496e-08,0
860,1.9036780381084725e-07,3.791619618915273e-08,0
861,2.056216756490292e-07,1.0422532435097081e-07,0
862,1.7269568413472225e-07,1.603893158652778e-07,0
863,1.0405727426054976e-07,1.419357257394502e-07,0
864,8.048002816306906e-08,4.07371971836931e-07,1
865,1.2719552705767463e-07,5.726664729423254e-07,1
866,1.373434643451305e-07,5.045975356548695e-07,0
867,9.859566346874977e-08,3.0381433653125025e-07,0
868,4.444509545794431e-08,1.416609045420557e-07,0
869,1.5652989629437222e-08,5.573351037056278e-08,0
870,1.2450295381270578e-08,1.578750461872942e-08,0
871,1.4493383400790212e-08,1.820816599209789e-09,0
872,1.1093341889629164e-08,8.060158110370836e-09,0
873,1.905788340750015e-08,1.7478016592499856e-08,0
874,7.17764030073955e-08,1.366979699260451e-08,0
875,1.97482344300205e-07,1.6884655699794985e-08,0
876,3.8862125704517566e-07,5.187174295482437e-08,0
877,5.63042201629597e-07,6.6488798370403e-08,0
878,5.517795319665832e-07,5.594846803341674e-08,0
879,3.5838225151859e-07,5.784074848141002e-08,0
880,1.7815894444729897e-07,4.2147055552701016e-08,0
881,7.688731293839286e-08,2.1870587061607137e-08,0
882,2.465855408680876e-08,1.7643945913191238e-08,0
883,4.8635421627295505e-09,1.4788057837270447e-08,0
884,7.152904042390616e-10,8.828319595760938e-09,0
885,8.247618587913598e-10,4.87455814120864e-09,1
886,4.022952810039378e-09,4.239447189960622e-09,0
887,9.782749889701736e-09,7.940450110298264e-09,0
888,1.2337501225439856e-08,1.987399877456015e-08,0
889,1.76833851599121e-08,2.8218714840087903e-08,0
890,4.586605629886751e-08,1.836144370113249e-08,0
891,1.0259848629771153e-07,8.032513702288473e-09,0
892,1.7768178217625318e-07,2.3062217823746838e-08,0
893,2.3386227108828072e-07,7.27517289117193e-08,0
894,2.1839256061498322e-07,1.2828443938501683e-07,0
895,1.3660499070924304e-07,1.2740900929075696e-07,0
896,1.4056178826433795e-07,3.170642117356621e-07,0
897,2.63871407891715e-07,3.7387059210828504e-07,0
898,3.25085493720412e-07,2.50739506279588e-07,0
899,2.579874284573371e-07,1.0634857154266288e-07,0
900,1.3356431265551542e-07,4.012368734448459e-08,0
901,5.1467978167341564e-08,1.6690921832658426e-08,0
902,2.0623985692365623e-08,4.940114307634379e-09,0
903,1.3933146576981168e-08,-8.956465769811683e-10,0
904,1.8687259685616026e-08,-4.375859685616028e-09,0
905,3.9708352401636025e-08,-1.0721452401636023e-08,0
906,8.44401356221413e-08,-1.7724356221413064e-09,0
907,1.6366489711128134e-07,5.6263102888718646e-08,0
908,2.545568632968809e-07,1.445801367031191e-07,0
909,2.7913194792201517e-07,1.7139805207798483e-07,0
910,2.077417063768564e-07,1.1494029362314358e-07,0
911,1.0912416028322089e-07,5.381283971677914e-08,0
912,4.521332801121571e-08,2.3845871988784284e-08,0
913,1.7290968901656152e-08,1.224333109834385e-08,0
914,9.035565432014731e-09,5.834534567985268e-09,0
915,6.013694804118857e-09,2.408425195881144e-09,0
916,2.4506689773892838e-09,2.086231022610716e-09,0
917,6.663489894365317e-10,4.3879910105634684e-09,0
918,8.368788933999447e-10,1.3445921106600056e-08,0
919,1.8902636741720075e-09,3.369523632582799e-08,0
920,7.565658073553881e-09,5.927474192644611e-08,0
921,3.386631519046846e-08,6.362728480953156e-08,0
922,9.270845058055805e-08,3.940154941944196e-08,0
923,1.6356680574041496e-07,4.697719425958505e-08,0
924,2.355083502106273e-07,1.2348464978937268e-07,0
925,3.1757961462594024e-07,2.014323853740598e-07,1
926,3.431294891832129e-07,2.192085108167871e-07,0
927,2.3683964912918893e-07,1.8225235087081105e-07,0
928,3.407084641670513e-07,1.8671753583294872e-07,0
929,6.412871505627265e-07,9.380484943727353e-08,0
930,7.593655146878145e-07,-1.0013451468781442e-07,0
931,5.784247856567192e-07,-1.650487856567192e-07,0
932,2.9401841791119014e-07,-9.689741791119016e-08,0
933,1.0949195097273939e-07,-3.2707450972739394e-08,0
934,4.811335935396034e-08,-1.9843159353960337e-08,0
935,5.143785854008927e-08,-3.373025854008927e-08,1
936,1.0189578127638084e-07,-7.429068127638084e-08,1
937,2.0526639569519587e-07,-1.4653009569519586e-07,1
938,3.141500788007754e-07,-1.8576007880077538e-07,0
939,3.69021563133661e-07,-1.1876456313366103e-07,0
940,3.462715276964402e-07,1.139047230355979e-08,0
941,2.563449728318366e-07,7.900402716816341e-08,0
942,1.3745096227501315e-07,7.049803772498683e-08,0
943,4.7435518484893984e-08,5.1631481515106026e-08,0
944,1.340248489392554e-08,3.3380015106074465e-08,0
945,1.1612984628247068e-08,1.2778615371752932e-08,0
946,1.4426438041598066e-08,-1.0862380415980663e-09,0
947,9.08515387660697e-09,-1.223773876606969e-09,0
948,2.566668303267791e-09,3.820941696732208e-09,0
949,5.772565746984907e-10,9.462343425301509e-09,0
950,1.4977515389519892e-09,2.474184846104801e-08,0
951,5.400053756985574e-09,6.501774624301443e-08,0
952,1.99021204453152e-08,1.3053987955468478e-07,0
953,6.757406722488309e-08,1.8420493277511693e-07,0
954,1.7048413630519266e-07,2.1726186369480735e-07,0
955,3.492526070360625e-07,2.9831639296393755e-07,0
956,6.449351143907218e-07,4.208848856092784e-07,0
957,9.73225652984956e-07,4.54144347015044e-07,0
958,1.0482021942276542e-06,3.515878057723457e-07,0
959,7.253779723436295e-07,2.1708702765637045e-07,0
960,6.802561275205311e-07,4.699587247946892e-08,0
961,1.1170140725781928e-06,-1.590360725781928e-07,0
962,1.1535267574644811e-06,-3.493967574644812e-07,0
963,8.003967903083076e-07,-3.223967903083076e-07,0
964,3.807592942042911e-07,-1.604752942042911e-07,0
965,1.4069215763462492e-07,-5.698735763462491e-08,0
966,8.298334397275231e-08,-4.7723143972752316e-08,1
967,1.3875310931875848e-07,-1.0035800931875848e-07,1
968,3.213308314617149e-07,-2.479082314617149e-07,1
969,5.804309298531671e-07,-4.505179298531671e-07,1
970,7.215088527825271e-07,-5.21145852782527e-07,1
971,6.417393363349803e-07,-3.6596333633498026e-07,1
972,4.581521055209446e-07,-1.4399510552094458e-07,0
973,2.8604306413075445e-07,-1.4981064130754452e-08,0
974,1.3548423712231652e-07,4.710476287768348e-08,0
975,4.490800051142683e-08,6.823799948857317e-08,0
976,1.5973889698836922e-08,5.331201030116307e-08,0
977,8.173936147921406e-09,3.00463638520786e-08,0
978,4.349870710412324e-09,1.5913229289587676e-08,0
979,1.5777334574954185e-09,1.352666654250458e-08,0
980,6.666387965041815e-10,1.6338961203495817e-08,0
981,3.0112263053973554e-09,1.9824373694602648e-08,0
982,1.0818555177027452e-08,3.390554482297255e-08,0
983,2.3509405018786184e-08,8.962959498121382e-08,0
984,5.591852787531537e-08,1.9898047212468464e-07,0
985,1.853433629516353e-07,3.032406370483648e-07,0
986,5.654602350302543e-07,3.3530276496974575e-07,0
987,1.3271976742628799e-06,3.3923232573712017e-07,0
988,2.3876631455369584e-06,3.227968544630415e-07,0
989,3.2945521219295526e-06,8.182787807044764e-08,0
990,3.294763787415354e-06,-2.954037874153541e-07,0
991,2.158206616050593e-06,-3.5499661605059306e-07,0
992,6.379600081327661e-07,-9.988008132766193e-09,0
993,8.701005295728626e-07,-1.558835295728626e-07,0
994,7.799884559858266e-07,-2.5213945598582656e-07,0
995,4.795337689696598e-07,-1.9647776896965984e-07,0
996,2.075526301268767e-07,-8.850363012687671e-08,0
997,8.258747832078171e-08,-3.8498578320781704e-08,0
998,7.834551201909213e-08,-4.981881201909213e-08,1
999,1.8518579029566006e-07,-1.3723649029566006e-07,1
1000,3.9973475680895976e-07,-3.139542568089598e-07,1
1001,5.873487318054088e-07,-4.5749773180540884e-07,1
1002,5.750778192191498e-07,-4.0159681921914976e-07,1
1003,4.10543549869451e-07,-2.02594549869451e-07,1
1004,2.656235320439156e-07,-5.411753204391559e-08,0
1005,1.6475485623793704e-07,8.505143762062968e-09,0
1006,7.667549042538551e-08,4.3932509574614505e-08,0
1007,2.75442083263318e-08,5.179339167366821e-08,0
1008,9.6273267802025e-09,3.84234732197975e-08,0
1009,2.4857965280699207e-09,2.4135803471930076e-08,0
1010,3.801829751524799e-10,1.672481702484752e-08,0
1011,1.0306470837995255e-10,1.5602035291620048e-08,0
1012,7.116177289472434e-10,1.6628982271052754e-08,0
1013,3.685015200767917e-09,1.882148479923208e-08,0
1014,1.0221960191770892e-08,3.46155398082291e-08,0
1015,2.40082436446396e-08,8.52697563553604e-08,0
1016,7.939016426149576e-08,1.634668357385042e-07,0
1017,2.930903923015559e-07,2.108106076984441e-07,0
1018,8.481076691014009e-07,1.8521233089859913e-07,0
1019,1.8043053964280368e-06,1.4152460357196327e-07,0
1020,2.9377596624946787e-06,5.360337505321216e-09,0
1021,3.6494325544359885e-06,-3.755425544359882e-07,0
1022,3.1876396681891205e-06,-6.436996681891204e-07,0
1023,1.7535691088963936e-06,-4.513091088963936e-07,1
