,R273H,max,diff,True
355,6.487046843680245e-08,1.1061684089567915e-06,1.2572353156319754e-07,0
356,1.839334169574048e-08,1.1061684089567915e-06,5.206715830425952e-08,0
357,8.118338673053117e-09,1.1061684089567915e-06,2.423356132694689e-08,0
358,2.9607214166306287e-08,1.1061684089567915e-06,1.770448583369371e-08,0
359,2.5890571002024005e-07,1.1061684089567915e-06,-1.0351710020240057e-08,0
360,1.662114727167098e-06,1.1061684089567915e-06,-1.4665472716709821e-07,0
361,7.156438952462144e-06,1.1061684089567915e-06,-2.952889524621438e-07,0
362,2.057616514298071e-05,1.1061684089567915e-06,2.7343485701929236e-07,0
363,4.0527627839650156e-05,1.1061684089567915e-06,1.4968721603498414e-06,0
364,5.6625889600656405e-05,1.1061684089567915e-06,9.358103993435961e-07,0
365,5.6918297679802736e-05,1.1061684089567915e-06,-1.8564976798027345e-06,0
366,4.0682162147288016e-05,1.1061684089567915e-06,-3.4502621472880173e-06,1
367,2.071491908000984e-05,1.1061684089567915e-06,-2.7017190800098413e-06,1
368,8.161518337778619e-06,1.1061684089567915e-06,-1.5474283377786185e-06,1
369,3.217428218783223e-06,1.1061684089567915e-06,-9.904382187832228e-07,1
370,1.6837743008323503e-06,1.1061684089567915e-06,-7.270523008323502e-07,1
371,1.0660046809230235e-06,1.1061684089567915e-06,-4.6559068092302346e-07,1
372,7.53878681120553e-07,1.1061684089567915e-06,-2.420506811205529e-07,0
373,8.5714831240401e-07,1.1061684089567915e-06,-1.9628531240401005e-07,0
374,2.044973839813205e-06,1.1061684089567915e-06,-5.276038398132051e-07,0
375,6.106288281628487e-06,1.1061684089567915e-06,-1.2852682816284873e-06,0
376,1.6042719322710463e-05,1.1061684089567915e-06,-1.8308193227104623e-06,0
377,3.294399651631001e-05,1.1061684089567915e-06,-9.772965163100077e-07,0
378,5.1326306671312107e-05,1.1061684089567915e-06,1.0446933286878973e-06,0
379,6.191350189783495e-05,1.1061684089567915e-06,2.1949981021650446e-06,0
380,5.929222528951725e-05,1.1061684089567915e-06,1.433174710482753e-06,0
381,4.416751165395477e-05,1.1061684089567915e-06,-1.0441165395477049e-07,0
382,2.380719448449381e-05,1.1061684089567915e-06,-7.525944844938102e-07,0
383,8.526212851677831e-06,1.1061684089567915e-06,-4.538128516778304e-07,0
384,5.927456128174068e-08,1.1061684089567915e-06,1.157464387182593e-07,0
385,4.1786440155103276e-08,1.1061684089567915e-06,1.0378655984489672e-07,0
386,1.725583371026743e-08,1.1061684089567915e-06,6.022736628973256e-08,0
387,4.3624656644499015e-09,1.1061684089567915e-06,2.7785034335550095e-08,0
388,8.759060084488718e-10,1.1061684089567915e-06,1.295079399155113e-08,0
389,1.6522995691047818e-09,1.1061684089567915e-06,8.379700430895219e-09,0
390,2.2250485130667958e-08,1.1061684089567915e-06,3.5385148693320426e-09,0
391,2.0855516024604706e-07,1.1061684089567915e-06,-4.320016024604707e-08,0
392,1.2291758014855608e-06,1.1061684089567915e-06,-2.408698014855607e-07,0
393,4.6026228003943196e-06,1.1061684089567915e-06,-5.891028003943201e-07,0
394,1.1285211495728518e-05,1.1061684089567915e-06,-7.344114957285186e-07,0
395,1.891216760993732e-05,1.1061684089567915e-06,-7.995676099373204e-07,0
396,2.2304890727692263e-05,1.1061684089567915e-06,-1.5641907276922598e-06,0
397,1.8413079740415874e-05,1.1061684089567915e-06,-2.3150797404158735e-06,1
398,1.0400758930279724e-05,1.1061684089567915e-06,-1.8430089302797241e-06,1
399,4.0667047063593735e-06,1.1061684089567915e-06,-8.775947063593736e-07,1
400,1.2448644090413478e-06,1.1061684089567915e-06,-3.429524090413479e-07,1
401,4.172962589803678e-07,1.1061684089567915e-06,-1.7381125898036774e-07,1
402,1.952015844528962e-07,1.1061684089567915e-06,-1.0419508445289621e-07,1
403,1.0635695696855665e-07,1.1061684089567915e-06,-5.108175696855665e-08,1
404,8.915104290294777e-08,1.1061684089567915e-06,-2.839854290294777e-08,0
405,2.2445295229997806e-07,1.1061684089567915e-06,-7.813995229997806e-08,0
406,8.406846179876217e-07,1.1061684089567915e-06,-2.718136179876217e-07,0
407,2.781514397849845e-06,1.1061684089567915e-06,-6.111443978498451e-07,0
408,7.189059680081897e-06,1.1061684089567915e-06,-8.28579680081897e-07,0
409,1.3822269593753531e-05,1.1061684089567915e-06,-5.418695937535323e-07,0
410,1.9797801042155093e-05,1.1061684089567915e-06,-4.301042155093718e-09,0
411,2.1783650206202066e-05,1.1061684089567915e-06,2.7049793797935117e-08,0
412,1.8639999104280874e-05,1.1061684089567915e-06,-4.451991042808733e-07,0
413,1.195590203443627e-05,1.1061684089567915e-06,-6.647020344362712e-07,0
414,5.354325410984525e-06,1.1061684089567915e-06,-3.8824541098452516e-07,0
415,1.5599903961397268e-06,1.1061684089567915e-06,-8.901039613972691e-08,0
416,2.0839358351456064e-09,1.1061684089567915e-06,1.633366416485439e-08,0
417,1.5609354306785355e-09,1.1061684089567915e-06,1.1829464569321465e-08,0
418,6.520680917998864e-10,1.1061684089567915e-06,5.926861908200114e-09,0
419,1.4399872173620256e-10,1.1061684089567915e-06,2.852061278263797e-09,0
420,5.83652245497239e-11,1.1061684089567915e-06,2.021554775450276e-09,0
421,9.937656613679566e-10,1.1061684089567915e-06,2.3219443386320433e-09,0
422,1.3728287327934115e-08,1.1061684089567915e-06,-2.5066873279341144e-09,0
423,1.1184189253731433e-07,1.1061684089567915e-06,-4.311379253731433e-08,1
424,5.452543762443829e-07,1.1061684089567915e-06,-1.8689137624438284e-07,1
425,1.6522328869791262e-06,1.1061684089567915e-06,-4.195728869791261e-07,1
426,3.3128685978984267e-06,1.1061684089567915e-06,-5.876385978984269e-07,0
427,4.634491158623011e-06,1.1061684089567915e-06,-7.365611586230111e-07,0
428,4.558222207709893e-06,1.1061684089567915e-06,-9.023822077098928e-07,0
429,3.0606157263401727e-06,1.1061684089567915e-06,-7.840757263401723e-07,1
430,1.3708737225049842e-06,1.1061684089567915e-06,-4.1651272250498425e-07,1
431,4.215008250166525e-07,1.1061684089567915e-06,-1.4289482501665247e-07,1
432,1.0135080514455377e-07,1.1061684089567915e-06,-4.005570514455377e-08,1
433,2.5710067461499265e-08,1.1061684089567915e-06,-1.2643667461499266e-08,1
434,8.618860864161607e-09,1.1061684089567915e-06,-3.712370864161607e-09,0
435,4.312906183935039e-09,1.1061684089567915e-06,-4.366461839350389e-10,0
436,1.1830012836022256e-08,1.1061684089567915e-06,-3.778582836022256e-09,0
437,6.548506759102948e-08,1.1061684089567915e-06,-2.665356759102948e-08,0
438,2.7880700286041816e-07,1.1061684089567915e-06,-8.730700286041817e-08,0
439,8.708155564524172e-07,1.1061684089567915e-06,-1.5981855645241725e-07,0
440,2.005535135523178e-06,1.1061684089567915e-06,-1.55395135523178e-07,0
441,3.373446251000344e-06,1.1061684089567915e-06,-1.694625100034385e-08,0
442,4.245339305333292e-06,1.1061684089567915e-06,9.526069466670863e-08,0
443,4.1232676957992165e-06,1.1061684089567915e-06,-1.997695799217032e-09,0
444,3.041328931245632e-06,1.1061684089567915e-06,-1.3305893124563218e-07,0
445,1.6130718195776591e-06,1.1061684089567915e-06,-1.1334181957765933e-07,0
446,5.82369575094649e-07,1.1061684089567915e-06,-3.536057509464909e-08,0
447,1.3701543508432846e-07,1.1061684089567915e-06,3.9556491567152663e-10,0
448,2.883341768004353e-11,1.1061684089567915e-06,6.866065823199565e-10,0
449,2.0786584301965775e-11,1.1061684089567915e-06,4.033284156980342e-10,0
450,7.456138930767109e-12,1.1061684089567915e-06,1.8431186106923291e-10,0
451,1.7387667001550035e-12,1.1061684089567915e-06,1.18066233299845e-10,0
452,1.8686823261389487e-11,1.1061684089567915e-06,2.1946017673861054e-10,0
453,4.1881702454892563e-10,1.1061684089567915e-06,3.2169597545107435e-10,0
454,5.1396624270156625e-09,1.1061684089567915e-06,-1.7206024270156625e-09,0
455,3.467868481415547e-08,1.1061684089567915e-06,-1.631288481415547e-08,1
456,1.3343792868357895e-07,1.1061684089567915e-06,-5.847072868357895e-08,1
457,3.159408739567273e-07,1.1061684089567915e-06,-1.0674387395672732e-07,1
458,5.071720470104197e-07,1.1061684089567915e-06,-1.2314704701041964e-07,0
459,5.838088497801146e-07,1.1061684089567915e-06,-1.2605084978011465e-07,0
460,4.7245553582412996e-07,1.1061684089567915e-06,-1.1651953582412991e-07,0
461,2.5452201338003767e-07,1.1061684089567915e-06,-7.292401338003766e-08,0
462,8.882463545888031e-08,1.1061684089567915e-06,-2.6879835458880308e-08,0
463,2.079522276666425e-08,1.1061684089567915e-06,-6.027022766664251e-09,0
464,3.621929860976098e-09,1.1061684089567915e-06,-1.0608998609760977e-09,0
465,5.794970419543463e-10,1.1061684089567915e-06,-1.1718004195434637e-10,0
466,1.2502022255118478e-10,1.1061684089567915e-06,1.1869977744881523e-10,0
467,2.8740586353045835e-10,1.1061684089567915e-06,2.2345136469541645e-11,0
468,2.9124604512998492e-09,1.1061684089567915e-06,-1.1989504512998492e-09,0
469,1.9180525734960935e-08,1.1061684089567915e-06,-7.683125734960935e-09,0
470,7.874922633651526e-08,1.1061684089567915e-06,-2.4754026336515257e-08,0
471,2.137823316718714e-07,1.1061684089567915e-06,-4.2960331671871396e-08,0
472,4.010750791521357e-07,1.1061684089567915e-06,-3.393307915213573e-08,0
473,5.39042212812276e-07,1.1061684089567915e-06,1.0201787187724043e-08,0
474,5.469636655023474e-07,1.1061684089567915e-06,4.2824334497652616e-08,0
475,4.341979562139453e-07,1.1061684089567915e-06,2.989704378605472e-08,0
476,2.5941518885124444e-07,1.1061684089567915e-06,7.97081114875557e-09,0
477,1.0768859306550667e-07,1.1061684089567915e-06,3.342406934493329e-09,0
478,2.9735440618818193e-08,1.1061684089567915e-06,3.1917593811818056e-09,0
479,5.416337637454029e-09,1.1061684089567915e-06,1.5156123625459714e-09,0
480,1.1759913615129643e-13,1.1061684089567915e-06,7.146860863848704e-12,0
481,1.813792120502292e-13,1.1061684089567915e-06,3.225450787949771e-12,0
482,8.296413248100247e-13,1.1061684089567915e-06,9.82068675189975e-13,0
483,2.792800503835889e-12,1.1061684089567915e-06,1.4413794961641112e-12,0
484,9.174122800950903e-12,1.1061684089567915e-06,1.3863477199049096e-11,0
485,1.0105670840663691e-10,1.1061684089567915e-06,5.845529159336308e-11,0
486,1.0022049518576111e-09,1.1061684089567915e-06,-2.4955951857611326e-11,0
487,5.4343397331098785e-09,1.1061684089567915e-06,-1.3824497331098791e-09,0
488,1.6337783480107814e-08,1.1061684089567915e-06,-4.516983480107815e-09,0
489,2.9548208361789064e-08,1.1061684089567915e-06,-3.5250083617890628e-09,0
490,3.601274048775493e-08,1.1061684089567915e-06,4.795859512245064e-09,0
491,3.2018705943307346e-08,1.1061684089567915e-06,1.012639405669265e-08,0
492,2.038603961486141e-08,1.1061684089567915e-06,7.917260385138593e-09,0
493,8.566608125225414e-09,1.1061684089567915e-06,4.329491874774588e-09,0
494,2.242545978061393e-09,1.1061684089567915e-06,2.042604021938607e-09,0
495,3.7038904615030123e-10,1.1061684089567915e-06,6.509209538496988e-10,0
496,4.2048990570663844e-11,1.1061684089567915e-06,1.1084200942933617e-10,0
497,6.398128082317082e-12,1.1061684089567915e-06,1.3199571917682917e-11,0
498,2.698750138889015e-11,1.1061684089567915e-06,-1.197970138889015e-11,0
499,2.518723656754871e-10,1.1061684089567915e-06,-1.6717826567548707e-10,1
500,2.122311539675283e-09,1.1061684089567915e-06,-1.4263535396752828e-09,1
501,1.1131927916437573e-08,1.1061684089567915e-06,-7.260217916437573e-09,1
502,3.203773785154591e-08,1.1061684089567915e-06,-1.7925537851545908e-08,1
503,5.464817439765699e-08,1.1061684089567915e-06,-2.0350074397656992e-08,1
504,6.600562473073937e-08,1.1061684089567915e-06,-8.958224730739372e-09,0
505,6.352219399249064e-08,1.1061684089567915e-06,3.4275060075093613e-09,0
506,4.8149681322315166e-08,1.1061684089567915e-06,9.150518677684828e-09,0
507,2.8327752065102202e-08,1.1061684089567915e-06,7.684347934897795e-09,0
508,1.2314933420487297e-08,1.1061684089567915e-06,3.803766579512704e-09,0
509,3.529846908397931e-09,1.1061684089567915e-06,1.5470730916020698e-09,0
510,6.318157157084553e-10,1.1061684089567915e-06,5.513442842915448e-10,0
511,7.415840415570604e-11,1.1061684089567915e-06,1.3309159584429397e-10,0
512,2.5671292098987308e-12,1.1061684089567915e-06,5.748207901012692e-13,0
513,2.4962333099226612e-11,1.1061684089567915e-06,-8.086633099226612e-12,0
514,1.251783962824713e-10,1.1061684089567915e-06,-6.79115962824713e-11,0
515,3.1351617956556305e-10,1.1061684089567915e-06,-1.7476817956556305e-10,0
516,4.007561499346477e-10,1.1061684089567915e-06,-1.3876314993464773e-10,0
517,2.866715889787088e-10,1.1061684089567915e-06,1.9418041102129117e-10,0
518,1.8132113343104969e-10,1.1061684089567915e-06,1.3188488665689505e-09,0
519,3.1812210892386886e-10,1.1061684089567915e-06,4.548917891076131e-09,0
520,6.833278008075026e-10,1.1061684089567915e-06,9.199712199192499e-09,0
521,9.218000685322735e-10,1.1061684089567915e-06,1.1908699931467727e-08,0
522,8.209534557069105e-10,1.1061684089567915e-06,1.0308346544293088e-08,0
523,5.427128080204344e-10,1.1061684089567915e-06,5.746107191979566e-09,0
524,2.660253665487297e-10,1.1061684089567915e-06,2.28021463345127e-09,0
525,8.649309682998784e-11,1.1061684089567915e-06,8.760919031700121e-10,0
526,1.8283886665455553e-11,1.1061684089567915e-06,3.177741133345445e-10,0
527,1.2501565219443624e-11,1.1061684089567915e-06,9.046543478055638e-11,0
528,4.8006824509279884e-11,1.1061684089567915e-06,7.277217549072011e-11,0
529,2.3196596735923183e-10,1.1061684089567915e-06,3.4526032640768165e-11,0
530,1.175346599290763e-09,1.1061684089567915e-06,-6.934985992907629e-10,0
531,3.965714907898146e-09,1.1061684089567915e-06,-2.601354907898146e-09,1
532,9.17763281568369e-09,1.1061684089567915e-06,-4.44913281568369e-09,0
533,1.7655813554512636e-08,1.1061684089567915e-06,-6.656413554512636e-09,0
534,2.5543160524587906e-08,1.1061684089567915e-06,-9.362660524587906e-09,0
535,2.2797797314227463e-08,1.1061684089567915e-06,-5.328897314227463e-09,0
536,1.2425299353796531e-08,1.1061684089567915e-06,3.1272006462034684e-09,0
537,5.05182112592029e-09,1.1061684089567915e-06,6.295278874079711e-09,0
538,2.037405477216421e-09,1.1061684089567915e-06,4.327744522783579e-09,1
539,8.297686967633093e-10,1.1061684089567915e-06,1.6928513032366903e-09,0
540,2.6733355767554626e-10,1.1061684089567915e-06,4.2705644232445376e-10,0
541,5.362262066558e-11,1.1061684089567915e-06,8.973737933442001e-11,0
542,6.39487790990987e-12,1.1061684089567915e-06,1.909142209009013e-11,0
543,9.171422743869416e-13,1.1061684089567915e-06,4.0018077256130586e-12,0
544,2.101437022659277e-10,1.1061684089567915e-06,8.16302977340723e-11,0
545,1.1931363221198776e-09,1.1061684089567915e-06,-9.719632211987757e-11,0
546,4.1418552312457006e-09,1.1061684089567915e-06,-1.4697852312457003e-09,0
547,8.190198294550135e-09,1.1061684089567915e-06,-3.677008294550135e-09,0
548,9.345227629660354e-09,1.1061684089567915e-06,-3.973027629660354e-09,0
549,6.5116836160614966e-09,1.1061684089567915e-06,-1.3405636160614967e-09,0
550,2.802470601221916e-09,1.1061684089567915e-06,4.050559398778083e-09,0
551,7.125694793685384e-10,1.1061684089567915e-06,1.176833052063146e-08,0
552,1.0844091742832584e-10,1.1061684089567915e-06,1.6952759082571676e-08,0
553,1.5851189785128705e-11,1.1061684089567915e-06,1.5042248810214873e-08,0
554,7.394044102434247e-12,1.1061684089567915e-06,8.529025955897565e-09,0
555,7.386043819111357e-12,1.1061684089567915e-06,3.0343239561808887e-09,0
556,8.460781094811011e-12,1.1061684089567915e-06,7.594692189051889e-10,0
557,2.404202763579684e-11,1.1061684089567915e-06,3.6400497236420316e-10,0
558,1.7071802538481897e-10,1.1061684089567915e-06,5.545589746151809e-10,0
559,8.975498501625592e-10,1.1061684089567915e-06,1.115370149837441e-09,0
560,2.9211587493580473e-09,1.1061684089567915e-06,2.0148212506419524e-09,0
561,8.384536785797332e-09,1.1061684089567915e-06,4.37703214202668e-10,0
562,2.5926798017746964e-08,1.1061684089567915e-06,-1.1127998017746966e-08,0
563,6.281039841593973e-08,1.1061684089567915e-06,-3.0718198415939725e-08,1
564,1.0003192171823859e-07,1.1061684089567915e-06,-3.527202171823859e-08,0
565,1.0667573965285344e-07,1.1061684089567915e-06,-1.9410639652853425e-08,0
566,8.331741167534731e-08,1.1061684089567915e-06,-8.027911675347315e-09,0
567,4.9638688263264674e-08,1.1061684089567915e-06,-2.0733882632646686e-09,0
568,2.050358329603896e-08,1.1061684089567915e-06,6.163816703961045e-09,0
569,5.633129333017671e-09,1.1061684089567915e-06,8.584570666982329e-09,0
570,1.2668950800494952e-09,1.1061684089567915e-06,5.311124919950505e-09,0
571,2.655700744508133e-10,1.1061684089567915e-06,2.235869925549187e-09,0
572,7.203096146915433e-11,1.1061684089567915e-06,7.505700385308459e-10,0
573,7.827865955203534e-11,1.1061684089567915e-06,1.7854034044796465e-10,0
574,1.0727834475360413e-10,1.1061684089567915e-06,5.3259655246395824e-11,0
575,9.481678551731976e-11,1.1061684089567915e-06,7.070721448268023e-11,0
576,6.145000538414844e-09,1.1061684089567915e-06,8.496194615851563e-10,0
577,1.907846640107859e-08,1.1061684089567915e-06,2.0105335989214102e-09,0
578,4.2333463250188987e-08,1.1061684089567915e-06,-3.972632501889832e-10,0
579,6.761647687562119e-08,1.1061684089567915e-06,-1.0601876875621187e-08,0
580,7.416552352334675e-08,1.1061684089567915e-06,-1.9717923523346755e-08,0
581,5.2932660974363704e-08,1.1061684089567915e-06,-1.1463960974363708e-08,0
582,2.3148477111512053e-08,1.1061684089567915e-06,9.835322888487949e-09,0
583,5.994248362414974e-09,1.1061684089567915e-06,2.5674551637585025e-08,0
584,9.532486634706987e-10,1.1061684089567915e-06,2.8260351336529302e-08,0
585,1.942662222739603e-10,1.1061684089567915e-06,2.1246633777726042e-08,0
586,3.125168780819925e-10,1.1061684089567915e-06,1.1899383121918007e-08,0
587,5.786629873724277e-10,1.1061684089567915e-06,5.564107012627573e-09,0
588,9.497730431907415e-10,1.1061684089567915e-06,4.010996956809259e-09,0
589,2.091764624605975e-09,1.1061684089567915e-06,6.692555375394025e-09,0
590,7.143402096186751e-09,1.1061684089567915e-06,1.3534197903813249e-08,0
591,2.488415358857232e-08,1.1061684089567915e-06,2.2213646411427685e-08,0
592,6.821680018134638e-08,1.1061684089567915e-06,2.0214699818653617e-08,0
593,1.636975708714803e-07,1.1061684089567915e-06,-2.5161570871480303e-08,0
594,3.561234749474394e-07,1.1061684089567915e-06,-1.3301847494743937e-07,0
595,6.108577698747957e-07,1.1061684089567915e-06,-2.3127076987479569e-07,1
596,7.343635374225987e-07,1.1061684089567915e-06,-2.1308853742259876e-07,0
597,5.88642590494535e-07,1.1061684089567915e-06,-1.0038159049453505e-07,0
598,3.218009927144452e-07,1.1061684089567915e-06,-1.3904992714445228e-08,0
599,1.3227907653416966e-07,1.1061684089567915e-06,1.5406923465830334e-08,0
600,5.010265541264636e-08,1.1061684089567915e-06,1.8501344587353635e-08,0
601,2.1067870707071634e-08,1.1061684089567915e-06,1.436012929292837e-08,0
602,7.753144948398998e-09,1.1061684089567915e-06,1.1127455051601e-08,0
603,2.787291843104698e-09,1.1061684089567915e-06,6.444468156895301e-09,0
604,2.792144684060516e-09,1.1061684089567915e-06,1.2934453159394843e-09,0
605,4.2499899554944654e-09,1.1061684089567915e-06,-1.2955599554944653e-09,0
606,5.227288377575041e-09,1.1061684089567915e-06,-1.1518683775750413e-09,0
607,4.345103667423346e-09,1.1061684089567915e-06,1.5580633257665323e-10,0
608,7.121371452499732e-08,1.1061684089567915e-06,1.1122085475002672e-08,0
609,1.5678477571679185e-07,1.1061684089567915e-06,6.258522428320816e-08,0
610,2.500193249696711e-07,1.1061684089567915e-06,1.258026750303289e-07,1
611,3.210380040647339e-07,1.1061684089567915e-06,1.1256399593526608e-07,0
612,3.1359254450135224e-07,1.1061684089567915e-06,4.457545549864774e-08,0
613,2.091275584654277e-07,1.1061684089567915e-06,2.545644153457231e-08,0
614,8.914976429714211e-08,1.1061684089567915e-06,5.0072235702857887e-08,0
615,2.4376943854132525e-08,1.1061684089567915e-06,6.082035614586748e-08,0
616,5.348771872877937e-09,1.1061684089567915e-06,4.9005628127122066e-08,0
617,3.7000832605270856e-09,1.1061684089567915e-06,3.1619816739472914e-08,0
618,8.39002102486991e-09,1.1061684089567915e-06,1.967177897513009e-08,0
619,1.7488978775534613e-08,1.1061684089567915e-06,1.7840221224465383e-08,0
620,3.3396939856994453e-08,1.1061684089567915e-06,3.087576014300555e-08,0
621,6.722077758556964e-08,1.1061684089567915e-06,6.697922241443036e-08,0
622,1.5524364567321127e-07,1.1061684089567915e-06,1.1916135432678873e-07,0
623,3.664486187745946e-07,1.1061684089567915e-06,1.3646438122540542e-07,0
624,7.840583672083581e-07,1.1061684089567915e-06,1.4443632791641872e-08,0
625,1.484194108329133e-06,1.1061684089567915e-06,-3.3566410832913313e-07,0
626,2.375020071484753e-06,1.1061684089567915e-06,-7.40030071484753e-07,1
627,2.9831219141710858e-06,1.1061684089567915e-06,-8.411819141710858e-07,0
628,2.747081325636584e-06,1.1061684089567915e-06,-5.860113256365841e-07,0
629,1.7826364246809875e-06,1.1061684089567915e-06,-2.620564246809875e-07,0
630,8.35494198041056e-07,1.1061684089567915e-06,-7.136619804105596e-08,0
631,3.179766819010715e-07,1.1061684089567915e-06,1.681431809892852e-08,0
632,1.2306692275631197e-07,1.1061684089567915e-06,4.6204077243688013e-08,0
633,5.172275043449583e-08,1.1061684089567915e-06,5.0741249565504164e-08,0
634,2.486849907866111e-08,1.1061684089567915e-06,3.905230092133889e-08,0
635,2.7182850367128522e-08,1.1061684089567915e-06,9.838749632871475e-09,0
636,4.490129121764298e-08,1.1061684089567915e-06,-1.825089121764298e-08,0
637,6.928687500660511e-08,1.1061684089567915e-06,-3.1904975006605105e-08,0
638,8.411302167518119e-08,1.1061684089567915e-06,-2.6732621675181192e-08,0
639,6.957698484980991e-08,1.1061684089567915e-06,-9.58628484980992e-09,0
640,3.702300582917581e-07,1.1061684089567915e-06,1.7498194170824188e-07,1
641,7.242838624164345e-07,1.1061684089567915e-06,5.070761375835656e-07,1
642,1.0356561934550698e-06,1.1061684089567915e-06,7.257038065449301e-07,1
643,1.1540054815893212e-06,1.1061684089567915e-06,5.548845184106788e-07,0
644,9.459629704769545e-07,1.1061684089567915e-06,2.6686702952304536e-07,0
645,5.307712628834349e-07,1.1061684089567915e-06,1.5642873711656502e-07,0
646,2.016383770924361e-07,1.1061684089567915e-06,1.431726229075639e-07,0
647,5.9557298994166776e-08,1.1061684089567915e-06,1.1265170100583322e-07,0
648,2.1795926767600128e-08,1.1061684089567915e-06,7.590417323239988e-08,0
649,2.6197276760877472e-08,1.1061684089567915e-06,5.5225323239122536e-08,0
650,7.21112282996352e-08,1.1061684089567915e-06,5.4719771700364805e-08,0
651,1.7421204769219533e-07,1.1061684089567915e-06,8.933395230780466e-08,0
652,3.4968745604548825e-07,1.1061684089567915e-06,1.9171554395451174e-07,0
653,6.836320659195803e-07,1.1061684089567915e-06,3.5206793408041956e-07,0
654,1.360880064856532e-06,1.1061684089567915e-06,4.436399351434679e-07,0
655,2.5692678810843217e-06,1.1061684089567915e-06,2.5707211891567853e-07,0
656,4.3155482927698105e-06,1.1061684089567915e-06,-3.869582927698104e-07,0
657,6.241991266110984e-06,1.1061684089567915e-06,-1.3290012661109838e-06,0
658,7.5089148914055265e-06,1.1061684089567915e-06,-1.8342348914055261e-06,1
659,7.1991249888363635e-06,1.1061684089567915e-06,-1.4933049888363633e-06,0
660,5.267920027844744e-06,1.1061684089567915e-06,-8.342800278447437e-07,0
661,2.8739013115686906e-06,1.1061684089567915e-06,-3.6945131156869083e-07,0
662,1.2055735250672457e-06,1.1061684089567915e-06,-7.727352506724561e-08,0
663,4.2823743525015995e-07,1.1061684089567915e-06,1.202905647498401e-07,0
664,1.643853436540136e-07,1.1061684089567915e-06,1.8444665634598644e-07,0
665,9.709801572828193e-08,1.1061684089567915e-06,1.5790598427171806e-07,0
666,1.0419243945023674e-07,1.1061684089567915e-06,8.243156054976328e-08,0
667,1.7087410919862197e-07,1.1061684089567915e-06,-2.7908109198621986e-08,0
668,3.183119787650818e-07,1.1061684089567915e-06,-1.468129787650818e-07,0
669,5.146209526859908e-07,1.1061684089567915e-06,-2.183739526859908e-07,0
670,6.004308985960054e-07,1.1061684089567915e-06,-1.8575389859600535e-07,0
671,4.542227406223911e-07,1.1061684089567915e-06,-8.737574062239111e-08,0
672,9.325435223992405e-07,1.1061684089567915e-06,7.667964776007597e-07,1
673,1.738536860433358e-06,1.1061684089567915e-06,1.477163139566642e-06,1
674,2.362582870709466e-06,1.1061684089567915e-06,1.5261771292905338e-06,1
675,2.3601699935870067e-06,1.1061684089567915e-06,9.020200064129933e-07,0
676,1.6551758297570587e-06,1.1061684089567915e-06,3.8802417024294106e-07,0
677,7.960470816965991e-07,1.1061684089567915e-06,2.400029183034009e-07,0
678,2.851433858218293e-07,1.1061684089567915e-06,1.8343261417817068e-07,0
679,1.0122512171098336e-07,1.1061684089567915e-06,1.1859787828901664e-07,0
680,5.124912144535367e-08,1.1061684089567915e-06,1.0110087855464631e-07,0
681,9.411978766765364e-08,1.1061684089567915e-06,1.3239321233234633e-07,0
682,2.984177626418283e-07,1.1061684089567915e-06,2.0603823735817166e-07,0
683,7.075849972921789e-07,1.1061684089567915e-06,3.9179500270782094e-07,0
684,1.3923423955171049e-06,1.1061684089567915e-06,7.651776044828954e-07,0
685,2.6443935226686584e-06,1.1061684089567915e-06,1.1470764773313416e-06,1
686,4.886040094900182e-06,1.1061684089567915e-06,1.0764399050998184e-06,0
687,8.19864197033128e-06,1.1061684089567915e-06,1.266180296687205e-07,0
688,1.1609634417043706e-05,1.1061684089567915e-06,-1.5536344170437065e-06,0
689,1.3392471603221554e-05,1.1061684089567915e-06,-2.900371603221553e-06,1
690,1.239977317898609e-05,1.1061684089567915e-06,-2.749503178986091e-06,1
691,9.113279683615954e-06,1.1061684089567915e-06,-1.5446696836159522e-06,0
692,5.290849976066414e-06,1.1061684089567915e-06,-6.074699760664142e-07,0
693,2.4639092667132057e-06,1.1061684089567915e-06,-1.9092926671320578e-07,0
694,9.776958215200115e-07,1.1061684089567915e-06,8.065417847998852e-08,0
695,3.950684588882169e-07,1.1061684089567915e-06,2.626925411117831e-07,0
696,2.382165294409718e-07,1.1061684089567915e-06,2.9411647055902824e-07,0
697,2.3992102685661496e-07,1.1061684089567915e-06,2.2276497314338505e-07,0
698,3.27721988329471e-07,1.1061684089567915e-06,7.102101167052893e-08,0
699,6.046590570777129e-07,1.1061684089567915e-06,-1.974040570777129e-07,0
700,1.2072993439530894e-06,1.1061684089567915e-06,-5.611633439530893e-07,1
701,1.8591551960961143e-06,1.1061684089567915e-06,-7.813351960961141e-07,0
702,1.914326001993109e-06,1.1061684089567915e-06,-6.256960019931091e-07,0
703,1.2415731150275246e-06,1.1061684089567915e-06,-2.716111150275246e-07,0
704,1.1630087814386766e-06,1.1061684089567915e-06,1.2464812185613235e-06,1
705,2.0641338476439635e-06,1.1061684089567915e-06,1.8897261523560358e-06,1
706,2.5836834407567447e-06,1.1061684089567915e-06,1.6988565592432556e-06,1
707,2.3191351949933714e-06,1.1061684089567915e-06,1.0119048050066288e-06,0
708,1.485553405270424e-06,1.1061684089567915e-06,4.890965947295762e-07,0
709,6.898014772201697e-07,1.1061684089567915e-06,2.5492952277983034e-07,0
