,I251L,max,diff,True
364,6.796440942151731e-05,1.076209015523905e-06,-1.0402709421517306e-05,1
365,6.198444014688771e-05,1.076209015523905e-06,-6.922640146887707e-06,1
366,3.989267990457191e-05,1.076209015523905e-06,-2.6607799045719115e-06,0
367,1.797977187985267e-05,1.076209015523905e-06,3.342812014732943e-08,0
368,5.782072793186305e-06,1.076209015523905e-06,8.320172068136952e-07,0
369,1.554075312889714e-06,1.076209015523905e-06,6.729146871102862e-07,1
370,5.774086118061509e-07,1.076209015523905e-06,3.793133881938492e-07,1
371,3.6168772870951643e-07,1.076209015523905e-06,2.3872627129048364e-07,0
372,2.656818574583461e-07,1.076209015523905e-06,2.4614614254165396e-07,1
373,3.123776013830374e-07,1.076209015523905e-06,3.4848539861696255e-07,0
374,1.003933659419319e-06,1.076209015523905e-06,5.134363405806808e-07,0
375,4.21472105024436e-06,1.076209015523905e-06,6.062989497556397e-07,0
376,1.3739075602629426e-05,1.076209015523905e-06,4.728243973705746e-07,0
377,3.157116860454662e-05,1.076209015523905e-06,3.9553139545338235e-07,0
378,5.1802262948985526e-05,1.076209015523905e-06,5.687370510144783e-07,0
379,6.364751493370631e-05,1.076209015523905e-06,4.6098506629369104e-07,0
380,6.037686148694345e-05,1.076209015523905e-06,3.4853851305655255e-07,0
381,4.309665878713866e-05,1.076209015523905e-06,9.664412128613416e-07,0
382,2.1701614221611538e-05,1.076209015523905e-06,1.3529857783884632e-06,0
383,7.216442486260522e-06,1.076209015523905e-06,8.559575137394787e-07,0
384,5.320216568811002e-08,1.076209015523905e-06,1.2181883431188997e-07,0
385,2.7847445078143555e-08,1.076209015523905e-06,1.1772555492185645e-07,0
386,7.906444543564475e-09,1.076209015523905e-06,6.957675545643551e-08,0
387,1.38732249722307e-09,1.076209015523905e-06,3.0760177502776926e-08,0
388,4.931857846188508e-10,1.076209015523905e-06,1.333351421538115e-08,0
389,4.833329225894843e-09,1.076209015523905e-06,5.198670774105157e-09,0
390,5.1644459154634434e-08,1.076209015523905e-06,-2.5855459154634434e-08,1
391,3.825458574072403e-07,1.076209015523905e-06,-2.1719085740724033e-07,1
392,1.9657758938488752e-06,1.076209015523905e-06,-9.774698938488752e-07,1
393,6.875197470552658e-06,1.076209015523905e-06,-2.8616774705526584e-06,1
394,1.6164520811222643e-05,1.076209015523905e-06,-5.613720811222644e-06,1
395,2.5653798348641668e-05,1.076209015523905e-06,-7.5411983486416675e-06,1
396,2.7792947695992517e-05,1.076209015523905e-06,-7.052247695992514e-06,1
397,2.0655693053946865e-05,1.076209015523905e-06,-4.557693053946864e-06,1
398,1.0473733564620006e-05,1.076209015523905e-06,-1.915983564620006e-06,1
399,3.611699046024569e-06,1.076209015523905e-06,-4.225890460245689e-07,0
400,8.785082751987511e-07,1.076209015523905e-06,2.3403724801248825e-08,0
401,1.8051027632599187e-07,1.076209015523905e-06,6.297472367400817e-08,0
402,5.0431571714369605e-08,1.076209015523905e-06,4.05749282856304e-08,0
403,2.4452548020334722e-08,1.076209015523905e-06,3.082265197966528e-08,0
404,2.28071285988175e-08,1.076209015523905e-06,3.79453714011825e-08,0
405,9.58522028833919e-08,1.076209015523905e-06,5.04607971166081e-08,0
406,5.725084164030795e-07,1.076209015523905e-06,-3.6374164030795224e-09,0
407,2.496509869620888e-06,1.076209015523905e-06,-3.261398696208881e-07,0
408,7.349221755643195e-06,1.076209015523905e-06,-9.887417556431948e-07,0
409,1.4742265850727954e-05,1.076209015523905e-06,-1.4618658507279553e-06,0
410,2.1059974389765244e-05,1.076209015523905e-06,-1.266474389765244e-06,0
411,2.2462082595709524e-05,1.076209015523905e-06,-6.51382595709523e-07,0
412,1.810987115788973e-05,1.076209015523905e-06,8.492884211026933e-08,0
413,1.0682237934250819e-05,1.076209015523905e-06,6.089620657491807e-07,0
414,4.366900789126647e-06,1.076209015523905e-06,5.991792108733527e-07,0
415,1.1694234296265176e-06,1.076209015523905e-06,3.0155657037348224e-07,0
416,1.8989129259428305e-09,1.076209015523905e-06,1.651868707405717e-08,0
417,7.408858577460838e-10,1.076209015523905e-06,1.2649514142253916e-08,0
418,1.541256137097892e-10,1.076209015523905e-06,6.424804386290211e-09,0
419,2.199247990923856e-11,1.076209015523905e-06,2.974067520090761e-09,0
420,1.0308324671762821e-10,1.076209015523905e-06,1.976836753282372e-09,0
421,1.7793366207434979e-09,1.076209015523905e-06,1.536373379256502e-09,0
422,2.0607100662044088e-08,1.076209015523905e-06,-9.385500662044086e-09,1
423,1.5601686427930316e-07,1.076209015523905e-06,-8.728876427930316e-08,1
424,7.622886684882061e-07,1.076209015523905e-06,-4.0392566848820613e-07,1
425,2.405171664314737e-06,1.076209015523905e-06,-1.172511664314737e-06,1
426,4.957760921490794e-06,1.076209015523905e-06,-2.2325309214907942e-06,1
427,6.786453397264565e-06,1.076209015523905e-06,-2.8885233972645653e-06,1
428,6.217564940080781e-06,1.076209015523905e-06,-2.5617249400807813e-06,1
429,3.7655328177610914e-06,1.076209015523905e-06,-1.488992817761091e-06,1
430,1.470651742664074e-06,1.076209015523905e-06,-5.162907426640742e-07,1
431,3.670459660828958e-07,1.076209015523905e-06,-8.843996608289578e-08,0
432,6.152682731697238e-08,1.076209015523905e-06,-2.317273169723821e-10,0
433,8.333291309129137e-09,1.076209015523905e-06,4.7331086908708625e-09,0
434,1.3786666092302499e-09,1.076209015523905e-06,3.5278233907697502e-09,0
435,6.269883586092813e-10,1.076209015523905e-06,3.249271641390719e-09,0
436,3.749587745069253e-09,1.076209015523905e-06,4.301842254930747e-09,0
437,3.6457702063942734e-08,1.076209015523905e-06,2.373797936057265e-09,0
438,2.3415708402984863e-07,1.076209015523905e-06,-4.2657084029848643e-08,0
439,9.315798390348656e-07,1.076209015523905e-06,-2.2058283903486563e-07,0
440,2.329408903473797e-06,1.076209015523905e-06,-4.79268903473797e-07,0
441,3.880018741681342e-06,1.076209015523905e-06,-5.235187416813417e-07,0
442,4.618587851640142e-06,1.076209015523905e-06,-2.7798785164014155e-07,0
443,4.087176449007861e-06,1.076209015523905e-06,3.409355099213808e-08,0
444,2.674647494328747e-06,1.076209015523905e-06,2.3362250567125284e-07,0
445,1.2532743390567939e-06,1.076209015523905e-06,2.464556609432059e-07,0
446,4.00386101294236e-07,1.076209015523905e-06,1.4662289870576395e-07,0
447,8.241097742061153e-08,1.076209015523905e-06,5.500002257938846e-08,0
448,1.6319665682962796e-11,1.076209015523905e-06,6.991203343170373e-10,0
449,4.428664494635998e-12,1.076209015523905e-06,4.1968633550536396e-10,0
450,6.46118877592849e-13,1.076209015523905e-06,1.9112188112240717e-10,0
451,9.494014667739116e-13,1.076209015523905e-06,1.188555985332261e-10,0
452,2.7614196545180968e-11,1.076209015523905e-06,2.1053280345481905e-10,0
453,5.115005244347788e-10,1.076209015523905e-06,2.2901247556522118e-10,0
454,5.821429466833324e-09,1.076209015523905e-06,-2.402369466833324e-09,0
455,4.1547404645849193e-08,1.076209015523905e-06,-2.3181604645849194e-08,1
456,1.8841634805912407e-07,1.076209015523905e-06,-1.1344914805912407e-07,1
457,5.453072494425057e-07,1.076209015523905e-06,-3.3611024944250575e-07,1
458,1.0082840961977342e-06,1.076209015523905e-06,-6.242590961977341e-07,1
459,1.1899501140568136e-06,1.076209015523905e-06,-7.321921140568136e-07,1
460,8.872523558689258e-07,1.076209015523905e-06,-5.313163558689258e-07,1
461,4.0815297601167133e-07,1.076209015523905e-06,-2.2655497601167132e-07,1
462,1.1294313561044284e-07,1.076209015523905e-06,-5.099833561044283e-08,0
463,1.877870686027914e-08,1.076209015523905e-06,-4.010506860279141e-09,0
464,1.968979493286827e-09,1.076209015523905e-06,5.920505067131733e-10,0
465,1.478509496399203e-10,1.076209015523905e-06,3.144660503600796e-10,0
466,1.286973100146954e-11,1.076209015523905e-06,2.3085026899853046e-10,0
467,6.878225657999167e-11,1.076209015523905e-06,2.4096874342000835e-10,0
468,1.2480581413472856e-09,1.076209015523905e-06,4.6545185865271437e-10,0
469,1.2744658237897734e-08,1.076209015523905e-06,-1.2472582378977338e-09,0
470,7.084665255986015e-08,1.076209015523905e-06,-1.6851452559860146e-08,0
471,2.2031943945693235e-07,1.076209015523905e-06,-4.949743945693236e-08,0
472,4.1280889702237736e-07,1.076209015523905e-06,-4.566689702237737e-08,0
473,5.236331408910034e-07,1.076209015523905e-06,2.5610859108996645e-08,0
474,4.959699610190703e-07,1.076209015523905e-06,9.381803898092975e-08,0
475,3.5613366870174585e-07,1.076209015523905e-06,1.0796133129825415e-07,0
476,1.8834883198532244e-07,1.076209015523905e-06,7.903716801467757e-08,0
477,7.048237104591732e-08,1.076209015523905e-06,4.054862895408268e-08,0
478,1.7464762004879272e-08,1.076209015523905e-06,1.5462437995120727e-08,0
479,2.6567962143135062e-09,1.076209015523905e-06,4.2751537856864944e-09,0
480,2.7424380905847515e-14,1.076209015523905e-06,7.237035619094153e-12,0
481,6.51972846814297e-15,1.076209015523905e-06,3.4003102715318573e-12,0
482,1.1317557161549785e-13,1.076209015523905e-06,1.698534428384502e-12,0
483,4.195926356561507e-12,1.076209015523905e-06,3.8253643438493845e-14,0
484,7.514247725912659e-11,1.076209015523905e-06,-5.210487725912659e-11,1
485,6.722785553192373e-10,1.076209015523905e-06,-5.127665553192373e-10,1
486,3.505317103091353e-09,1.076209015523905e-06,-2.528068103091353e-09,1
487,1.4774806783034581e-08,1.076209015523905e-06,-1.0722916783034581e-08,1
488,5.617454089058031e-08,1.076209015523905e-06,-4.435374089058031e-08,1
489,1.4794273087458247e-07,1.076209015523905e-06,-1.2191953087458247e-07,1
490,2.2991534738515702e-07,1.076209015523905e-06,-1.8910674738515703e-07,1
491,2.0690586464891146e-07,1.076209015523905e-06,-1.6476076464891146e-07,1
492,1.0929910349770824e-07,1.076209015523905e-06,-8.099580349770824e-08,1
493,3.3686490755013636e-08,1.076209015523905e-06,-2.0790390755013632e-08,1
494,5.899113432827644e-09,1.076209015523905e-06,-1.613963432827644e-09,0
495,5.788544281872865e-10,1.076209015523905e-06,4.4245557181271353e-10,0
496,3.292333298058213e-11,1.076209015523905e-06,1.199676670194179e-10,0
497,1.2157418622515842e-12,1.076209015523905e-06,1.8381958137748415e-11,0
498,8.808116682691623e-13,1.076209015523905e-06,1.412698833173084e-11,0
499,2.442307409659127e-11,1.076209015523905e-06,6.027102590340872e-11,0
500,3.71886952294062e-10,1.076209015523905e-06,3.2407104770593815e-10,0
501,2.90026218279422e-09,1.076209015523905e-06,9.7144781720578e-10,0
502,1.1653993464868884e-08,1.076209015523905e-06,2.4582065351311175e-09,0
503,2.5079654994766424e-08,1.076209015523905e-06,9.218445005233575e-09,0
504,3.223167426371681e-08,1.076209015523905e-06,2.4815725736283195e-08,1
505,2.989726187854362e-08,1.076209015523905e-06,3.705243812145638e-08,1
506,2.233869008747193e-08,1.076209015523905e-06,3.496150991252806e-08,1
507,1.2719725003522386e-08,1.076209015523905e-06,2.329237499647761e-08,1
508,5.2880105712839535e-09,1.076209015523905e-06,1.0830689428716048e-08,1
509,1.5605218948928307e-09,1.076209015523905e-06,3.51639810510717e-09,1
510,2.999508848610329e-10,1.076209015523905e-06,8.832091151389671e-10,0
511,3.382441481709005e-11,1.076209015523905e-06,1.7342558518290997e-10,0
512,2.315865222234764e-14,1.076209015523905e-06,3.1187913477776523e-12,0
513,3.2975961429074357e-13,1.076209015523905e-06,1.6545940385709256e-11,0
514,4.817722894186753e-12,1.076209015523905e-06,5.244907710581325e-11,0
515,8.643209736596822e-11,1.076209015523905e-06,5.2315902634031774e-11,0
516,9.743373578193362e-10,1.076209015523905e-06,-7.123443578193362e-10,1
517,5.468579608244107e-09,1.076209015523905e-06,-4.987727608244107e-09,1
518,1.591683934716483e-08,1.076209015523905e-06,-1.4416669347164829e-08,1
519,3.125464933933666e-08,1.076209015523905e-06,-2.638760933933666e-08,1
520,6.018352120222364e-08,1.076209015523905e-06,-5.0300481202223635e-08,1
521,1.0110367931522141e-07,1.076209015523905e-06,-8.82731793152214e-08,1
522,1.1161646023329758e-07,1.076209015523905e-06,-1.0048716023329759e-07,1
523,7.248286324694034e-08,1.076209015523905e-06,-6.619404324694035e-08,1
524,2.620992540514171e-08,1.076209015523905e-06,-2.366368540514171e-08,1
525,5.04960580768281e-09,1.076209015523905e-06,-4.08702080768281e-09,1
526,5.026297159073203e-10,1.076209015523905e-06,-1.665717159073202e-10,0
527,2.6279407043925558e-11,1.076209015523905e-06,7.668759295607446e-11,0
528,3.813632972184874e-12,1.076209015523905e-06,1.1696536702781512e-10,0
529,8.984545784970336e-12,1.076209015523905e-06,2.5750745421502965e-10,0
530,3.2146240854024854e-11,1.076209015523905e-06,4.497017591459752e-10,0
531,1.7004577689036283e-10,1.076209015523905e-06,1.1943142231096372e-09,0
532,6.139218053221557e-10,1.076209015523905e-06,4.114578194677844e-09,0
533,1.280837588353653e-09,1.076209015523905e-06,9.718562411646348e-09,0
534,1.6747083281043925e-09,1.076209015523905e-06,1.4505791671895608e-08,1
535,1.5091575238901573e-09,1.076209015523905e-06,1.5959742476109844e-08,1
536,1.0318363880010201e-09,1.076209015523905e-06,1.452066361199898e-08,1
537,6.42042909847595e-10,1.076209015523905e-06,1.0705057090152405e-08,1
538,3.5630827288952663e-10,1.076209015523905e-06,6.0088417271104726e-09,1
539,1.434800287862509e-10,1.076209015523905e-06,2.3791399712137488e-09,1
540,4.1318342430572174e-11,1.076209015523905e-06,6.530716575694278e-10,1
541,8.86229214931067e-12,1.076209015523905e-06,1.3449770785068935e-10,1
542,1.275095095051446e-12,1.076209015523905e-06,2.4211204904948554e-11,0
543,1.057109845573163e-13,1.076209015523905e-06,4.813239015442684e-12,0
544,1.157663321920692e-11,1.076209015523905e-06,2.8019736678079306e-10,0
545,9.401299042519308e-11,1.076209015523905e-06,1.001927009574807e-09,0
546,3.923408913182974e-10,1.076209015523905e-06,2.2797291086817027e-09,0
547,1.076555650895036e-09,1.076209015523905e-06,3.4366343491049638e-09,0
548,3.569352909481121e-09,1.076209015523905e-06,1.8028470905188791e-09,0
549,1.2936559822370311e-08,1.076209015523905e-06,-7.76543982237031e-09,1
550,3.393147972318336e-08,1.076209015523905e-06,-2.7078449723183363e-08,1
551,6.806683912077613e-08,1.076209015523905e-06,-5.5585939120776134e-08,1
552,1.0731616147912472e-07,1.076209015523905e-06,-9.025496147912472e-08,1
553,1.1718221506369906e-07,1.076209015523905e-06,-1.0212411506369906e-07,1
554,8.069926510477039e-08,1.076209015523905e-06,-7.216284510477038e-08,1
555,3.302926585032678e-08,1.076209015523905e-06,-2.998755585032678e-08,1
556,7.646203644144952e-09,1.076209015523905e-06,-6.878273644144952e-09,1
557,1.059111033980117e-09,1.076209015523905e-06,-6.71064033980117e-10,1
558,2.0389628726179498e-10,1.076209015523905e-06,5.213807127382049e-10,0
559,2.5167285618364357e-10,1.076209015523905e-06,1.7612471438163565e-09,0
560,6.237582160266056e-10,1.076209015523905e-06,4.312221783973394e-09,0
561,1.2536388348151687e-09,1.076209015523905e-06,7.568601165184832e-09,0
562,3.39965415490518e-09,1.076209015523905e-06,1.1399145845094818e-08,0
563,1.2110187753510356e-08,1.076209015523905e-06,1.998201224648965e-08,0
564,2.8647801761079752e-08,1.076209015523905e-06,3.611209823892025e-08,0
565,3.8400894243070716e-08,1.076209015523905e-06,4.88642057569293e-08,0
566,2.937857006470933e-08,1.076209015523905e-06,4.5910929935290664e-08,0
567,1.324295894950078e-08,1.076209015523905e-06,3.4322341050499225e-08,1
568,3.632969644481039e-09,1.076209015523905e-06,2.3034430355518966e-08,1
569,6.092424024485412e-10,1.076209015523905e-06,1.3608457597551458e-08,0
570,6.012145333359167e-11,1.076209015523905e-06,6.517898546666408e-09,0
571,3.4399087465900337e-12,1.076209015523905e-06,2.4980000912534103e-09,0
572,1.499423470864279e-13,1.076209015523905e-06,8.224510576529137e-10,0
573,1.51256395908705e-14,1.076209015523905e-06,2.5680387436040914e-10,0
574,4.652896304005696e-14,1.076209015523905e-06,1.6049147103695989e-10,0
575,2.3393139490636113e-13,1.076209015523905e-06,1.6529006860509362e-10,0
576,1.1846683658547554e-09,1.076209015523905e-06,5.809951634145245e-09,1
577,6.5296762218669634e-09,1.076209015523905e-06,1.4559323778133038e-08,1
578,1.8705971248031152e-08,1.076209015523905e-06,2.323022875196885e-08,1
579,2.985410209445428e-08,1.076209015523905e-06,2.716049790554572e-08,0
580,3.565721749403632e-08,1.076209015523905e-06,1.8790382505963677e-08,0
581,6.043420164157872e-08,1.076209015523905e-06,-1.896550164157873e-08,0
582,1.3151776658287172e-07,1.076209015523905e-06,-9.853396658287172e-08,1
583,2.302561383662315e-07,1.076209015523905e-06,-1.985873383662315e-07,1
584,2.6964658532594535e-07,1.076209015523905e-06,-2.4043298532594534e-07,1
585,1.9158416001296088e-07,1.076209015523905e-06,-1.7014326001296088e-07,1
586,8.161310664239032e-08,1.076209015523905e-06,-6.940120664239032e-08,1
587,2.637775520855399e-08,1.076209015523905e-06,-2.023498520855399e-08,1
588,1.2824320274071254e-08,1.076209015523905e-06,-7.863550274071253e-09,1
589,9.821775772676216e-09,1.076209015523905e-06,-1.0374557726762153e-09,0
590,9.378923534217628e-09,1.076209015523905e-06,1.1298676465782372e-08,0
591,1.5025175597739233e-08,1.076209015523905e-06,3.2072624402260775e-08,0
592,2.709475010898257e-08,1.076209015523905e-06,6.133674989101743e-08,0
593,4.2903968011707816e-08,1.076209015523905e-06,9.563203198829218e-08,0
594,9.709123343986804e-08,1.076209015523905e-06,1.2601376656013199e-07,0
595,2.4284059791651354e-07,1.076209015523905e-06,1.3674640208348645e-07,0
596,4.041891497230842e-07,1.076209015523905e-06,1.1708585027691575e-07,0
597,3.999716856518092e-07,1.076209015523905e-06,8.828931434819074e-08,0
598,2.3471094450066447e-07,1.076209015523905e-06,7.318505549933552e-08,0
599,8.355250872644473e-08,1.076209015523905e-06,6.413349127355526e-08,0
600,1.836201060238131e-08,1.076209015523905e-06,5.024198939761869e-08,0
601,2.4189405886216746e-09,1.076209015523905e-06,3.300905941137833e-08,0
602,1.7748499647186643e-10,1.076209015523905e-06,1.870311500352813e-08,0
603,6.756156849224751e-12,1.076209015523905e-06,9.225003843150774e-09,0
604,3.016116583432657e-13,1.076209015523905e-06,4.085288388341657e-09,0
605,2.7836022749888836e-12,1.076209015523905e-06,2.9516463977250113e-09,0
606,2.079531989735004e-11,1.076209015523905e-06,4.05462468010265e-09,0
607,7.284394206464064e-11,1.076209015523905e-06,4.428066057935359e-09,0
608,3.1536448998104545e-08,1.076209015523905e-06,5.079935100189545e-08,1
609,1.1830271388072796e-07,1.076209015523905e-06,1.0106728611927205e-07,1
610,2.48300572690401e-07,1.076209015523905e-06,1.2752142730959897e-07,1
611,3.1024535724553977e-07,1.076209015523905e-06,1.233566427544602e-07,0
612,2.8198983828846283e-07,1.076209015523905e-06,7.617816171153715e-08,0
613,3.05062131200533e-07,1.076209015523905e-06,-7.047813120053299e-08,0
614,4.5848451826138896e-07,1.076209015523905e-06,-3.1926251826138896e-07,1
615,6.114779362407477e-07,1.076209015523905e-06,-5.262806362407477e-07,1
616,5.735079881973155e-07,1.076209015523905e-06,-5.191535881973155e-07,1
617,3.9380344256249254e-07,1.076209015523905e-06,-3.5848354256249256e-07,1
618,2.681233803713881e-07,1.076209015523905e-06,-2.4006158037138806e-07,1
619,2.2658147115087123e-07,1.076209015523905e-06,-1.9125227115087123e-07,1
620,2.0191344932842808e-07,1.076209015523905e-06,-1.3764074932842808e-07,1
621,1.7615529110687235e-07,1.076209015523905e-06,-4.195529110687235e-08,0
622,1.9049814588163592e-07,1.076209015523905e-06,8.390685411836408e-08,0
623,2.7458575871051e-07,1.076209015523905e-06,2.2832724128949e-07,0
624,3.8075080074524813e-07,1.076209015523905e-06,4.177511992547519e-07,0
625,5.25485004592196e-07,1.076209015523905e-06,6.230449954078039e-07,0
626,9.496458288249901e-07,1.076209015523905e-06,6.853441711750099e-07,1
627,1.657675333449434e-06,1.076209015523905e-06,4.84264666550566e-07,0
628,1.981087320079766e-06,1.076209015523905e-06,1.7998267992023388e-07,0
629,1.4702948639619453e-06,1.076209015523905e-06,5.0285136038054696e-08,0
630,6.720852619592232e-07,1.076209015523905e-06,9.204273804077686e-08,0
631,1.906805043178988e-07,1.076209015523905e-06,1.4411049568210121e-07,0
632,3.2953004294051675e-08,1.076209015523905e-06,1.363179957059483e-07,0
633,3.279368213986231e-09,1.076209015523905e-06,9.918463178601376e-08,0
634,1.761317955008303e-10,1.076209015523905e-06,6.374466820449917e-08,0
635,6.155899468869875e-12,1.076209015523905e-06,3.7015444100531125e-08,0
636,2.9721289372485384e-11,1.076209015523905e-06,2.6620678710627516e-08,0
637,3.2221926252428496e-10,1.076209015523905e-06,3.705968073747572e-08,0
638,1.6485555548146244e-09,1.076209015523905e-06,5.573184444518537e-08,0
639,3.974661538149587e-09,1.076209015523905e-06,5.601603846185041e-08,0
640,2.8572920554646906e-07,1.076209015523905e-06,2.5948279445353094e-07,1
641,7.581760313423777e-07,1.076209015523905e-06,4.7318396865762246e-07,1
642,1.2115186230254782e-06,1.076209015523905e-06,5.498413769745217e-07,1
643,1.2350867359494707e-06,1.076209015523905e-06,4.7380326405052933e-07,0
644,9.368754734316105e-07,1.076209015523905e-06,2.759545265683894e-07,0
645,7.788593647838783e-07,1.076209015523905e-06,-9.165936478387837e-08,0
646,8.797063342847351e-07,1.076209015523905e-06,-5.348953342847352e-07,1
647,1.0033480478045444e-06,1.076209015523905e-06,-8.311390478045443e-07,1
648,1.0617826465883295e-06,1.076209015523905e-06,-9.640825465883294e-07,1
649,1.1652388668851488e-06,1.076209015523905e-06,-1.0838162668851488e-06,1
650,1.3041922175588505e-06,1.076209015523905e-06,-1.1773612175588505e-06,1
651,1.3623131829819755e-06,1.076209015523905e-06,-1.0987671829819756e-06,1
652,1.312585988821592e-06,1.076209015523905e-06,-7.71182988821592e-07,1
653,1.329365573459523e-06,1.076209015523905e-06,-2.936655734595232e-07,0
654,1.651183800983909e-06,1.076209015523905e-06,1.5333619901609087e-07,0
655,2.165314278791173e-06,1.076209015523905e-06,6.610257212088272e-07,0
656,2.538954941665155e-06,1.076209015523905e-06,1.389635058334845e-06,0
657,2.9704892743975837e-06,1.076209015523905e-06,1.9425007256024166e-06,1
658,3.963574483306904e-06,1.076209015523905e-06,1.7111055166930963e-06,1
659,4.870044355192579e-06,1.076209015523905e-06,8.357756448074213e-07,0
660,4.304133910804639e-06,1.076209015523905e-06,1.295060891953611e-07,0
661,2.499699225414783e-06,1.076209015523905e-06,4.75077458521664e-09,0
662,9.305782154252096e-07,1.076209015523905e-06,1.9772178457479048e-07,0
663,2.164115521921844e-07,1.076209015523905e-06,3.3211644780781565e-07,0
664,3.019087705143214e-08,1.076209015523905e-06,3.186411229485679e-07,0
665,2.4283960701661372e-09,1.076209015523905e-06,2.5257560392983385e-07,0
666,1.135147498642077e-10,1.076209015523905e-06,1.865104852501358e-07,0
667,6.920353735776635e-11,1.076209015523905e-06,1.428967964626422e-07,0
668,1.0148744143007414e-09,1.076209015523905e-06,1.7048412558569926e-07,1
669,7.522926052764922e-09,1.076209015523905e-06,2.8872407394723505e-07,0
670,2.6890189072633325e-08,1.076209015523905e-06,3.877868109273667e-07,0
671,4.645259111523973e-08,1.076209015523905e-06,3.203944088847603e-07,0
672,1.0223714461456557e-06,1.076209015523905e-06,6.769685538543445e-07,1
673,2.1083439906589983e-06,1.076209015523905e-06,1.1073560093410017e-06,1
674,2.711390205412468e-06,1.076209015523905e-06,1.1773697945875315e-06,1
675,2.3194202598878626e-06,1.076209015523905e-06,9.427697401121374e-07,0
676,1.518531808582347e-06,1.076209015523905e-06,5.246681914176528e-07,0
677,1.0526416757060265e-06,1.076209015523905e-06,-1.659167570602648e-08,0
678,1.015866357246133e-06,1.076209015523905e-06,-5.472903572461331e-07,1
679,1.2701843684158294e-06,1.076209015523905e-06,-1.0503613684158294e-06,1
680,1.7555799069449742e-06,1.076209015523905e-06,-1.6032299069449743e-06,1
681,2.3866392150064483e-06,1.076209015523905e-06,-2.1601262150064482e-06,1
682,2.9984492321996e-06,1.076209015523905e-06,-2.4939932321996e-06,1
683,3.4243511076042424e-06,1.076209015523905e-06,-2.3249711076042425e-06,1
684,3.833215558866872e-06,1.076209015523905e-06,-1.6756955588668718e-06,1
685,4.832911505495435e-06,1.076209015523905e-06,-1.041441505495435e-06,1
686,6.577779672266879e-06,1.076209015523905e-06,-6.152996722668784e-07,0
687,8.019816584792493e-06,1.076209015523905e-06,3.054434152075071e-07,0
688,8.379110724613071e-06,1.076209015523905e-06,1.676889275386929e-06,0
689,8.373645653065157e-06,1.076209015523905e-06,2.1184543469348435e-06,1
690,8.496982810067666e-06,1.076209015523905e-06,1.153287189932333e-06,0
691,7.607531637461958e-06,1.076209015523905e-06,-3.8921637461956724e-08,0
692,5.134996440520778e-06,1.076209015523905e-06,-4.516164405207774e-07,0
693,2.4207104485758043e-06,1.076209015523905e-06,-1.477304485758043e-07,0
694,7.62578186097862e-07,1.076209015523905e-06,2.9577181390213797e-07,0
695,1.553191288866191e-07,1.076209015523905e-06,5.024418711133809e-07,0
696,2.0378369288913112e-08,1.076209015523905e-06,5.119546307110869e-07,0
697,1.8403297182788365e-09,1.076209015523905e-06,4.6084567028172116e-07,0
698,1.8405523432194408e-10,1.076209015523905e-06,3.98558944765678e-07,0
699,1.076078776543032e-09,1.076209015523905e-06,4.0617892122345693e-07,0
700,1.0549038659564738e-08,1.076209015523905e-06,6.355869613404354e-07,1
701,5.361909099052291e-08,1.076209015523905e-06,1.0242009090094773e-06,1
702,1.396587597134705e-07,1.076209015523905e-06,1.1489712402865294e-06,1
703,1.8499431345851836e-07,1.076209015523905e-06,7.849676865414817e-07,1
704,1.6327400173053258e-06,1.076209015523905e-06,7.767499826946743e-07,0
705,2.7767076563520653e-06,1.076209015523905e-06,1.177152343647934e-06,0
706,3.0533368396423012e-06,1.076209015523905e-06,1.229203160357699e-06,0
707,2.357718638698335e-06,1.076209015523905e-06,9.733213613016652e-07,0
708,1.4697117944128084e-06,1.076209015523905e-06,5.049382055871918e-07,0
709,9.613746346300008e-07,1.076209015523905e-06,-1.6643634630000735e-08,0
710,8.810159717122368e-07,1.076209015523905e-06,-4.753789717122368e-07,1
711,1.1248221463412711e-06,1.076209015523905e-06,-9.132701463412712e-07,1
712,1.5953409800866248e-06,1.076209015523905e-06,-1.3703409800866248e-06,1
713,2.2950901465228174e-06,1.076209015523905e-06,-1.8353101465228173e-06,1
714,3.166144519320066e-06,1.076209015523905e-06,-2.1177945193200662e-06,1
715,4.211865134686648e-06,1.076209015523905e-06,-2.0293651346866485e-06,1
716,5.918531034353282e-06,1.076209015523905e-06,-1.8842510343532813e-06,1
717,8.878680427389929e-06,1.076209015523905e-06,-2.2114204273899276e-06,1
718,1.2300386040255451e-05,1.076209015523905e-06,-2.3629460402554524e-06,1
719,1.427077620410408e-05,1.076209015523905e-06,-1.403876204104079e-06,0
720,1.409402720692111e-05,1.076209015523905e-06,-3.2212720692110816e-07,0
721,1.2661288924310718e-05,1.076209015523905e-06,-4.6378892431071854e-07,0
722,1.0488994778853303e-05,1.076209015523905e-06,-1.2737847788533027e-06,1
723,7.358222658262707e-06,1.076209015523905e-06,-1.5107526582627073e-06,1
724,3.957197055711161e-06,1.076209015523905e-06,-9.725770557111613e-07,1
725,1.5317209454424787e-06,1.076209015523905e-06,-2.2160094544247864e-07,0
726,4.176474156603488e-07,1.076209015523905e-06,2.680975843396512e-07,0
727,8.511470187841997e-08,1.076209015523905e-06,4.6721629812158003e-07,0
728,1.5109195675636064e-08,1.076209015523905e-06,5.27939804324364e-07,0
