,P152L,max,diff,True
362,1.9634577725691168e-05,1.074837602992724e-06,1.2150222743088328e-06,0
363,3.756183187794184e-05,1.074837602992724e-06,4.462668122058159e-06,1
364,5.157575087769757e-05,1.074837602992724e-06,5.98594912230243e-06,1
365,5.014060749489225e-05,1.074837602992724e-06,4.92119250510775e-06,1
366,3.400860252181726e-05,1.074837602992724e-06,3.2232974781827385e-06,0
367,1.6276450793826667e-05,1.074837602992724e-06,1.7367492061733324e-06,0
368,5.90349643988963e-06,1.074837602992724e-06,7.1059356011037e-07,0
369,1.9978194087916275e-06,1.074837602992724e-06,2.2917059120837265e-07,0
370,8.706038705164793e-07,1.074837602992724e-06,8.611812948352073e-08,0
371,5.262751006835023e-07,1.074837602992724e-06,7.413889931649781e-08,0
372,4.121927325767565e-07,1.074837602992724e-06,9.963526742324356e-08,0
373,4.833461231259297e-07,1.074837602992724e-06,1.7751687687407025e-07,0
374,1.1472906303331327e-06,1.074837602992724e-06,3.700793696668672e-07,0
375,3.990146897541536e-06,1.074837602992724e-06,8.308731024584642e-07,0
376,1.2217810960366009e-05,1.074837602992724e-06,1.9940890396339913e-06,0
377,2.8317532711621577e-05,1.074837602992724e-06,3.6491672883784235e-06,1
378,4.864619251353878e-05,1.074837602992724e-06,3.724807486461221e-06,0
379,6.199818674795861e-05,1.074837602992724e-06,2.1103132520413904e-06,0
380,5.8421124877765296e-05,1.074837602992724e-06,2.304275122234704e-06,0
381,4.024773974644731e-05,1.074837602992724e-06,3.815360253552694e-06,1
382,1.9920579585755317e-05,1.074837602992724e-06,3.134020414244684e-06,1
383,6.827681884509472e-06,1.074837602992724e-06,1.2447181154905285e-06,0
384,3.6543817621184063e-08,1.074837602992724e-06,1.3847718237881593e-07,0
385,2.2745819707581882e-08,1.074837602992724e-06,1.2282718029241812e-07,0
386,8.285260735820145e-09,1.074837602992724e-06,6.919793926417985e-08,0
387,2.253540674987066e-09,1.074837602992724e-06,2.9893959325012934e-08,0
388,8.074564731799452e-10,1.074837602992724e-06,1.3019243526820055e-08,0
389,2.958439161963882e-09,1.074837602992724e-06,7.073560838036119e-09,0
390,2.8505594459618067e-08,1.074837602992724e-06,-2.7165944596180668e-09,0
391,2.008188744297144e-07,1.074837602992724e-06,-3.5463874429714424e-08,0
392,1.0062228216404798e-06,1.074837602992724e-06,-1.7916821640479728e-08,0
393,3.5866207090452355e-06,1.074837602992724e-06,4.2689929095476395e-07,0
394,9.00079647922514e-06,1.074837602992724e-06,1.5500035207748586e-06,1
395,1.5693799706401073e-05,1.074837602992724e-06,2.4188002935989274e-06,1
396,1.8621108637693e-05,1.074837602992724e-06,2.1195913623070043e-06,0
397,1.469019894716247e-05,1.074837602992724e-06,1.4078010528375304e-06,0
398,7.644891179573611e-06,1.074837602992724e-06,9.128588204263882e-07,0
399,2.712994112973236e-06,1.074837602992724e-06,4.761158870267638e-07,0
400,7.409774289607879e-07,1.074837602992724e-06,1.6093457103921197e-07,0
401,2.0182545838947466e-07,1.074837602992724e-06,4.165954161052538e-08,0
402,7.015742988017199e-08,1.074837602992724e-06,2.084907011982801e-08,0
403,3.651323623110254e-08,1.074837602992724e-06,1.8761963768897464e-08,0
404,4.465950567157438e-08,1.074837602992724e-06,1.609299432842562e-08,0
405,1.3953946895427398e-07,1.074837602992724e-06,6.7735310457260126e-09,0
406,6.169933377963937e-07,1.074837602992724e-06,-4.8122337796393656e-08,0
407,2.316209283337373e-06,1.074837602992724e-06,-1.4583928333737304e-07,0
408,6.424307140576859e-06,1.074837602992724e-06,-6.382714057685899e-08,0
409,1.3128242312778187e-05,1.074837602992724e-06,1.5215768722181202e-07,0
410,2.0111993672755804e-05,1.074837602992724e-06,-3.1849367275580445e-07,0
411,2.3048971757333954e-05,1.074837602992724e-06,-1.2382717573339525e-06,0
412,1.9173912476600136e-05,1.074837602992724e-06,-9.791124766001351e-07,0
413,1.1197557081493387e-05,1.074837602992724e-06,9.36429185066124e-08,0
414,4.534909464236817e-06,1.074837602992724e-06,4.311705357631832e-07,0
415,1.2576196073165804e-06,1.074837602992724e-06,2.1336039268341947e-07,0
416,8.799445254963734e-10,1.074837602992724e-06,1.7537655474503626e-08,0
417,3.977128120514485e-10,1.074837602992724e-06,1.2992687187948551e-08,0
418,1.0213074784753935e-10,1.074837602992724e-06,6.476799252152461e-09,0
419,2.1949820439903192e-11,1.074837602992724e-06,2.9741101795600964e-09,0
420,6.276213508746252e-11,1.074837602992724e-06,2.0171578649125376e-09,0
421,9.23756638915476e-10,1.074837602992724e-06,2.391953361084524e-09,0
422,9.16083136437279e-09,1.074837602992724e-06,2.0607686356272117e-09,0
423,6.196449573661035e-08,1.074837602992724e-06,6.763604263389646e-09,0
424,2.9713194574328806e-07,1.074837602992724e-06,6.123105425671195e-08,0
425,9.965632809091722e-07,1.074837602992724e-06,2.3609671909082778e-07,0
426,2.2619849037543282e-06,1.074837602992724e-06,4.632450962456715e-07,0
427,3.371247915243572e-06,1.074837602992724e-06,5.266820847564282e-07,0
428,3.22685959883975e-06,1.074837602992724e-06,4.2898040116025016e-07,0
429,1.962207935881009e-06,1.074837602992724e-06,3.1433206411899156e-07,0
430,7.632110813338581e-07,1.074837602992724e-06,1.9114991866614184e-07,0
431,1.986726338527145e-07,1.074837602992724e-06,7.993336614728554e-08,0
432,3.968912338292095e-08,1.074837602992724e-06,2.1605976617079047e-08,0
433,7.922364407858085e-09,1.074837602992724e-06,5.144035592141914e-09,0
434,2.0299027163655445e-09,1.074837602992724e-06,2.8765872836344556e-09,0
435,1.676494311736977e-09,1.074837602992724e-06,2.1997656882630235e-09,0
436,8.438604603795689e-09,1.074837602992724e-06,-3.8717460379568847e-10,0
437,5.297510865103388e-08,1.074837602992724e-06,-1.4143608651033882e-08,0
438,2.5605118683698145e-07,1.074837602992724e-06,-6.455118683698147e-08,0
439,8.647611956612274e-07,1.074837602992724e-06,-1.5376419566122742e-07,0
440,2.050376148292857e-06,1.074837602992724e-06,-2.0023614829285704e-07,0
441,3.5972084940215127e-06,1.074837602992724e-06,-2.407084940215127e-07,0
442,4.837121005522552e-06,1.074837602992724e-06,-4.965210055225517e-07,0
443,4.877909717742882e-06,1.074837602992724e-06,-7.566397177428823e-07,1
444,3.4582618096966074e-06,1.074837602992724e-06,-5.499918096966076e-07,0
445,1.6390675913835824e-06,1.074837602992724e-06,-1.3933759138358265e-07,0
446,5.180631034575432e-07,1.074837602992724e-06,2.8945896542456727e-08,0
447,1.1078281766951829e-07,1.074837602992724e-06,2.66281823304817e-08,0
448,4.807416240772392e-12,1.074837602992724e-06,7.106325837592276e-10,0
449,1.5455806999819248e-12,1.074837602992724e-06,4.2256941930001807e-10,0
450,2.913846736261693e-13,1.074837602992724e-06,1.9147661532637384e-10,0
451,5.146749730899792e-13,1.074837602992724e-06,1.1929032502691003e-10,0
452,1.0471134078674373e-11,1.074837602992724e-06,2.2767586592132565e-10,0
453,1.5514174493932942e-10,1.074837602992724e-06,5.853712550606705e-10,0
454,1.587940913374192e-09,1.074837602992724e-06,1.831119086625808e-09,0
455,1.1404043107145048e-08,1.074837602992724e-06,6.961756892854951e-09,0
456,5.4771734200272096e-08,1.074837602992724e-06,2.01954657997279e-08,0
457,1.6673962186729654e-07,1.074837602992724e-06,4.245737813270345e-08,0
458,3.1336271296048077e-07,1.074837602992724e-06,7.066228703951928e-08,0
459,3.6216390940921713e-07,1.074837602992724e-06,9.559409059078286e-08,0
460,2.600890959719134e-07,1.074837602992724e-06,9.584690402808665e-08,0
461,1.1882061789098868e-07,1.074837602992724e-06,6.277738210901133e-08,0
462,3.569092268474906e-08,1.074837602992724e-06,2.6253877315250948e-08,0
463,7.206873604912814e-09,1.074837602992724e-06,7.561326395087185e-09,0
464,1.001857473285635e-09,1.074837602992724e-06,1.5591725267143652e-09,0
465,1.1273051658987377e-10,1.074837602992724e-06,3.495864834101262e-10,0
466,2.7828520933646103e-11,1.074837602992724e-06,2.1589147906635392e-10,0
467,1.8500762582098253e-10,1.074837602992724e-06,1.2474337417901747e-10,0
468,1.8385219272707164e-09,1.074837602992724e-06,-1.250119272707164e-10,0
469,1.2946878915911522e-08,1.074837602992724e-06,-1.4494789159115213e-09,0
470,5.941555208765403e-08,1.074837602992724e-06,-5.420352087654031e-09,0
471,1.773028033899782e-07,1.074837602992724e-06,-6.4808033899781945e-09,0
472,3.736161977448195e-07,1.074837602992724e-06,-6.4741977448195315e-09,0
473,6.01313780785822e-07,1.074837602992724e-06,-5.2069780785821964e-08,0
474,7.403299749701666e-07,1.074837602992724e-06,-1.5054197497016653e-07,0
475,6.569191869979476e-07,1.074837602992724e-06,-1.9282418699794758e-07,1
476,3.8765589624215725e-07,1.074837602992724e-06,-1.2026989624215724e-07,1
477,1.4295275522119364e-07,1.074837602992724e-06,-3.192175522119364e-08,0
478,3.252257544300458e-08,1.074837602992724e-06,4.0462455699542136e-10,0
479,4.744769644976595e-09,1.074837602992724e-06,2.1871803550234054e-09,0
480,3.2183256040506657e-13,1.074837602992724e-06,6.9426274395949335e-12,0
481,1.630072425001405e-12,1.074837602992724e-06,1.7767575749985953e-12,0
482,5.847841947646058e-12,1.074837602992724e-06,-4.0361319476460584e-12,1
483,2.5712854138336914e-11,1.074837602992724e-06,-2.1478674138336913e-11,1
484,1.0265189624880587e-10,1.074837602992724e-06,-7.961429624880587e-11,1
485,2.344010004064552e-10,1.074837602992724e-06,-7.48890004064552e-11,0
486,3.847532941454275e-10,1.074837602992724e-06,5.924957058545723e-10,0
487,1.2958032993076387e-09,1.074837602992724e-06,2.7560867006923604e-09,0
488,5.4350253703866e-09,1.074837602992724e-06,6.3857746296133995e-09,0
489,1.4223780858871717e-08,1.074837602992724e-06,1.1799419141128285e-08,0
490,2.1391995540571542e-08,1.074837602992724e-06,1.9416604459428454e-08,0
491,1.858388222524588e-08,1.074837602992724e-06,2.3561217774754115e-08,0
492,9.594826897408756e-09,1.074837602992724e-06,1.8708473102591247e-08,0
493,3.160781944642305e-09,1.074837602992724e-06,9.735318055357697e-09,0
494,7.275967617131122e-10,1.074837602992724e-06,3.557553238286888e-09,0
495,1.1580593199717884e-10,1.074837602992724e-06,9.055040680028212e-10,0
496,1.1392413505476307e-11,1.074837602992724e-06,1.414985864945237e-10,0
497,9.77234498257812e-13,1.074837602992724e-06,1.8620465501742188e-11,0
498,6.182236832893657e-12,1.074837602992724e-06,8.825563167106343e-12,0
499,6.906505622672995e-11,1.074837602992724e-06,1.5629043773270045e-11,0
500,4.973492989338722e-10,1.074837602992724e-06,1.9860870106612796e-10,0
501,2.6287577455017877e-09,1.074837602992724e-06,1.2429522544982123e-09,0
502,9.939191832780412e-09,1.074837602992724e-06,4.17300816721959e-09,0
503,2.6397258985646853e-08,1.074837602992724e-06,7.900841014353147e-09,0
504,5.268027544965396e-08,1.074837602992724e-06,4.3671245503460406e-09,0
505,7.798211677585686e-08,1.074837602992724e-06,-1.1032416775856864e-08,0
506,8.046122489543545e-08,1.074837602992724e-06,-2.316102489543546e-08,1
507,5.6884120415177904e-08,1.074837602992724e-06,-2.0872020415177907e-08,1
508,2.6384515015019812e-08,1.074837602992724e-06,-1.0265815015019811e-08,1
509,7.337412356011378e-09,1.074837602992724e-06,-2.260492356011377e-09,0
510,1.1478437898286706e-09,1.074837602992724e-06,3.5316210171329484e-11,0
511,1.0230459778022964e-10,1.074837602992724e-06,1.0494540221977037e-10,0
512,6.184646559296077e-11,1.074837602992724e-06,-5.870451559296077e-11,1
513,2.3352900369491365e-10,1.074837602992724e-06,-2.1665330369491365e-10,1
514,5.608636409141706e-10,1.074837602992724e-06,-5.035968409141706e-10,1
515,1.3450615142248304e-09,1.074837602992724e-06,-1.2063135142248304e-09,1
516,3.207683955938251e-09,1.074837602992724e-06,-2.945690955938251e-09,1
517,4.794211824120587e-09,1.074837602992724e-06,-4.313359824120587e-09,1
518,3.6198342834939546e-09,1.074837602992724e-06,-2.1196642834939544e-09,0
519,1.3461459246912264e-09,1.074837602992724e-06,3.5208940753087728e-09,0
520,4.1579817831905765e-10,1.074837602992724e-06,9.467241821680944e-09,0
521,4.6373469963838653e-10,1.074837602992724e-06,1.2366765300361614e-08,0
522,5.550938307688683e-10,1.074837602992724e-06,1.0574206169231132e-08,0
523,3.730519138071118e-10,1.074837602992724e-06,5.915768086192888e-09,0
524,1.3762148952199252e-10,1.074837602992724e-06,2.408618510478007e-09,0
525,3.039046480821518e-11,1.074837602992724e-06,9.321945351917848e-10,0
526,4.7984839138134285e-12,1.074837602992724e-06,3.3125951608618664e-10,0
527,9.41245294815806e-13,1.074837602992724e-06,1.020257547051842e-10,0
528,3.2602468441056937e-12,1.074837602992724e-06,1.175187531558943e-10,0
529,3.4017325254486196e-11,1.074837602992724e-06,2.324746747455138e-10,0
530,3.1928199212330587e-10,1.074837602992724e-06,1.6256600787669416e-10,0
531,1.8194348273794842e-09,1.074837602992724e-06,-4.5507482737948414e-10,0
532,5.463029344430598e-09,1.074837602992724e-06,-7.34529344430598e-10,0
533,8.413840489529327e-09,1.074837602992724e-06,2.5855595104706732e-09,0
534,7.438210639542667e-09,1.074837602992724e-06,8.742289360457333e-09,0
535,6.2004844319347094e-09,1.074837602992724e-06,1.1268415568065292e-08,0
536,7.53410099721707e-09,1.074837602992724e-06,8.01839900278293e-09,0
537,7.888580014273022e-09,1.074837602992724e-06,3.4585199857269793e-09,0
538,5.170801806451962e-09,1.074837602992724e-06,1.1943481935480375e-09,0
539,2.203581985044935e-09,1.074837602992724e-06,3.1903801495506477e-10,0
540,6.586386343728284e-10,1.074837602992724e-06,3.5751365627171635e-11,0
541,1.3985734026459382e-10,1.074837602992724e-06,3.5026597354061944e-12,0
542,6.208429015214032e-11,1.074837602992724e-06,-3.6597990152140317e-11,0
543,8.654935645045611e-11,1.074837602992724e-06,-8.163040645045611e-11,1
544,2.7708850145814275e-09,1.074837602992724e-06,-2.4791110145814274e-09,1
545,7.874032245691803e-09,1.074837602992724e-06,-6.778092245691803e-09,1
546,1.4334666067391548e-08,1.074837602992724e-06,-1.1662596067391548e-08,1
547,2.1194735065147726e-08,1.074837602992724e-06,-1.6681545065147727e-08,1
548,2.6780996652968688e-08,1.074837602992724e-06,-2.1408796652968687e-08,1
549,2.3651623403966422e-08,1.074837602992724e-06,-1.8480503403966423e-08,1
550,1.1912602955643629e-08,1.074837602992724e-06,-5.059572955643629e-09,0
551,3.080260162865661e-09,1.074837602992724e-06,9.400639837134338e-09,0
552,3.944747958504708e-10,1.074837602992724e-06,1.666672520414953e-08,0
553,2.829595500008571e-11,1.074837602992724e-06,1.5029804044999916e-08,0
554,4.733934070716942e-12,1.074837602992724e-06,8.531686065929282e-09,0
555,2.122453169100884e-12,1.074837602992724e-06,3.0395875468308993e-09,0
556,7.762631586625189e-13,1.074837602992724e-06,7.671537368413374e-10,0
557,2.2790222641329367e-12,1.074837602992724e-06,3.857679777358671e-10,0
558,1.7647403736563802e-11,1.074837602992724e-06,7.076295962634361e-10,0
559,1.06298133840244e-10,1.074837602992724e-06,1.906621866159756e-09,0
560,5.41073493447565e-10,1.074837602992724e-06,4.394906506552435e-09,0
561,2.756078385930361e-09,1.074837602992724e-06,6.066161614069639e-09,0
562,1.2104924450037683e-08,1.074837602992724e-06,2.6938755499623153e-09,0
563,3.629223769139773e-08,1.074837602992724e-06,-4.200037691397724e-09,0
564,6.656920384612699e-08,1.074837602992724e-06,-1.809303846126993e-09,0
565,7.359187078016247e-08,1.074837602992724e-06,1.3673229219837544e-08,0
566,5.2715904687448866e-08,1.074837602992724e-06,2.2573595312551128e-08,0
567,2.7335396211256565e-08,1.074837602992724e-06,2.022990378874344e-08,0
568,1.032303457470697e-08,1.074837602992724e-06,1.6344365425293037e-08,0
569,2.800842699201471e-09,1.074837602992724e-06,1.1416857300798528e-08,0
570,9.602924934696406e-10,1.074837602992724e-06,5.6177275065303596e-09,0
571,6.217853835187833e-10,1.074837602992724e-06,1.8796546164812172e-09,0
572,4.780444442733434e-10,1.074837602992724e-06,3.445565557266567e-10,0
573,1.044493238176943e-09,1.074837602992724e-06,-7.87674238176943e-10,1
574,2.6694779730036066e-09,1.074837602992724e-06,-2.5089399730036064e-09,1
575,3.651317810779644e-09,1.074837602992724e-06,-3.485793810779644e-09,1
576,4.882016730033402e-08,1.074837602992724e-06,-4.182554730033402e-08,1
577,1.1374113274881859e-07,1.074837602992724e-06,-9.26521327488186e-08,1
578,1.7996132287473713e-07,1.074837602992724e-06,-1.3802512287473713e-07,1
579,2.0658105167946626e-07,1.074837602992724e-06,-1.4956645167946624e-07,1
580,1.6410917133247741e-07,1.074837602992724e-06,-1.0966157133247742e-07,1
581,8.508109826933549e-08,1.074837602992724e-06,-4.3612398269335495e-08,1
582,2.7757980932209975e-08,1.074837602992724e-06,5.225819067790027e-09,0
583,5.439461426508418e-09,1.074837602992724e-06,2.6229338573491583e-08,0
584,6.029369415909268e-10,1.074837602992724e-06,2.8610663058409075e-08,0
585,3.753375818970329e-11,1.074837602992724e-06,2.1403366241810298e-08,0
586,5.3777420811393834e-12,1.074837602992724e-06,1.220652225791886e-08,0
587,1.3282666166902046e-11,1.074837602992724e-06,6.129487333833099e-09,0
588,6.733899072476137e-11,1.074837602992724e-06,4.8934310092752395e-09,0
589,3.6035790399748616e-10,1.074837602992724e-06,8.423962096002515e-09,0
590,1.7077103757222447e-09,1.074837602992724e-06,1.8969889624277756e-08,0
591,7.227401657606015e-09,1.074837602992724e-06,3.987039834239399e-08,0
592,2.688718242106401e-08,1.074837602992724e-06,6.154431757893598e-08,0
593,8.823903327156283e-08,1.074837602992724e-06,5.0296966728437164e-08,0
594,2.3673432643973535e-07,1.074837602992724e-06,-1.3629326439735342e-08,0
595,4.54565947312764e-07,1.074837602992724e-06,-7.4978947312764e-08,0
596,5.809018329863346e-07,1.074837602992724e-06,-5.962683298633467e-08,0
597,4.929850490735657e-07,1.074837602992724e-06,-4.724049073565793e-09,0
598,2.888893335405077e-07,1.074837602992724e-06,1.9006666459492278e-08,0
599,1.2107814322918134e-07,1.074837602992724e-06,2.6607856770818646e-08,0
600,3.7300961362982736e-08,1.074837602992724e-06,3.130303863701726e-08,0
601,1.4137172570571303e-08,1.074837602992724e-06,2.12908274294287e-08,0
602,1.2489977870077336e-08,1.074837602992724e-06,6.390622129922661e-09,0
603,1.0703884887387204e-08,1.074837602992724e-06,-1.4721248873872046e-09,0
604,1.0838703896573969e-08,1.074837602992724e-06,-6.7531138965739685e-09,0
605,2.3670459376488745e-08,1.074837602992724e-06,-2.0716029376488745e-08,1
606,4.6176279042928056e-08,1.074837602992724e-06,-4.210085904292806e-08,1
607,5.16748600324612e-08,1.074837602992724e-06,-4.71739500324612e-08,1
608,4.4880828063770354e-07,1.074837602992724e-06,-3.6647248063770355e-07,1
609,9.213588155034969e-07,1.074837602992724e-06,-7.019888155034969e-07,1
610,1.2532704551742635e-06,1.074837602992724e-06,-8.774484551742634e-07,1
611,1.1572995763318623e-06,1.074837602992724e-06,-7.236975763318623e-07,1
612,7.13783457907358e-07,1.074837602992724e-06,-3.55615457907358e-07,1
613,2.8906462779569176e-07,1.074837602992724e-06,-5.448062779569176e-08,0
614,7.607926959131304e-08,1.074837602992724e-06,6.314273040868696e-08,0
615,1.2793874898496249e-08,1.074837602992724e-06,7.240342510150377e-08,0
616,1.4110159840789178e-09,1.074837602992724e-06,5.294338401592108e-08,0
617,3.241541900724732e-10,1.074837602992724e-06,3.499574580992753e-08,0
618,5.699099336960062e-10,1.074837602992724e-06,2.7491890066303992e-08,0
619,1.5750977943827546e-09,1.074837602992724e-06,3.375410220561724e-08,0
620,5.125992587989894e-09,1.074837602992724e-06,5.914670741201011e-08,0
621,1.6390440546507902e-08,1.074837602992724e-06,1.1780955945349209e-07,1
622,5.137844627118069e-08,1.074837602992724e-06,2.230265537288193e-07,0
623,1.6365555857323148e-07,1.074837602992724e-06,3.392574414267685e-07,0
624,4.649098115102373e-07,1.074837602992724e-06,3.335921884897627e-07,0
625,1.0656543454734936e-06,1.074837602992724e-06,8.287565452650623e-08,0
626,1.926638063061969e-06,1.074837602992724e-06,-2.91648063061969e-07,0
627,2.627627694328737e-06,1.074837602992724e-06,-4.856876943287368e-07,0
628,2.5500119260492804e-06,1.074837602992724e-06,-3.889419260492804e-07,0
629,1.7023350079121954e-06,1.074837602992724e-06,-1.8175500791219546e-07,0
630,7.783906018502115e-07,1.074837602992724e-06,-1.426260185021142e-08,0
631,2.53013657604718e-07,1.074837602992724e-06,8.177734239528203e-08,0
632,7.619801937023049e-08,1.074837602992724e-06,9.30729806297695e-08,0
633,5.163652621724533e-08,1.074837602992724e-06,5.0827473782754665e-08,0
634,5.926093376086072e-08,1.074837602992724e-06,4.659866239139279e-09,0
635,7.234974392744359e-08,1.074837602992724e-06,-3.532814392744359e-08,0
636,1.3360262376404687e-07,1.074837602992724e-06,-1.0695222376404687e-07,1
637,2.832436750332423e-07,1.074837602992724e-06,-2.458617750332423e-07,1
638,4.392014874964487e-07,1.074837602992724e-06,-3.818210874964487e-07,1
639,4.221878042666051e-07,1.074837602992724e-06,-3.621971042666051e-07,1
640,1.7467902492254002e-06,1.074837602992724e-06,-1.2015782492254002e-06,1
641,3.0936881778217896e-06,1.074837602992724e-06,-1.8623281778217894e-06,1
642,3.5054414990617485e-06,1.074837602992724e-06,-1.7440814990617486e-06,1
643,2.651412831315536e-06,1.074837602992724e-06,-9.425228313155361e-07,1
644,1.3773552622461326e-06,1.074837602992724e-06,-1.6452526224613276e-07,0
645,5.039224507179056e-07,1.074837602992724e-06,1.8327754928209436e-07,0
646,1.332132328575413e-07,1.074837602992724e-06,2.115977671424587e-07,0
647,2.575018929717088e-08,1.074837602992724e-06,1.464588107028291e-07,0
648,5.730732229780918e-09,1.074837602992724e-06,9.196936777021909e-08,0
649,7.3922326362545535e-09,1.074837602992724e-06,7.403036736374545e-08,0
650,1.7794365042137134e-08,1.074837602992724e-06,1.0903663495786288e-07,0
651,4.535594392600658e-08,1.074837602992724e-06,2.1819005607399342e-07,0
652,1.0480854875676538e-07,1.074837602992724e-06,4.365944512432346e-07,1
653,2.3115022673837786e-07,1.074837602992724e-06,8.04549773261622e-07,1
654,5.651246458178507e-07,1.074837602992724e-06,1.2393953541821492e-06,1
655,1.4646506988025792e-06,1.074837602992724e-06,1.361689301197421e-06,0
656,3.227843438712898e-06,1.074837602992724e-06,7.00746561287102e-07,0
657,5.434526921176086e-06,1.074837602992724e-06,-5.215369211760859e-07,0
658,7.043810119599536e-06,1.074837602992724e-06,-1.3691301195995357e-06,0
659,7.078701197310792e-06,1.074837602992724e-06,-1.372881197310792e-06,0
660,5.3215631740529815e-06,1.074837602992724e-06,-8.879231740529811e-07,0
661,2.862702942405167e-06,1.074837602992724e-06,-3.582529424051674e-07,0
662,1.0885175527564017e-06,1.074837602992724e-06,3.97824472435984e-08,0
663,3.151914480810434e-07,1.074837602992724e-06,2.3333655191895666e-07,0
664,1.0114305954917454e-07,1.074837602992724e-06,2.476889404508255e-07,0
665,8.477946969938297e-08,1.074837602992724e-06,1.7022453030061704e-07,0
666,1.5693276784800295e-07,1.074837602992724e-06,2.9691232151997064e-08,0
667,3.770670951713768e-07,1.074837602992724e-06,-2.3410109517137683e-07,0
668,8.749679088015269e-07,1.074837602992724e-06,-7.034689088015269e-07,1
669,1.6032294601233283e-06,1.074837602992724e-06,-1.3069824601233283e-06,1
670,2.069281168055961e-06,1.074837602992724e-06,-1.654604168055961e-06,1
671,1.7048869093004102e-06,1.074837602992724e-06,-1.3380399093004102e-06,1
672,2.744585251045823e-06,1.074837602992724e-06,-1.0452452510458229e-06,1
673,4.175532863399278e-06,1.074837602992724e-06,-9.598328633992782e-07,1
674,4.0491251786061634e-06,1.074837602992724e-06,-1.6036517860616375e-07,0
675,2.657172891535919e-06,1.074837602992724e-06,6.050171084640808e-07,0
676,1.2621634839349433e-06,1.074837602992724e-06,7.810365160650565e-07,0
677,4.7310569013924577e-07,1.074837602992724e-06,5.629443098607543e-07,0
678,1.4576148073751204e-07,1.074837602992724e-06,3.2281451926248794e-07,0
679,3.7700662953551734e-08,1.074837602992724e-06,1.8212233704644827e-07,0
680,2.5351224389891938e-08,1.074837602992724e-06,1.2699877561010805e-07,0
681,6.336132011674109e-08,1.074837602992724e-06,1.6315167988325888e-07,0
682,1.7182870729504272e-07,1.074837602992724e-06,3.3262729270495726e-07,0
683,3.844015817281228e-07,1.074837602992724e-06,7.14978418271877e-07,0
684,6.904981070680889e-07,1.074837602992724e-06,1.4670218929319115e-06,1
685,1.2260091775313943e-06,1.074837602992724e-06,2.5654608224686055e-06,1
686,2.593558812520797e-06,1.074837602992724e-06,3.3689211874792033e-06,1
687,5.5834299196348745e-06,1.074837602992724e-06,2.741830080365126e-06,0
688,9.686663520297913e-06,1.074837602992724e-06,3.6933647970208685e-07,0
689,1.2497174884497858e-05,1.074837602992724e-06,-2.0050748844978576e-06,0
690,1.2137818930216382e-05,1.074837602992724e-06,-2.4875489302163828e-06,1
691,9.080596263232871e-06,1.074837602992724e-06,-1.5119862632328696e-06,0
692,5.1983620377042515e-06,1.074837602992724e-06,-5.149820377042513e-07,0
693,2.22181972339581e-06,1.074837602992724e-06,5.1160276604189804e-08,0
694,7.178125013820176e-07,1.074837602992724e-06,3.4053749861798235e-07,0
695,2.0444981366107797e-07,1.074837602992724e-06,4.53311186338922e-07,0
696,8.665192967032308e-08,1.074837602992724e-06,4.4568107032967694e-07,0
697,1.2998100369579118e-07,1.074837602992724e-06,3.3270499630420884e-07,0
698,3.960788958844077e-07,1.074837602992724e-06,2.664104115592267e-09,0
699,1.1251743109559565e-06,1.074837602992724e-06,-7.179193109559566e-07,1
700,2.430160129851237e-06,1.074837602992724e-06,-1.7840241298512367e-06,1
701,3.834276486093483e-06,1.074837602992724e-06,-2.756456486093483e-06,1
702,4.191427727931087e-06,1.074837602992724e-06,-2.902797727931087e-06,1
703,2.9075534245247153e-06,1.074837602992724e-06,-1.937591424524715e-06,1
704,1.929211996962067e-06,1.074837602992724e-06,4.802780030379329e-07,0
705,2.6064722514441097e-06,1.074837602992724e-06,1.3473877485558895e-06,1
706,2.252107836538053e-06,1.074837602992724e-06,2.030432163461947e-06,1
707,1.3316839576766144e-06,1.074837602992724e-06,1.9993560423233856e-06,1
708,6.046172710809821e-07,1.074837602992724e-06,1.3700327289190182e-06,1
709,2.4365657554962127e-07,1.074837602992724e-06,7.010744244503788e-07,1
710,8.525670725952038e-08,1.074837602992724e-06,3.203802927404796e-07,0
711,3.910191217452997e-08,1.074837602992724e-06,1.7245008782547004e-07,0
712,8.526856845701486e-08,1.074837602992724e-06,1.3973143154298512e-07,0
713,2.615678142433565e-07,1.074837602992724e-06,1.9821218575664353e-07,0
714,6.473019893644964e-07,1.074837602992724e-06,4.0104801063550345e-07,0
715,1.197737404121075e-06,1.074837602992724e-06,9.847625958789248e-07,1
716,1.8380883696972069e-06,1.074837602992724e-06,2.1961916303027937e-06,1
717,3.070374198273742e-06,1.074837602992724e-06,3.596885801726259e-06,1
718,6.030306293582463e-06,1.074837602992724e-06,3.907133706417536e-06,1
719,1.0908809374159602e-05,1.074837602992724e-06,1.9580906258403983e-06,0
720,1.5139908556918615e-05,1.074837602992724e-06,-1.3680085569186144e-06,0
721,1.530449789774242e-05,1.074837602992724e-06,-3.106997897742419e-06,1
722,1.1328348801431042e-05,1.074837602992724e-06,-2.113138801431042e-06,1
723,6.30207998512964e-06,1.074837602992724e-06,-4.5460998512964005e-07,0
724,2.7177387011035027e-06,1.074837602992724e-06,2.668812988964972e-07,0
725,9.313606538192888e-07,1.074837602992724e-06,3.787593461807113e-07,0
726,2.734780056153871e-07,1.074837602992724e-06,4.122669943846129e-07,0
