,R248Q,max,diff,True
362,1.4159210083694864e-05,1.277167689503329e-06,6.6903899163051375e-06,1
363,3.03939521054492e-05,1.277167689503329e-06,1.1630547894550796e-05,1
364,4.636655933760243e-05,1.277167689503329e-06,1.1195140662397573e-05,1
365,5.1011820401264505e-05,1.277167689503329e-06,4.0499795987354974e-06,1
366,4.152119596961491e-05,1.277167689503329e-06,-4.289295969614911e-06,1
367,2.532865089478401e-05,1.277167689503329e-06,-7.315450894784011e-06,1
368,1.1663490025018179e-05,1.277167689503329e-06,-5.049400025018179e-06,1
369,4.312510410514264e-06,1.277167689503329e-06,-2.085520410514264e-06,1
370,1.7317737007446309e-06,1.277167689503329e-06,-7.750517007446308e-07,1
371,1.2825068033049154e-06,1.277167689503329e-06,-6.820928033049153e-07,1
372,1.3544930926893898e-06,1.277167689503329e-06,-8.426650926893897e-07,1
373,1.3304605136667194e-06,1.277167689503329e-06,-6.695975136667194e-07,1
374,1.5584671542538e-06,1.277167689503329e-06,-4.1097154253800046e-08,0
375,3.7721163295225923e-06,1.277167689503329e-06,1.0489036704774075e-06,0
376,1.1628114754016715e-05,1.277167689503329e-06,2.5837852459832853e-06,1
377,2.8571843690070587e-05,1.277167689503329e-06,3.394856309929413e-06,1
378,5.14283903395316e-05,1.277167689503329e-06,9.426096604684024e-07,0
379,6.855425203498824e-05,1.277167689503329e-06,-4.44575203498824e-06,0
380,6.8693304366314e-05,1.277167689503329e-06,-7.967904366314e-06,1
381,5.132768745269672e-05,1.277167689503329e-06,-7.264587452696721e-06,1
382,2.7644686964161952e-05,1.277167689503329e-06,-4.590086964161951e-06,1
383,1.0194781178635177e-05,1.277167689503329e-06,-2.122381178635176e-06,1
384,1.1937274609721688e-07,1.277167689503329e-06,5.564825390278311e-08,0
385,8.290909346311001e-08,1.277167689503329e-06,6.266390653689e-08,0
386,3.1433893487317805e-08,1.277167689503329e-06,4.6049306512682185e-08,0
387,7.260182288033182e-09,1.277167689503329e-06,2.4887317711966815e-08,0
388,1.9578532063610797e-09,1.277167689503329e-06,1.1868846793638921e-08,0
389,6.082413296485636e-09,1.277167689503329e-06,3.949586703514364e-09,0
390,3.240411712403056e-08,1.277167689503329e-06,-6.615117124030562e-09,0
391,1.5234104865790025e-07,1.277167689503329e-06,1.301395134209974e-08,0
392,6.770598423228109e-07,1.277167689503329e-06,3.112461576771892e-07,1
393,2.52409172923366e-06,1.277167689503329e-06,1.4894282707663394e-06,1
394,6.881730939800227e-06,1.277167689503329e-06,3.669069060199772e-06,1
395,1.3043948727828266e-05,1.277167689503329e-06,5.068651272171734e-06,1
396,1.7205545100015322e-05,1.277167689503329e-06,3.5351548999846805e-06,1
397,1.6131839851816346e-05,1.277167689503329e-06,-3.383985181634519e-08,0
398,1.1059774721385594e-05,1.277167689503329e-06,-2.502024721385594e-06,1
399,5.646486330506068e-06,1.277167689503329e-06,-2.4573763305060677e-06,1
400,2.16071481254476e-06,1.277167689503329e-06,-1.2588028125447603e-06,1
401,6.534774540444974e-07,1.277167689503329e-06,-4.099924540444974e-07,1
402,2.1551568371924137e-07,1.277167689503329e-06,-1.2450918371924137e-07,1
403,1.466268839383453e-07,1.277167689503329e-06,-9.13516839383453e-08,1
404,1.6178456879443721e-07,1.277167689503329e-06,-1.0103206879443721e-07,1
405,2.0000962480011607e-07,1.277167689503329e-06,-5.369662480011608e-08,0
406,4.103086251922476e-07,1.277167689503329e-06,1.5856237480775242e-07,0
407,1.4638686035362714e-06,1.277167689503329e-06,7.065013964637286e-07,0
408,4.80816262803134e-06,1.277167689503329e-06,1.55231737196866e-06,1
409,1.1555203815389874e-05,1.277167689503329e-06,1.7251961846101252e-06,0
410,1.9927119560040105e-05,1.277167689503329e-06,-1.3361956004010584e-07,0
411,2.483682230202773e-05,1.277167689503329e-06,-3.026122302027729e-06,1
412,2.243972189350422e-05,1.277167689503329e-06,-4.244921893504219e-06,1
413,1.4653480541512188e-05,1.277167689503329e-06,-3.3622805415121886e-06,1
414,6.78353113789316e-06,1.277167689503329e-06,-1.8174511378931599e-06,1
415,2.138040428636247e-06,1.277167689503329e-06,-6.670604286362471e-07,1
416,8.513559425517213e-09,1.277167689503329e-06,9.904040574482785e-09,0
417,5.2064395291103725e-09,1.277167689503329e-06,8.183960470889626e-09,0
418,1.6679030957042875e-09,1.277167689503329e-06,4.911026904295713e-09,0
419,3.123470408574344e-10,1.277167689503329e-06,2.6837129591425652e-09,0
420,1.945404364330905e-10,1.277167689503329e-06,1.8853795635669096e-09,0
421,1.0388503357105257e-09,1.277167689503329e-06,2.276859664289474e-09,0
422,7.744233144135292e-09,1.277167689503329e-06,3.4773668558647095e-09,0
423,5.1416605525471195e-08,1.277167689503329e-06,1.7311494474528802e-08,0
424,2.479471496285632e-07,1.277167689503329e-06,1.104158503714368e-07,0
425,8.295123859891824e-07,1.277167689503329e-06,4.031476140108176e-07,1
426,1.915353236224416e-06,1.277167689503329e-06,8.098767637755838e-07,1
427,3.0615386994924714e-06,1.277167689503329e-06,8.363913005075285e-07,0
428,3.389823836466895e-06,1.277167689503329e-06,2.660161635331051e-07,0
429,2.6276463850284265e-06,1.277167689503329e-06,-3.511063850284261e-07,0
430,1.4795525977828752e-06,1.277167689503329e-06,-5.251915977828753e-07,1
431,6.2880322089885e-07,1.277167689503329e-06,-3.5019722089885e-07,1
432,2.0209438158176797e-07,1.277167689503329e-06,-1.4079928158176799e-07,1
433,5.002128142351507e-08,1.277167689503329e-06,-3.695488142351507e-08,1
434,1.33972913232812e-08,1.277167689503329e-06,-8.4908013232812e-09,1
435,1.1024371691197514e-08,1.277167689503329e-06,-7.1481116911975134e-09,1
436,2.161645709720012e-08,1.277167689503329e-06,-1.356502709720012e-08,1
437,4.341644983083797e-08,1.277167689503329e-06,-4.584949830837973e-09,0
438,1.1638217472181563e-07,1.277167689503329e-06,7.511782527818436e-08,0
439,4.340524549456629e-07,1.277167689503329e-06,2.7694454505433707e-07,0
440,1.35558998801974e-06,1.277167689503329e-06,4.945500119802601e-07,0
441,3.01408453017076e-06,1.277167689503329e-06,3.4241546982924017e-07,0
442,4.728542191561463e-06,1.277167689503329e-06,-3.8794219156146296e-07,0
443,5.219888361809411e-06,1.277167689503329e-06,-1.098618361809412e-06,1
444,4.066726912922121e-06,1.277167689503329e-06,-1.1584569129221216e-06,1
445,2.248782351424431e-06,1.277167689503329e-06,-7.490523514244311e-07,1
446,8.685586328215285e-07,1.277167689503329e-06,-3.215496328215285e-07,1
447,2.2561537876236115e-07,1.277167689503329e-06,-8.820437876236116e-08,0
448,2.266888264849661e-10,1.277167689503329e-06,4.887511735150339e-10,0
449,1.2108201402418642e-10,1.277167689503329e-06,3.030329859758136e-10,0
450,1.0267483732920431e-10,1.277167689503329e-06,8.90931626707957e-11,0
451,5.474968949113099e-10,1.277167689503329e-06,-4.2769189491130997e-10,1
452,1.967652166723016e-09,1.277167689503329e-06,-1.729505166723016e-09,1
453,3.536270566642709e-09,1.277167689503329e-06,-2.795757566642709e-09,1
454,4.598369565872769e-09,1.277167689503329e-06,-1.1793095658727692e-09,0
455,1.3543397313869885e-08,1.277167689503329e-06,4.8224026861301145e-09,0
456,5.306315927650024e-08,1.277167689503329e-06,2.1904040723499758e-08,0
457,1.4602228225482054e-07,1.277167689503329e-06,6.317471774517945e-08,0
458,2.7724959301876414e-07,1.277167689503329e-06,1.0677540698123591e-07,0
459,3.7246237241836055e-07,1.277167689503329e-06,8.529562758163944e-08,0
460,3.487515558040995e-07,1.277167689503329e-06,7.184444195900525e-09,0
461,2.2561364398637614e-07,1.277167689503329e-06,-4.401564398637613e-08,0
462,1.057112017304456e-07,1.277167689503329e-06,-4.3766401730445594e-08,0
463,3.822863298029245e-08,1.277167689503329e-06,-2.346043298029245e-08,1
464,1.0496502266442703e-08,1.277167689503329e-06,-7.935472266442703e-09,1
465,2.102067508699013e-09,1.277167689503329e-06,-1.639750508699013e-09,1
466,8.139170979780732e-10,1.277167689503329e-06,-5.701970979780733e-10,1
467,3.1551736545846852e-09,1.277167689503329e-06,-2.8454226545846853e-09,1
468,1.0072882715811282e-08,1.277167689503329e-06,-8.359372715811281e-09,1
469,1.857934771905397e-08,1.277167689503329e-06,-7.08194771905397e-09,0
470,3.526490329167583e-08,1.277167689503329e-06,1.8730296708324167e-08,0
471,1.0694057199477141e-07,1.277167689503329e-06,6.388142800522858e-08,0
472,2.8466540205772987e-07,1.277167689503329e-06,8.247659794227013e-08,0
473,5.337581733863553e-07,1.277167689503329e-06,1.5485826613644706e-08,0
474,7.021212202509058e-07,1.277167689503329e-06,-1.1233322025090575e-07,0
475,6.411016092435366e-07,1.277167689503329e-06,-1.7700660924353659e-07,1
476,4.0779337239619826e-07,1.277167689503329e-06,-1.4040737239619825e-07,1
477,1.826084185074207e-07,1.277167689503329e-06,-7.15774185074207e-08,1
478,5.635814743828546e-08,1.277167689503329e-06,-2.343094743828546e-08,0
479,1.1485131025546681e-08,1.277167689503329e-06,-4.553181025546681e-09,0
480,3.4911926268535818e-12,1.277167689503329e-06,3.7732673731464185e-12,0
481,4.810978551151581e-11,1.277167689503329e-06,-4.470295551151581e-11,1
482,5.94492948188565e-10,1.277167689503329e-06,-5.92681238188565e-10,1
483,3.5683395792989813e-09,1.277167689503329e-06,-3.564105399298981e-09,1
484,1.0251427371061e-08,1.277167689503329e-06,-1.0228389771061e-08,1
485,1.4101281930919645e-08,1.277167689503329e-06,-1.3941769930919645e-08,1
486,9.449776265540933e-09,1.277167689503329e-06,-8.472527265540934e-09,1
487,4.1479678316267815e-09,1.277167689503329e-06,-9.607783162678219e-11,0
488,5.114395494069352e-09,1.277167689503329e-06,6.706404505930647e-09,0
489,1.1266521281776763e-08,1.277167689503329e-06,1.4756678718223238e-08,0
490,1.857980500344869e-08,1.277167689503329e-06,2.2228794996551306e-08,0
491,2.1804802776794056e-08,1.277167689503329e-06,2.034029722320594e-08,0
492,1.7496464630936978e-08,1.277167689503329e-06,1.0806835369063024e-08,0
493,9.411896051689767e-09,1.277167689503329e-06,3.484203948310235e-09,0
494,3.608186676246933e-09,1.277167689503329e-06,6.769633237530669e-10,0
495,1.0739662830930123e-09,1.277167689503329e-06,-5.265628309301223e-11,0
496,2.4278239934479784e-10,1.277167689503329e-06,-8.989139934479783e-11,0
497,5.5023300261487256e-11,1.277167689503329e-06,-3.5425600261487256e-11,1
498,1.934838326420937e-10,1.277167689503329e-06,-1.784760326420937e-10,1
499,1.0294793095914206e-09,1.277167689503329e-06,-9.447852095914207e-10,1
500,2.749967052841265e-09,1.277167689503329e-06,-2.0540090528412646e-09,1
501,4.110719694445959e-09,1.277167689503329e-06,-2.3900969444595894e-10,0
502,7.180843058445254e-09,1.277167689503329e-06,6.931356941554748e-09,0
503,2.1560572376548192e-08,1.277167689503329e-06,1.2737527623451807e-08,0
504,5.1826036708658285e-08,1.277167689503329e-06,5.221363291341718e-09,0
505,8.21391772601805e-08,1.277167689503329e-06,-1.5189477260180504e-08,0
506,8.545348711757799e-08,1.277167689503329e-06,-2.8153287117577996e-08,1
507,5.7230735273708224e-08,1.277167689503329e-06,-2.1218635273708227e-08,1
508,2.4984658124865632e-08,1.277167689503329e-06,-8.865958124865631e-09,1
509,7.542144914175294e-09,1.277167689503329e-06,-2.465224914175293e-09,0
510,1.6240712998806132e-09,1.277167689503329e-06,-4.409112998806131e-10,0
511,2.398117725213814e-10,1.277167689503329e-06,-3.256177252138138e-11,0
512,1.0224935226050178e-11,1.277167689503329e-06,-7.0829852260501785e-12,1
513,1.6366726446875954e-10,1.277167689503329e-06,-1.4679156446875955e-10,1
514,1.4038630541591579e-09,1.277167689503329e-06,-1.346596254159158e-09,1
515,6.138622323348966e-09,1.277167689503329e-06,-5.999874323348966e-09,1
516,1.3309433387695023e-08,1.277167689503329e-06,-1.3047440387695022e-08,1
517,1.409622001378014e-08,1.277167689503329e-06,-1.361536801378014e-08,1
518,7.238179246571666e-09,1.277167689503329e-06,-5.738009246571666e-09,1
519,1.8291616521677747e-09,1.277167689503329e-06,3.037878347832225e-09,0
520,3.552017589310752e-10,1.277167689503329e-06,9.527838241068926e-09,0
521,3.2918775751912774e-10,1.277167689503329e-06,1.2501312242480872e-08,0
522,4.835747614430469e-10,1.277167689503329e-06,1.0645725238556953e-08,0
523,5.050842378283712e-10,1.277167689503329e-06,5.7837357621716285e-09,0
524,3.4319801421910434e-10,1.277167689503329e-06,2.2030419857808952e-09,0
525,1.582775979483701e-10,1.277167689503329e-06,8.043074020516299e-10,0
526,7.751301956006456e-11,1.277167689503329e-06,2.585449804399355e-10,0
527,7.973459939668514e-11,1.277167689503329e-06,2.3232400603314865e-11,0
528,1.4560411883173324e-10,1.277167689503329e-06,-2.4825118831733252e-11,0
529,2.6525049842015544e-10,1.277167689503329e-06,1.2415015798445565e-12,0
530,4.039991614615913e-10,1.277167689503329e-06,7.784883853840872e-11,0
531,6.496746600722318e-10,1.277167689503329e-06,7.146853399277683e-10,0
532,1.0159301483856814e-09,1.277167689503329e-06,3.7125698516143183e-09,0
533,1.3036489939899613e-09,1.277167689503329e-06,9.69575100601004e-09,0
534,1.8507622486986346e-09,1.277167689503329e-06,1.4329737751301365e-08,1
535,4.336836084843538e-09,1.277167689503329e-06,1.3132063915156462e-08,0
536,1.112461379936618e-08,1.277167689503329e-06,4.427886200633819e-09,0
537,2.0612154807030316e-08,1.277167689503329e-06,-9.265054807030315e-09,1
538,2.2674791627537997e-08,1.277167689503329e-06,-1.6309641627537997e-08,1
539,1.3283564403053527e-08,1.277167689503329e-06,-1.0760944403053527e-08,1
540,3.9583697958691496e-09,1.277167689503329e-06,-3.2639797958691494e-09,1
541,6.167664661807223e-10,1.277167689503329e-06,-4.734064661807223e-10,1
542,1.0042313390370986e-10,1.277167689503329e-06,-7.493683390370985e-11,1
543,8.144699755201724e-11,1.277167689503329e-06,-7.652804755201725e-11,1
544,2.8477503690402954e-10,1.277167689503329e-06,6.998963095970455e-12,0
545,2.0649508612747917e-09,1.277167689503329e-06,-9.690108612747917e-10,0
546,8.4224979623806e-09,1.277167689503329e-06,-5.750427962380601e-09,1
547,1.8990205995063577e-08,1.277167689503329e-06,-1.4477015995063578e-08,1
548,2.3134404814039446e-08,1.277167689503329e-06,-1.7762204814039445e-08,1
549,1.502382648139981e-08,1.277167689503329e-06,-9.852706481399811e-09,1
550,5.206143219410484e-09,1.277167689503329e-06,1.6468867805895155e-09,0
551,9.78939690776777e-10,1.277167689503329e-06,1.1501960309223223e-08,0
552,1.2011571320954035e-10,1.277167689503329e-06,1.694108428679046e-08,0
553,4.964130526027843e-11,1.277167689503329e-06,1.500845869473972e-08,0
554,6.432550301384905e-11,1.277167689503329e-06,8.472094496986151e-09,0
555,1.0847415782134391e-10,1.277167689503329e-06,2.933235842178656e-09,0
556,2.975080425124436e-10,1.277167689503329e-06,4.704219574875563e-10,0
557,8.629753189466727e-10,1.277167689503329e-06,-4.749283189466728e-10,0
558,1.8204065046002668e-09,1.277167689503329e-06,-1.095129504600267e-09,1
559,3.0457578793636066e-09,1.277167689503329e-06,-1.0328378793636065e-09,0
560,5.467831224740286e-09,1.277167689503329e-06,-5.318512247402863e-10,0
561,9.676640486827788e-09,1.277167689503329e-06,-8.544004868277882e-10,0
562,1.549316950429376e-08,1.277167689503329e-06,-6.94369504293762e-10,0
563,2.247720108508817e-08,1.277167689503329e-06,9.614998914911835e-09,0
564,2.709992675332098e-08,1.277167689503329e-06,3.765997324667902e-08,0
565,2.6132643657663408e-08,1.277167689503329e-06,6.11324563423366e-08,0
566,1.9705790372340643e-08,1.277167689503329e-06,5.558370962765935e-08,0
567,1.1212758948967236e-08,1.277167689503329e-06,3.6352541051032766e-08,1
568,7.05128106304711e-09,1.277167689503329e-06,1.9616118936952896e-08,0
569,8.321186817321981e-09,1.277167689503329e-06,5.8965131826780175e-09,0
570,8.022590626241318e-09,1.277167689503329e-06,-1.4445706262413176e-09,0
571,4.020455303344977e-09,1.277167689503329e-06,-1.5190153033449767e-09,0
572,1.136928902952777e-09,1.277167689503329e-06,-3.1432790295277696e-10,0
573,9.951897141210274e-10,1.277167689503329e-06,-7.383707141210273e-10,1
574,2.3154553534113672e-09,1.277167689503329e-06,-2.154917353411367e-09,1
575,3.0559309562862543e-09,1.277167689503329e-06,-2.890406956286254e-09,1
576,7.0144206656997905e-09,1.277167689503329e-06,-1.9800665699790082e-11,0
577,3.3849753355901995e-08,1.277167689503329e-06,-1.2760753355901994e-08,1
578,9.365457070259393e-08,1.277167689503329e-06,-5.1718370702593924e-08,1
579,1.5149502112879903e-07,1.277167689503329e-06,-9.448042112879902e-08,1
580,1.4437744798802606e-07,1.277167689503329e-06,-8.992984798802607e-08,1
581,8.133475788889552e-08,1.277167689503329e-06,-3.986605788889553e-08,1
582,2.7114966555313097e-08,1.277167689503329e-06,5.868833444686905e-09,0
583,5.499229650429532e-09,1.277167689503329e-06,2.6169570349570468e-08,0
584,1.4880446634760853e-09,1.277167689503329e-06,2.7725555336523917e-08,0
585,1.9488264512302437e-09,1.277167689503329e-06,1.9492073548769757e-08,0
586,3.264523624016721e-09,1.277167689503329e-06,8.947376375983279e-09,0
587,6.082787008657747e-09,1.277167689503329e-06,5.998299134225431e-11,0
588,1.2000021629375937e-08,1.277167689503329e-06,-7.039251629375936e-09,1
589,2.1944441146930044e-08,1.277167689503329e-06,-1.3160121146930043e-08,1
590,3.415267479570523e-08,1.277167689503329e-06,-1.347507479570523e-08,0
591,5.1064838031302846e-08,1.277167689503329e-06,-3.967038031302841e-09,0
592,8.903576374891706e-08,1.277167689503329e-06,-6.042637489170689e-10,0
593,1.5913654155809117e-07,1.277167689503329e-06,-2.060054155809118e-08,0
594,2.488269583725399e-07,1.277167689503329e-06,-2.5721958372539864e-08,0
595,3.115172319182548e-07,1.277167689503329e-06,6.80697680817452e-08,0
596,3.071258927254763e-07,1.277167689503329e-06,2.1414910727452363e-07,0
597,2.4984968842134924e-07,1.277167689503329e-06,2.3841131157865068e-07,0
598,1.657854992251337e-07,1.277167689503329e-06,1.421105007748663e-07,0
599,8.316010344760637e-08,1.277167689503329e-06,6.452589655239362e-08,0
600,3.0702805041864406e-08,1.277167689503329e-06,3.790119495813559e-08,0
601,8.899671871056423e-09,1.277167689503329e-06,2.6528328128943584e-08,0
602,2.2882865272567955e-09,1.277167689503329e-06,1.65923134727432e-08,0
603,8.097900178802538e-10,1.277167689503329e-06,8.421969982119745e-09,0
604,2.7447937470315697e-09,1.277167689503329e-06,1.3407962529684305e-09,0
605,1.168799455234614e-08,1.277167689503329e-06,-8.733564552346139e-09,1
606,2.6087314829252556e-08,1.277167689503329e-06,-2.2011894829252556e-08,1
607,3.006203498352968e-08,1.277167689503329e-06,-2.556112498352968e-08,1
608,7.644103473385417e-08,1.277167689503329e-06,5.894765266145821e-09,0
609,2.706987182142209e-07,1.277167689503329e-06,-5.1328718214220885e-08,0
610,5.689234335893415e-07,1.277167689503329e-06,-1.9310143358934156e-07,1
611,7.380947909129824e-07,1.277167689503329e-06,-3.0449279091298246e-07,1
612,6.046110592822497e-07,1.277167689503329e-06,-2.464430592822497e-07,1
613,3.1063876253176076e-07,1.277167689503329e-06,-7.605476253176076e-08,0
614,9.70820312278428e-08,1.277167689503329e-06,4.21399687721572e-08,0
615,2.1062492234985162e-08,1.277167689503329e-06,6.413480776501485e-08,0
616,1.4352157711109877e-08,1.277167689503329e-06,4.000224228889012e-08,0
617,2.959648813771273e-08,1.277167689503329e-06,5.7234118622872725e-09,0
618,6.155372745948297e-08,1.277167689503329e-06,-3.3491927459482975e-08,0
619,1.162782965641536e-07,1.277167689503329e-06,-8.09490965641536e-08,1
620,1.8903391332999924e-07,1.277167689503329e-06,-1.2476121332999924e-07,1
621,2.678035566281005e-07,1.277167689503329e-06,-1.336035566281005e-07,1
622,3.614142388156239e-07,1.277167689503329e-06,-8.700923881562388e-08,0
623,5.416654816567091e-07,1.277167689503329e-06,-3.875248165670904e-08,0
624,9.018804355029007e-07,1.277167689503329e-06,-1.0337843550290067e-07,0
625,1.3970717112710337e-06,1.277167689503329e-06,-2.4854171127103385e-07,0
626,1.7756496045786918e-06,1.277167689503329e-06,-1.4065960457869183e-07,0
627,1.7876356906008252e-06,1.277167689503329e-06,3.5430430939917487e-07,0
628,1.511413257948234e-06,1.277167689503329e-06,6.496567420517659e-07,0
629,1.149555692065825e-06,1.277167689503329e-06,3.7102430793417496e-07,0
630,7.531559114541579e-07,1.277167689503329e-06,1.0972088545842168e-08,0
631,3.9213347927425717e-07,1.277167689503329e-06,-5.734247927425715e-08,0
632,1.53672239700851e-07,1.277167689503329e-06,1.559876029914899e-08,0
633,4.306740306566131e-08,1.277167689503329e-06,5.939659693433869e-08,0
634,8.318092608082061e-09,1.277167689503329e-06,5.560270739191794e-08,0
635,2.9049763173967346e-09,1.277167689503329e-06,3.411662368260326e-08,0
636,1.2012777672931256e-08,1.277167689503329e-06,1.4637622327068747e-08,0
637,4.236605929058147e-08,1.277167689503329e-06,-4.984159290581463e-09,0
638,8.248459578150977e-08,1.277167689503329e-06,-2.5104195781509778e-08,0
639,8.618941418408509e-08,1.277167689503329e-06,-2.619871418408509e-08,0
640,3.8496625116658734e-07,1.277167689503329e-06,1.6024574883341266e-07,1
641,1.0850013214883414e-06,1.277167689503329e-06,1.4635867851165874e-07,0
642,1.8857114625563095e-06,1.277167689503329e-06,-1.2435146255630957e-07,0
643,2.08741849959537e-06,1.277167689503329e-06,-3.7852849959537014e-07,0
644,1.477394002251741e-06,1.277167689503329e-06,-2.645640022517412e-07,0
645,6.564120952587725e-07,1.277167689503329e-06,3.078790474122746e-08,0
646,1.8271753643496028e-07,1.277167689503329e-06,1.6209346356503972e-07,0
647,4.963386318162268e-08,1.277167689503329e-06,1.225751368183773e-07,0
648,7.073592799609683e-08,1.277167689503329e-06,2.6964172003903185e-08,0
649,1.8968810285688727e-07,1.277167689503329e-06,-1.0826550285688727e-07,0
650,4.397384105598926e-07,1.277167689503329e-06,-3.129074105598926e-07,1
651,8.150127986894905e-07,1.277167689503329e-06,-5.514667986894905e-07,1
652,1.230675001966629e-06,1.277167689503329e-06,-6.892720019666289e-07,1
653,1.6207171744145617e-06,1.277167689503329e-06,-5.850171744145618e-07,1
654,2.1705954457795705e-06,1.277167689503329e-06,-3.6607544577957053e-07,0
655,3.2639518004696163e-06,1.277167689503329e-06,-4.376118004696161e-07,0
656,4.829709115250253e-06,1.277167689503329e-06,-9.011191152502531e-07,0
657,6.024561980026558e-06,1.277167689503329e-06,-1.111571980026558e-06,0
658,6.010315872138822e-06,1.277167689503329e-06,-3.356358721388214e-07,0
659,4.990486363733693e-06,1.277167689503329e-06,7.153336362663074e-07,0
660,3.850071631175701e-06,1.277167689503329e-06,5.835683688242997e-07,0
661,2.8743148098460512e-06,1.277167689503329e-06,-3.6986480984605143e-07,0
662,1.9060265655937732e-06,1.277167689503329e-06,-7.777265655937732e-07,1
663,1.0231879513033795e-06,1.277167689503329e-06,-4.7465995130337943e-07,0
664,4.1418508141175794e-07,1.277167689503329e-06,-6.53530814117579e-08,0
665,1.1968503351189154e-07,1.277167689503329e-06,1.3531896648810846e-07,0
666,2.6055254158490428e-08,1.277167689503329e-06,1.605687458415096e-07,0
667,1.561765500454567e-08,1.277167689503329e-06,1.273483449954543e-07,0
668,4.139034324620373e-08,1.277167689503329e-06,1.3010865675379626e-07,0
669,1.0009073252845091e-07,1.277167689503329e-06,1.9615626747154908e-07,0
670,1.6519344805660525e-07,1.277167689503329e-06,2.4948355194339475e-07,0
671,1.618744066436519e-07,1.277167689503329e-06,2.049725933563481e-07,0
672,1.0355113032495358e-06,1.277167689503329e-06,6.638286967504644e-07,1
673,2.3947398619621343e-06,1.277167689503329e-06,8.209601380378656e-07,0
674,3.525011919450496e-06,1.277167689503329e-06,3.6374808054950366e-07,0
675,3.395159146894275e-06,1.277167689503329e-06,-1.3296914689427486e-07,0
676,2.1465123058947164e-06,1.277167689503329e-06,-1.0331230589471665e-07,0
677,9.03825849988833e-07,1.277167689503329e-06,1.3222415001116699e-07,0
678,2.774960899595863e-07,1.277167689503329e-06,1.9107991004041367e-07,0
679,1.088426797352077e-07,1.277167689503329e-06,1.109803202647923e-07,0
680,1.9544950689964852e-07,1.277167689503329e-06,-4.309950689964853e-08,0
681,5.73637885119264e-07,1.277167689503329e-06,-3.47124885119264e-07,1
682,1.366174377903398e-06,1.277167689503329e-06,-8.61718377903398e-07,1
683,2.517952955839857e-06,1.277167689503329e-06,-1.418572955839857e-06,1
684,3.6873089717253684e-06,1.277167689503329e-06,-1.5297889717253682e-06,1
685,4.733309957450643e-06,1.277167689503329e-06,-9.418399574506432e-07,0
686,6.458196071595268e-06,1.277167689503329e-06,-4.957160715952674e-07,0
687,9.47404175519552e-06,1.277167689503329e-06,-1.1487817551955205e-06,0
688,1.2294338179689228e-05,1.277167689503329e-06,-2.238338179689228e-06,0
689,1.2576501247616186e-05,1.277167689503329e-06,-2.084401247616185e-06,0
690,1.0192260721561474e-05,1.277167689503329e-06,-5.419907215614742e-07,0
691,7.283249675596872e-06,1.277167689503329e-06,2.853603244031296e-07,0
692,5.369337007256101e-06,1.277167689503329e-06,-6.859570072561007e-07,0
693,4.186358487067965e-06,1.277167689503329e-06,-1.9133784870679653e-06,1
694,3.036612509526128e-06,1.277167689503329e-06,-1.978262509526128e-06,1
695,1.7848361267336036e-06,1.277167689503329e-06,-1.1270751267336038e-06,1
696,7.772043707691668e-07,1.277167689503329e-06,-2.448713707691668e-07,0
697,2.470594990472291e-07,1.277167689503329e-06,2.1562650095277092e-07,0
698,7.858416633929513e-08,1.277167689503329e-06,3.2015883366070484e-07,0
699,8.817369639511975e-08,1.277167689503329e-06,3.1908130360488024e-07,0
700,2.0566752510969406e-07,1.277167689503329e-06,4.40468474890306e-07,0
701,4.1751551935507605e-07,1.277167689503329e-06,6.603044806449241e-07,0
702,5.942028282092088e-07,1.277167689503329e-06,6.944271717907912e-07,0
703,5.208453717437745e-07,1.277167689503329e-06,4.491166282562255e-07,0
704,1.6833457167079157e-06,1.277167689503329e-06,7.261442832920844e-07,0
705,3.164866756396747e-06,1.277167689503329e-06,7.889932436032523e-07,0
706,4.031191605261281e-06,1.277167689503329e-06,2.5134839473871907e-07,0
707,3.668422880488827e-06,1.277167689503329e-06,-3.373828804888266e-07,0
708,2.4303421955423197e-06,1.277167689503329e-06,-4.556921955423195e-07,0
709,1.1935113023957846e-06,1.277167689503329e-06,-2.487803023957846e-07,0
710,4.554578757245207e-07,1.277167689503329e-06,-4.98208757245207e-08,0
711,1.9335510884936247e-07,1.277167689503329e-06,1.8196891150637546e-08,0
712,3.051800343329269e-07,1.277167689503329e-06,-8.01800343329269e-08,0
713,8.886878440191687e-07,1.277167689503329e-06,-4.289078440191687e-07,1
714,2.114445284883299e-06,1.277167689503329e-06,-1.0660952848832992e-06,1
715,3.8037351203598967e-06,1.277167689503329e-06,-1.6212351203598968e-06,1
716,5.375101405044004e-06,1.277167689503329e-06,-1.340821405044003e-06,1
717,6.949835972433949e-06,1.277167689503329e-06,-2.825759724339478e-07,0
718,9.786810088509829e-06,1.277167689503329e-06,1.5062991149017e-07,0
719,1.3730812624250231e-05,1.277167689503329e-06,-8.639126242502308e-07,0
720,1.5768458283640948e-05,1.277167689503329e-06,-1.9965582836409465e-06,0
721,1.3712062462769278e-05,1.277167689503329e-06,-1.5145624627692781e-06,0
722,9.366065981098853e-06,1.277167689503329e-06,-1.5085598109885298e-07,0
723,5.944659516821129e-06,1.277167689503329e-06,-9.718951682112917e-08,0
724,4.581397814000282e-06,1.277167689503329e-06,-1.596777814000282e-06,1
725,4.266455273463615e-06,1.277167689503329e-06,-2.9563352734636145e-06,1
