,H179Y,max,diff,True
284,8.286450166416138e-05,1.0891314582338578e-06,6.075598335838624e-06,0
285,7.31884460826879e-05,1.0891314582338578e-06,2.8033539173121034e-06,0
286,5.223731488813096e-05,1.0891314582338578e-06,5.408511186904641e-08,0
287,2.7574327075488757e-05,1.0891314582338578e-06,-9.317270754887558e-07,0
288,4.241625970091379e-06,1.0891314582338578e-06,5.204440299086212e-07,0
289,4.3261869512342e-06,1.0891314582338578e-06,8.679330487657985e-07,0
290,2.6657999967278617e-06,1.0891314582338578e-06,8.540200032721382e-07,0
291,1.1783749618358213e-06,1.0891314582338578e-06,6.673050381641785e-07,0
292,4.651027335568633e-07,1.0891314582338578e-06,4.3460926644313665e-07,0
293,1.967874014828796e-07,1.0891314582338578e-06,2.5064559851712034e-07,0
294,1.2398300454212384e-07,1.0891314582338578e-06,1.6061699545787615e-07,0
295,2.4178463142880604e-07,1.0891314582338578e-06,1.5297536857119393e-07,0
296,1.051323035624003e-06,1.0891314582338578e-06,2.2916696437599695e-07,0
297,4.393407456461655e-06,1.0891314582338578e-06,5.240625435383445e-07,0
298,1.393529766074595e-05,1.0891314582338578e-06,1.8842023392540495e-06,0
299,3.2266674331625626e-05,1.0891314582338578e-06,5.7017256683743745e-06,1
300,5.5714511980189515e-05,1.0891314582338578e-06,1.0594488019810476e-05,1
301,7.402475411027773e-05,1.0891314582338578e-06,1.2044445889722275e-05,1
302,7.600949767376248e-05,1.0891314582338578e-06,8.904302326237512e-06,1
303,5.919075573027333e-05,1.0891314582338578e-06,4.592244269726665e-06,1
304,3.4894997917170666e-05,1.0891314582338578e-06,2.0644020828293315e-06,0
305,1.6351775046503437e-05,1.0891314582338578e-06,1.8439249534965625e-06,0
306,6.908597984739589e-06,1.0891314582338578e-06,2.7239620152604114e-06,1
307,3.3399351694334555e-06,1.0891314582338578e-06,3.357404830566544e-06,1
308,2.6908899548374163e-06,1.0891314582338578e-06,2.9937000451625845e-06,1
309,4.02637069726526e-06,1.0891314582338578e-06,1.28137930273474e-06,0
310,7.155723522853921e-06,1.0891314582338578e-06,-1.1887935228539214e-06,0
311,1.2923397190881135e-05,1.0891314582338578e-06,-3.185137190881135e-06,1
312,2.515162203310347e-05,1.0891314582338578e-06,-3.960522033103468e-06,1
313,4.7429798450682113e-05,1.0891314582338578e-06,-1.8597984506821144e-06,0
314,7.57881415475837e-05,1.0891314582338578e-06,4.092758452416297e-06,0
315,9.96406919933833e-05,1.0891314582338578e-06,8.396308006616704e-06,0
316,0.00010891314582338578,1.0891314582338578e-06,6.30385417661423e-06,0
317,9.7060325825888e-05,1.0891314582338578e-06,2.4953741741120053e-06,0
318,6.631660907225375e-05,1.0891314582338578e-06,8.193909277462495e-07,0
319,3.188449865399447e-05,1.0891314582338578e-06,1.8901346005535734e-08,0
320,2.032981539887939e-06,1.0891314582338578e-06,7.18818460112061e-07,0
321,1.8334017860924003e-06,1.0891314582338578e-06,8.408282139075998e-07,0
322,9.853400421751127e-07,1.0891314582338578e-06,6.393599578248874e-07,0
323,3.821775578114957e-07,1.0891314582338578e-06,3.650754421885043e-07,0
324,1.3643447486936742e-07,1.0891314582338578e-06,1.680145251306326e-07,0
325,5.178849047448389e-08,1.0891314582338578e-06,8.18295095255161e-08,0
326,5.7312103709631505e-08,1.0891314582338578e-06,5.278289629036849e-08,0
327,2.9840959530047297e-07,1.0891314582338578e-06,6.143404699527017e-09,0
328,1.711789953118963e-06,1.0891314582338578e-06,-2.0184995311896298e-07,0
329,7.292853915036487e-06,1.0891314582338578e-06,-5.042439150364854e-07,0
330,2.187227442761303e-05,1.0891314582338578e-06,4.890255723869728e-07,0
331,4.673971578551888e-05,1.0891314582338578e-06,4.178384214481126e-06,0
332,7.326911054543303e-05,1.0891314582338578e-06,7.485689454566965e-06,1
333,8.593087676545929e-05,1.0891314582338578e-06,6.224623234540703e-06,0
334,7.500682700827108e-05,1.0891314582338578e-06,2.1710729917289297e-06,0
335,4.8132457499820206e-05,1.0891314582338578e-06,-4.954574998202081e-07,0
336,2.318232816437516e-05,1.0891314582338578e-06,-7.534281643751614e-07,0
337,9.201143953899882e-06,1.0891314582338578e-06,9.688604610011788e-08,0
338,3.664432938542743e-06,1.0891314582338578e-06,8.654270614572572e-07,0
339,1.885604470885572e-06,1.0891314582338578e-06,1.1677455291144277e-06,1
340,1.750580471520242e-06,1.0891314582338578e-06,7.812095284797583e-07,0
341,2.8292614457751143e-06,1.0891314582338578e-06,-3.306214457751144e-07,0
342,5.025223941668732e-06,1.0891314582338578e-06,-1.489053941668732e-06,1
343,9.89718679642708e-06,1.0891314582338578e-06,-2.0058867964270796e-06,0
344,2.2482379996453448e-05,1.0891314582338578e-06,-1.7844799964534475e-06,0
345,4.694070178873581e-05,1.0891314582338578e-06,-2.5401788735814057e-08,0
346,7.832074474001665e-05,1.0891314582338578e-06,2.7329552599833387e-06,0
347,0.00010304913856197936,1.0891314582338578e-06,2.8788614380206292e-06,0
348,0.00010762046384658089,1.0891314582338578e-06,1.1265361534191224e-06,0
349,8.735443628204606e-05,1.0891314582338578e-06,1.1504637179539427e-06,0
350,5.232641334929903e-05,1.0891314582338578e-06,1.5285866507009686e-06,0
351,2.1542849910689425e-05,1.0891314582338578e-06,7.313500893105756e-07,0
352,5.208240483541311e-07,1.0891314582338578e-06,3.699829516458688e-07,0
353,4.044032973725328e-07,1.0891314582338578e-06,3.931007026274672e-07,0
