,E258K,max,diff,True
354,2.8087191848617703e-07,1.0232470704199929e-06,1.7089508151382292e-07,0
355,9.106388078384952e-08,1.0232470704199929e-06,9.953011921615047e-08,0
356,4.1735245499729664e-08,1.0232470704199929e-06,2.8725254500270333e-08,0
357,6.098206982934822e-08,1.0232470704199929e-06,-2.8630169829348213e-08,0
358,1.6404832169576455e-07,1.0232470704199929e-06,-1.1673662169576456e-07,1
359,5.142842168434386e-07,1.0232470704199929e-06,-2.657302168434386e-07,1
360,1.998178188771122e-06,1.0232470704199929e-06,-4.827181887711222e-07,1
361,7.3154825525858934e-06,1.0232470704199929e-06,-4.5433255258589307e-07,0
362,2.030439250467567e-05,1.0232470704199929e-06,5.452074953243307e-07,0
363,4.043782763377144e-05,1.0232470704199929e-06,1.5866723662285586e-06,0
364,5.669982356970564e-05,1.0232470704199929e-06,8.618764302943639e-07,0
365,5.507269967335048e-05,1.0232470704199929e-06,-1.089967335047529e-08,0
366,3.6773600685965726e-05,1.0232470704199929e-06,4.5829931403427283e-07,0
367,1.723902116177854e-05,1.0232470704199929e-06,7.7417883822146e-07,0
368,6.439279922889115e-06,1.0232470704199929e-06,1.748100771108847e-07,0
369,2.7309426391205795e-06,1.0232470704199929e-06,-5.039526391205794e-07,0
370,1.6484033730070999e-06,1.0232470704199929e-06,-6.916813730070998e-07,1
371,1.165325885404662e-06,1.0232470704199929e-06,-5.649118854046619e-07,1
372,9.27654176314357e-07,1.0232470704199929e-06,-4.15826176314357e-07,1
373,9.435451831135748e-07,1.0232470704199929e-06,-2.8268218311357485e-07,0
374,1.7625797041377891e-06,1.0232470704199929e-06,-2.4520970413778923e-07,0
375,5.5661626924342034e-06,1.0232470704199929e-06,-7.451426924342036e-07,0
376,1.6028679582866766e-05,1.0232470704199929e-06,-1.8167795828667662e-06,0
377,3.328063712502725e-05,1.0232470704199929e-06,-1.3139371250272492e-06,0
378,4.967979918300733e-05,1.0232470704199929e-06,2.691200816992672e-06,0
379,5.7214503780523684e-05,1.0232470704199929e-06,6.893996219476314e-06,1
380,5.390234384149535e-05,1.0232470704199929e-06,6.823056158504651e-06,1
381,4.085954632867224e-05,1.0232470704199929e-06,3.2035536713277622e-06,0
382,2.3006259761603892e-05,1.0232470704199929e-06,4.8340238396108696e-08,0
383,8.791930697567402e-06,1.0232470704199929e-06,-7.195306975674015e-07,0
384,1.1802354621147368e-07,1.0232470704199929e-06,5.699745378852631e-08,0
385,6.777256032832339e-08,1.0232470704199929e-06,7.780043967167661e-08,0
386,2.1373264131299557e-08,1.0232470704199929e-06,5.6109935868700434e-08,0
387,4.6934984894835776e-09,1.0232470704199929e-06,2.7454001510516418e-08,0
388,2.5922810725929367e-09,1.0232470704199929e-06,1.1234418927407064e-08,0
389,8.783696056010201e-09,1.0232470704199929e-06,1.248303943989799e-09,0
390,4.40777118082517e-08,1.0232470704199929e-06,-1.82887118082517e-08,0
391,2.4560422699050604e-07,1.0232470704199929e-06,-8.024922699050605e-08,1
392,1.1907513283015377e-06,1.0232470704199929e-06,-2.0244532830153765e-07,0
393,4.2541823045191635e-06,1.0232470704199929e-06,-2.40662304519164e-07,0
394,1.0672739040872076e-05,1.0232470704199929e-06,-1.2193904087207696e-07,0
395,1.838402671538485e-05,1.0232470704199929e-06,-2.7142671538485036e-07,0
396,2.1309526806358718e-05,1.0232470704199929e-06,-5.688268063587146e-07,0
397,1.644632690449322e-05,1.0232470704199929e-06,-3.483269044932187e-07,0
398,8.480330966288997e-06,1.0232470704199929e-06,7.741903371100221e-08,0
399,3.0328951398900013e-06,1.0232470704199929e-06,1.5621486010999866e-07,0
400,8.956512291728632e-07,1.0232470704199929e-06,6.2607708271367175e-09,0
401,3.3966260825588113e-07,1.0232470704199929e-06,-9.617760825588109e-08,0
402,2.0112518442569454e-07,1.0232470704199929e-06,-1.1011868442569454e-07,1
403,1.4751793020876956e-07,1.0232470704199929e-06,-9.224273020876955e-08,1
404,1.2602340312248432e-07,1.0232470704199929e-06,-6.527090312248432e-08,1
405,1.7316480212267342e-07,1.0232470704199929e-06,-2.685180212267343e-08,0
406,6.091776355871533e-07,1.0232470704199929e-06,-4.030663558715328e-08,0
407,2.4252099262054587e-06,1.0232470704199929e-06,-2.548399262054587e-07,0
408,6.87427528240329e-06,1.0232470704199929e-06,-5.137952824032898e-07,0
409,1.3165228494240078e-05,1.0232470704199929e-06,1.1517150575992117e-07,0
410,1.8032928569813705e-05,1.0232470704199929e-06,1.7605714301862944e-06,0
411,1.9166953763797926e-05,1.0232470704199929e-06,2.643746236202075e-06,1
412,1.634144215791376e-05,1.0232470704199929e-06,1.8533578420862416e-06,0
413,1.0733723314675869e-05,1.0232470704199929e-06,5.574766853241309e-07,0
414,5.040725937490103e-06,1.0232470704199929e-06,-7.464593749010277e-08,0
415,1.5762035625832854e-06,1.0232470704199929e-06,-1.0522356258328551e-07,0
416,6.222901318183411e-09,1.0232470704199929e-06,1.2194698681816587e-08,0
417,2.7158888985728213e-09,1.0232470704199929e-06,1.0674511101427179e-08,0
418,6.107474429484248e-10,1.0232470704199929e-06,5.968182557051576e-09,0
419,9.542261992080544e-11,1.0232470704199929e-06,2.900637380079194e-09,0
420,2.158159318250871e-10,1.0232470704199929e-06,1.8641040681749128e-09,0
421,1.8577902369182066e-09,1.0232470704199929e-06,1.4579197630817933e-09,0
422,1.3623539054805049e-08,1.0232470704199929e-06,-2.4019390548050477e-09,0
423,8.42419882751547e-08,1.0232470704199929e-06,-1.5513888275154702e-08,0
424,3.976461300633726e-07,1.0232470704199929e-06,-3.928313006337256e-08,0
425,1.3085797394454569e-06,1.0232470704199929e-06,-7.591973944545686e-08,0
426,2.8727171735287162e-06,1.0232470704199929e-06,-1.474871735287165e-07,0
427,4.10164944101454e-06,1.0232470704199929e-06,-2.0371944101454013e-07,0
428,3.7666112646191843e-06,1.0232470704199929e-06,-1.1077126461918427e-07,0
429,2.233502145013613e-06,1.0232470704199929e-06,4.303785498638738e-08,0
430,8.757153671168372e-07,1.0232470704199929e-06,7.864563288316273e-08,0
431,2.490309122522295e-07,1.0232470704199929e-06,2.957508774777053e-08,0
432,6.785268289017787e-08,1.0232470704199929e-06,-6.557582890177871e-09,0
433,2.6823100877114032e-08,1.0232470704199929e-06,-1.3756700877114033e-08,1
434,1.6654649293230342e-08,1.0232470704199929e-06,-1.1748159293230342e-08,1
435,1.2609294543640148e-08,1.0232470704199929e-06,-8.733034543640149e-09,1
436,1.2447038562810194e-08,1.0232470704199929e-06,-4.395608562810194e-09,0
437,3.666379526278244e-08,1.0232470704199929e-06,2.1677047372175624e-09,0
438,1.8682303780741804e-07,1.0232470704199929e-06,4.676962192581944e-09,0
439,7.227549700412891e-07,1.0232470704199929e-06,-1.1757970041289086e-08,0
440,1.8143993907526439e-06,1.0232470704199929e-06,3.574060924735624e-08,0
441,3.028801673964365e-06,1.0232470704199929e-06,3.27698326035635e-07,0
442,3.677992613560074e-06,1.0232470704199929e-06,6.626073864399266e-07,0
443,3.4926671157041887e-06,1.0232470704199929e-06,6.286028842958107e-07,0
444,2.587339419060504e-06,1.0232470704199929e-06,3.2093058093949563e-07,0
445,1.4218570711542747e-06,1.0232470704199929e-06,7.78729288457251e-08,0
446,5.494951500373264e-07,1.0232470704199929e-06,-2.4861500373264405e-09,0
447,1.4187519959685777e-07,1.0232470704199929e-06,-4.464199596857783e-09,0
448,9.234462504303177e-11,1.0232470704199929e-06,6.230953749569683e-10,0
449,2.924918080919805e-11,1.0232470704199929e-06,3.948658191908019e-10,0
450,4.741468894758248e-12,1.0232470704199929e-06,1.8702653110524177e-10,0
451,2.84744483844976e-12,1.0232470704199929e-06,1.1695755516155025e-10,0
452,3.529870635491974e-11,1.0232470704199929e-06,2.0284829364508028e-10,0
453,3.653084849484514e-10,1.0232470704199929e-06,3.7520451505154856e-10,0
454,3.183225824802657e-09,1.0232470704199929e-06,2.3583417519734305e-10,0
455,2.0506127068014783e-08,1.0232470704199929e-06,-2.1403270680147832e-09,0
456,8.600973062453537e-08,1.0232470704199929e-06,-1.1042530624535369e-08,0
457,2.304845963260467e-07,1.0232470704199929e-06,-2.1287596326046714e-08,0
458,3.950272133484232e-07,1.0232470704199929e-06,-1.1002213348423151e-08,0
459,4.293246902318593e-07,1.0232470704199929e-06,2.8433309768140705e-08,0
460,2.955399954965318e-07,1.0232470704199929e-06,6.039600450346823e-08,0
461,1.3088280649547667e-07,1.0232470704199929e-06,5.071519350452334e-08,0
462,3.9271663890328213e-08,1.0232470704199929e-06,2.2673136109671792e-08,0
463,9.563516834286188e-09,1.0232470704199929e-06,5.204683165713811e-09,0
464,2.5550354664923193e-09,1.0232470704199929e-06,5.994533507680908e-12,0
465,9.498170258252128e-10,1.0232470704199929e-06,-4.875000258252128e-10,0
466,5.530210223465025e-10,1.0232470704199929e-06,-3.0930102234650254e-10,0
467,4.5957171587352334e-10,1.0232470704199929e-06,-1.4982071587352334e-10,0
468,1.2634706335454825e-09,1.0232470704199929e-06,4.500393664545175e-10,0
469,8.785723234392497e-09,1.0232470704199929e-06,2.7116767656075036e-09,0
470,4.7129846860879524e-08,1.0232470704199929e-06,6.865353139120475e-09,0
471,1.5269587143007358e-07,1.0232470704199929e-06,1.812612856992641e-08,0
472,3.036656141945861e-07,1.0232470704199929e-06,6.347638580541388e-08,0
473,4.173139113666508e-07,1.0232470704199929e-06,1.3193008863334924e-07,0
474,4.4485879260470226e-07,1.0232470704199929e-06,1.4492920739529778e-07,0
475,3.7260131071428867e-07,1.0232470704199929e-06,9.149368928571133e-08,0
476,2.3311910449525761e-07,1.0232470704199929e-06,3.4266895504742395e-08,0
477,1.0416779644953818e-07,1.0232470704199929e-06,6.863203550461813e-09,0
478,3.208127217203588e-08,1.0232470704199929e-06,8.459278279641177e-10,0
479,6.5165920072733035e-09,1.0232470704199929e-06,4.153579927266967e-10,0
480,3.289220764881921e-13,1.0232470704199929e-06,6.9355379235118085e-12,0
481,3.0623160200617745e-13,1.0232470704199929e-06,3.1005983979938227e-12,0
482,8.358578098048876e-13,1.0232470704199929e-06,9.758521901951121e-13,0
483,2.4243626787078927e-12,1.0232470704199929e-06,1.8098173212921077e-12,0
484,2.5114910153838467e-11,1.0232470704199929e-06,-2.0773101538384677e-12,0
485,3.3361808406405923e-10,1.0232470704199929e-06,-1.7410608406405924e-10,1
486,2.681109599218409e-09,1.0232470704199929e-06,-1.7038605992184092e-09,1
487,1.1451975095621176e-08,1.0232470704199929e-06,-7.400085095621177e-09,1
488,2.619813762193174e-08,1.0232470704199929e-06,-1.437733762193174e-08,1
489,3.546490444616064e-08,1.0232470704199929e-06,-9.441704446160637e-09,0
490,3.275102475287671e-08,1.0232470704199929e-06,8.057575247123284e-09,0
491,2.181818618535268e-08,1.0232470704199929e-06,2.0326913814647317e-08,0
492,1.0016091767129285e-08,1.0232470704199929e-06,1.8287208232870715e-08,0
493,3.07122315583763e-09,1.0232470704199929e-06,9.824876844162373e-09,0
494,6.615705795406113e-10,1.0232470704199929e-06,3.6235794204593883e-09,0
495,1.260567108570698e-10,1.0232470704199929e-06,8.952532891429302e-10,0
496,2.8735696083255667e-11,1.0232470704199929e-06,1.2415530391674434e-10,0
497,1.4979379702073516e-11,1.0232470704199929e-06,4.618320297926483e-12,0
498,3.908468188912262e-11,1.0232470704199929e-06,-2.407688188912262e-11,1
499,1.5572200020508017e-10,1.0232470704199929e-06,-7.102790020508018e-11,0
500,5.620028734453942e-10,1.0232470704199929e-06,1.3395512655460595e-10,0
501,2.1563406996622057e-09,1.0232470704199929e-06,1.7153693003377943e-09,0
502,7.492520917371717e-09,1.0232470704199929e-06,6.619679082628285e-09,0
503,1.8012412173971917e-08,1.0232470704199929e-06,1.6285687826028082e-08,0
504,3.1618548141725806e-08,1.0232470704199929e-06,2.5428851858274197e-08,1
505,4.5298094976031085e-08,1.0232470704199929e-06,2.1651605023968912e-08,1
506,4.8342857730029205e-08,1.0232470704199929e-06,8.95734226997079e-09,0
507,3.390020689831314e-08,1.0232470704199929e-06,2.111893101686856e-09,0
508,1.508374279577427e-08,1.0232470704199929e-06,1.0349572042257302e-09,0
509,4.354492253935905e-09,1.0232470704199929e-06,7.224277460640956e-10,0
510,8.4876359024664e-10,1.0232470704199929e-06,3.343964097533601e-10,0
511,1.1262274802330513e-10,1.0232470704199929e-06,9.462725197669488e-11,0
512,1.0888762420104961e-11,1.0232470704199929e-06,-7.746812420104962e-12,1
513,5.2499578001300504e-11,1.0232470704199929e-06,-3.56238780013005e-11,1
514,1.2455576926700825e-10,1.0232470704199929e-06,-6.728896926700825e-11,0
515,1.982652773670798e-10,1.0232470704199929e-06,-5.951727736707982e-11,0
516,5.779319226528514e-10,1.0232470704199929e-06,-3.1593892265285145e-10,0
517,2.098400080311931e-09,1.0232470704199929e-06,-1.6175480803119312e-09,1
518,5.0047096043959406e-09,1.0232470704199929e-06,-3.5045396043959404e-09,1
519,7.987277664968505e-09,1.0232470704199929e-06,-3.120237664968506e-09,0
520,8.402915749506302e-09,1.0232470704199929e-06,1.4801242504936992e-09,0
521,5.2751377624562715e-09,1.0232470704199929e-06,7.55536223754373e-09,0
522,1.9940156072513564e-09,1.0232470704199929e-06,9.135284392748644e-09,0
523,5.443878083630243e-10,1.0232470704199929e-06,5.744432191636975e-09,0
524,1.2580778411610738e-10,1.0232470704199929e-06,2.4204322158838922e-09,0
525,2.3130574132816065e-11,1.0232470704199929e-06,9.39454425867184e-10,0
526,5.045389343128218e-12,1.0232470704199929e-06,3.3101261065687185e-10,0
527,2.4004802147355328e-11,1.0232470704199929e-06,7.896219785264468e-11,0
528,1.79140003399209e-10,1.0232470704199929e-06,-5.8361003399209e-11,0
529,8.767516447214991e-10,1.0232470704199929e-06,-6.102596447214991e-10,0
530,3.205607311168064e-09,1.0232470704199929e-06,-2.723759311168064e-09,1
531,8.635595201112388e-09,1.0232470704199929e-06,-7.2712352011123875e-09,1
532,1.5521034806371284e-08,1.0232470704199929e-06,-1.0792534806371284e-08,1
533,1.8464649715437423e-08,1.0232470704199929e-06,-7.465249715437423e-09,0
534,1.5416450318670992e-08,1.0232470704199929e-06,7.640496813290086e-10,0
535,9.801989125708738e-09,1.0232470704199929e-06,7.666910874291263e-09,0
536,6.2898431622366714e-09,1.0232470704199929e-06,9.262656837763328e-09,0
537,5.534062944170802e-09,1.0232470704199929e-06,5.813037055829199e-09,0
538,4.3424291062921325e-09,1.0232470704199929e-06,2.0227208937078667e-09,0
539,2.079821537407157e-09,1.0232470704199929e-06,4.4279846259284264e-10,0
540,5.584426534952892e-10,1.0232470704199929e-06,1.359473465047108e-10,0
541,8.563280523458253e-11,1.0232470704199929e-06,5.772719476541748e-11,0
542,8.206533062861599e-12,1.0232470704199929e-06,1.72797669371384e-11,0
543,5.625023643650245e-13,1.0232470704199929e-06,4.356447635634975e-12,0
544,6.301182745628493e-10,1.0232470704199929e-06,-3.3834427456284927e-10,0
545,2.1854993779346848e-09,1.0232470704199929e-06,-1.0895593779346847e-09,0
546,3.980738765625401e-09,1.0232470704199929e-06,-1.3086687656254006e-09,0
547,5.316911901017849e-09,1.0232470704199929e-06,-8.03721901017849e-10,0
548,1.0040733508322348e-08,1.0232470704199929e-06,-4.668533508322348e-09,0
549,2.0460836170735426e-08,1.0232470704199929e-06,-1.5289716170735427e-08,1
550,2.7080117656672817e-08,1.0232470704199929e-06,-2.022708765667282e-08,1
551,2.2084763255084342e-08,1.0232470704199929e-06,-9.603863255084343e-09,0
552,1.2721063884447793e-08,1.0232470704199929e-06,4.340136115552208e-09,0
553,6.265184471202506e-09,1.0232470704199929e-06,8.792915528797495e-09,0
554,2.752960113261081e-09,1.0232470704199929e-06,5.783459886738919e-09,0
555,9.08391623208098e-10,1.0232470704199929e-06,2.1333183767919025e-09,0
556,1.9588255560616132e-10,1.0232470704199929e-06,5.720474443938386e-10,0
557,5.73494429245731e-11,1.0232470704199929e-06,3.306975570754269e-10,0
558,2.2098469606138333e-10,1.0232470704199929e-06,5.042923039386166e-10,0
559,1.4823544877910794e-09,1.0232470704199929e-06,5.305655122089207e-10,0
560,8.057323757989915e-09,1.0232470704199929e-06,-3.1213437579899152e-09,0
561,3.081969185324053e-08,1.0232470704199929e-06,-2.199745185324053e-08,1
562,8.33280205681728e-08,1.0232470704199929e-06,-6.85292205681728e-08,1
563,1.5616405431631615e-07,1.0232470704199929e-06,-1.2407185431631614e-07,1
564,2.019872848572068e-07,1.0232470704199929e-06,-1.3722738485720682e-07,1
565,1.8984954373721984e-07,1.0232470704199929e-06,-1.0258444373721983e-07,1
566,1.3335940208274824e-07,1.0232470704199929e-06,-5.806990208274824e-08,0
567,6.644321451555222e-08,1.0232470704199929e-06,-1.8877914515552213e-08,0
568,2.197541830901513e-08,1.0232470704199929e-06,4.691981690984875e-09,0
569,4.835966301142116e-09,1.0232470704199929e-06,9.381733698857882e-09,0
570,7.735804293058637e-10,1.0232470704199929e-06,5.804439570694136e-09,0
571,9.937589031083884e-11,1.0232470704199929e-06,2.4020641096891614e-09,0
572,1.0177785728027506e-11,1.0232470704199929e-06,8.124232142719726e-10,0
573,7.596086720324154e-13,1.0232470704199929e-06,2.5605939132796756e-10,0
574,3.859427728189599e-13,1.0232470704199929e-06,1.60152057227181e-10,0
575,1.7323275290697235e-12,1.0232470704199929e-06,1.6379167247093028e-10,0
576,9.004683261866602e-09,1.0232470704199929e-06,-2.0100632618666013e-09,0
577,2.7557457928998013e-08,1.0232470704199929e-06,-6.468457928998012e-09,0
578,5.3236897777027884e-08,1.0232470704199929e-06,-1.130069777702788e-08,0
579,8.121566543198889e-08,1.0232470704199929e-06,-2.4201065431988885e-08,0
580,1.1693407499058788e-07,1.0232470704199929e-06,-6.248647499058787e-08,1
581,1.5465378767446097e-07,1.0232470704199929e-06,-1.1318508767446097e-07,1
582,1.6995015996984158e-07,1.0232470704199929e-06,-1.3696635996984157e-07,1
583,1.500735716356006e-07,1.0232470704199929e-06,-1.184047716356006e-07,1
584,1.0948505890206759e-07,1.0232470704199929e-06,-8.027145890206759e-08,1
585,6.624790119998463e-08,1.0232470704199929e-06,-4.4807001199984633e-08,0
586,3.020740882208777e-08,1.0232470704199929e-06,-1.7995508822087774e-08,0
587,9.453892739487714e-09,1.0232470704199929e-06,-3.3111227394877124e-09,0
588,2.72234617889462e-09,1.0232470704199929e-06,2.2384238211053808e-09,0
589,3.072173687943998e-09,1.0232470704199929e-06,5.712146312056002e-09,0
590,9.257057645519304e-09,1.0232470704199929e-06,1.1420542354480696e-08,0
591,3.4198461215309916e-08,1.0232470704199929e-06,1.2899338784690089e-08,0
592,1.3265704388745865e-07,1.0232470704199929e-06,-4.422554388745865e-08,0
593,4.025344646797594e-07,1.0232470704199929e-06,-2.6399846467975937e-07,1
594,8.366123390068486e-07,1.0232470704199929e-06,-6.135073390068487e-07,1
595,1.1918050450894382e-06,1.0232470704199929e-06,-8.122180450894382e-07,1
596,1.2505563874124443e-06,1.0232470704199929e-06,-7.292813874124444e-07,1
597,1.0196519825463407e-06,1.0232470704199929e-06,-5.313909825463408e-07,1
598,6.205772339214657e-07,1.0232470704199929e-06,-3.126812339214657e-07,1
599,2.612092289171546e-07,1.0232470704199929e-06,-1.1352322891715463e-07,0
600,7.432181505639728e-08,1.0232470704199929e-06,-5.717815056397283e-09,0
601,1.4982599022001026e-08,1.0232470704199929e-06,2.044540097799898e-08,0
602,2.286574429114392e-09,1.0232470704199929e-06,1.6594025570885606e-08,0
603,2.722788597570192e-10,1.0232470704199929e-06,8.95948114024298e-09,0
604,2.407288591752048e-11,1.0232470704199929e-06,4.06151711408248e-09,0
605,1.1664819633050034e-11,1.0232470704199929e-06,2.94276518036695e-09,0
606,7.484129559263119e-11,1.0232470704199929e-06,4.000578704407369e-09,0
607,2.542607040065142e-10,1.0232470704199929e-06,4.246649295993485e-09,0
608,8.51730627382056e-08,1.0232470704199929e-06,-2.83726273820561e-09,0
609,2.634564765637488e-07,1.0232470704199929e-06,-4.408647656374878e-08,0
610,5.092644554442332e-07,1.0232470704199929e-06,-1.3344245544423317e-07,1
611,7.032413946747983e-07,1.0232470704199929e-06,-2.696393946747984e-07,1
612,8.26355703421062e-07,1.0232470704199929e-06,-4.68187703421062e-07,1
613,9.155898085332523e-07,1.0232470704199929e-06,-6.810058085332523e-07,1
614,9.160968570989293e-07,1.0232470704199929e-06,-7.768748570989293e-07,1
615,7.612425857609796e-07,1.0232470704199929e-06,-6.760452857609796e-07,1
616,5.105529519970372e-07,1.0232470704199929e-06,-4.5619855199703725e-07,1
617,2.736888879298725e-07,1.0232470704199929e-06,-2.383689879298725e-07,1
618,1.164443616134948e-07,1.0232470704199929e-06,-8.83825616134948e-08,1
619,5.2746443020789696e-08,1.0232470704199929e-06,-1.74172430207897e-08,0
620,4.795015206047686e-08,1.0232470704199929e-06,1.6322547939523146e-08,0
621,8.032946526495503e-08,1.0232470704199929e-06,5.387053473504497e-08,0
622,1.7767227128831888e-07,1.0232470704199929e-06,9.673272871168112e-08,0
623,4.5850937270137493e-07,1.0232470704199929e-06,4.4403627298625094e-08,0
624,1.2284255832584792e-06,1.0232470704199929e-06,-4.299235832584792e-07,0
625,2.6719440004392282e-06,1.0232470704199929e-06,-1.5234140004392284e-06,1
626,4.151740006973304e-06,1.0232470704199929e-06,-2.516750006973304e-06,1
627,4.718387973566806e-06,1.0232470704199929e-06,-2.5764479735668064e-06,1
628,4.2367685970606655e-06,1.0232470704199929e-06,-2.0756985970606655e-06,1
629,3.010521813683653e-06,1.0232470704199929e-06,-1.489941813683653e-06,1
630,1.568401020215025e-06,1.0232470704199929e-06,-8.04273020215025e-07,1
631,5.688995558877115e-07,1.0232470704199929e-06,-2.3410855588771152e-07,0
632,1.4911867628679343e-07,1.0232470704199929e-06,2.0152323713206547e-08,0
633,3.174172226094924e-08,1.0232470704199929e-06,7.072227773905075e-08,0
634,5.721317226590097e-09,1.0232470704199929e-06,5.81994827734099e-08,0
635,7.451819815945525e-10,1.0232470704199929e-06,3.6276418018405445e-08,0
636,1.1942624542603854e-10,1.0232470704199929e-06,2.6530973754573963e-08,0
637,6.630484617059215e-10,1.0232470704199929e-06,3.6718851538294085e-08,0
638,3.3099448173570345e-09,1.0232470704199929e-06,5.4070455182642965e-08,0
639,7.916873719241603e-09,1.0232470704199929e-06,5.207382628075839e-08,0
640,5.785626103638903e-07,1.0232470704199929e-06,-3.3350610363890284e-08,0
641,1.449561342325193e-06,1.0232470704199929e-06,-2.1820134232519276e-07,0
642,2.2903247113832954e-06,1.0232470704199929e-06,-5.289647113832955e-07,1
643,2.6474210790065084e-06,1.0232470704199929e-06,-9.385310790065084e-07,1
644,2.7554770713867003e-06,1.0232470704199929e-06,-1.5426470713867004e-06,1
645,2.8572073058061925e-06,1.0232470704199929e-06,-2.1700073058061925e-06,1
646,2.655041056941209e-06,1.0232470704199929e-06,-2.3102300569412087e-06,1
647,1.9717377522718182e-06,1.0232470704199929e-06,-1.7995287522718182e-06,1
648,1.1603826074858706e-06,1.0232470704199929e-06,-1.0626825074858706e-06,1
649,5.933757564628236e-07,1.0232470704199929e-06,-5.119531564628236e-07,1
650,3.745729148084922e-07,1.0232470704199929e-06,-2.477419148084922e-07,1
651,3.9845916366200116e-07,1.0232470704199929e-06,-1.3491316366200116e-07,0
652,5.439980661650603e-07,1.0232470704199929e-06,-2.5950661650603366e-09,0
653,8.79710444515583e-07,1.0232470704199929e-06,1.5598955548441686e-07,0
654,1.608426087712949e-06,1.0232470704199929e-06,1.9609391228705106e-07,0
655,3.0586484669710924e-06,1.0232470704199929e-06,-2.3230846697109224e-07,0
656,5.579459509189369e-06,1.0232470704199929e-06,-1.6508695091893686e-06,0
657,8.512329318877997e-06,1.0232470704199929e-06,-3.5993393188779963e-06,1
658,1.000671550493895e-05,1.0232470704199929e-06,-4.33203550493895e-06,1
659,9.375706766507248e-06,1.0232470704199929e-06,-3.669886766507248e-06,1
660,7.3777597684129765e-06,1.0232470704199929e-06,-2.944119768412976e-06,1
661,4.7064113632619324e-06,1.0232470704199929e-06,-2.2019613632619326e-06,1
662,2.2657050223391397e-06,1.0232470704199929e-06,-1.1374050223391396e-06,1
663,8.083980844800936e-07,1.0232470704199929e-06,-2.5987008448009356e-07,0
664,2.2300148348267765e-07,1.0232470704199929e-06,1.2583051651732238e-07,0
665,4.8083799920668335e-08,1.0232470704199929e-06,2.0692020007933166e-07,0
666,7.370883599177551e-09,1.0232470704199929e-06,1.7925311640082247e-07,0
667,7.990383223064697e-10,1.0232470704199929e-06,1.421669616776935e-07,0
668,1.5571834949830026e-09,1.0232470704199929e-06,1.69941816505017e-07,1
669,1.1045369383408124e-08,1.0232470704199929e-06,2.852016306165919e-07,0
670,3.916005065293362e-08,1.0232470704199929e-06,3.755169493470664e-07,0
671,6.762293774371464e-08,1.0232470704199929e-06,2.9922406225628535e-07,0
672,1.7100932834100046e-06,1.0232470704199929e-06,-1.0753283410004403e-08,0
673,3.4889391030448523e-06,1.0232470704199929e-06,-2.7323910304485236e-07,0
674,4.6809372319964695e-06,1.0232470704199929e-06,-7.921772319964698e-07,0
675,4.825934925762163e-06,1.0232470704199929e-06,-1.563744925762163e-06,1
676,4.7267075708582165e-06,1.0232470704199929e-06,-2.6835075708582167e-06,1
677,4.710456342525103e-06,1.0232470704199929e-06,-3.674406342525103e-06,1
678,4.11590708344763e-06,1.0232470704199929e-06,-3.6473310834476302e-06,1
679,2.8456168661224724e-06,1.0232470704199929e-06,-2.6257938661224724e-06,1
680,1.6584782538628785e-06,1.0232470704199929e-06,-1.5061282538628786e-06,1
681,1.11836316238758e-06,1.0232470704199929e-06,-8.9185016238758e-07,1
682,1.2208899716832572e-06,1.0232470704199929e-06,-7.164339716832572e-07,1
683,1.683709005068059e-06,1.0232470704199929e-06,-5.84329005068059e-07,0
684,2.4697624759440292e-06,1.0232470704199929e-06,-3.12242475944029e-07,0
685,3.828140453785939e-06,1.0232470704199929e-06,-3.667045378593887e-08,0
686,5.91994873150261e-06,1.0232470704199929e-06,4.253126849738997e-08,0
687,8.618648831027244e-06,1.0232470704199929e-06,-2.933888310272434e-07,0
688,1.1388122876804175e-05,1.0232470704199929e-06,-1.3321228768041755e-06,0
689,1.282078424161279e-05,1.0232470704199929e-06,-2.3286842416127887e-06,1
690,1.1843724999883587e-05,1.0232470704199929e-06,-2.1934549998835877e-06,1
691,9.42241047746426e-06,1.0232470704199929e-06,-1.8538004774642586e-06,1
692,6.7293037609380926e-06,1.0232470704199929e-06,-2.0459237609380924e-06,1
693,4.085063459476219e-06,1.0232470704199929e-06,-1.8120834594762187e-06,1
694,1.954688570685388e-06,1.0232470704199929e-06,-8.963385706853881e-07,1
695,7.13030313743471e-07,1.0232470704199929e-06,-5.5269313743471087e-08,0
696,1.9173039382886407e-07,1.0232470704199929e-06,3.4060260617113596e-07,0
697,3.548917841248051e-08,1.0232470704199929e-06,4.271968215875195e-07,0
698,4.228881580761342e-09,1.0232470704199929e-06,3.945141184192386e-07,0
699,1.6398472360917745e-09,1.0232470704199929e-06,4.056151527639082e-07,0
700,1.334115547212918e-08,1.0232470704199929e-06,6.327948445278709e-07,1
701,6.714379305538943e-08,1.0232470704199929e-06,1.0106762069446107e-06,1
702,1.7231891991251221e-07,1.0232470704199929e-06,1.1163110800874879e-06,1
703,2.2427910735439425e-07,1.0232470704199929e-06,7.456828926456058e-07,1
704,2.3502989929324587e-06,1.0232470704199929e-06,5.9191007067541444e-08,0
705,4.1215423985175635e-06,1.0232470704199929e-06,-1.6768239851756423e-07,0
706,4.999623285663615e-06,1.0232470704199929e-06,-7.170832856636144e-07,0
707,4.862619340128846e-06,1.0232470704199929e-06,-1.5315793401288455e-06,1
