,T125R,max,diff,True
354,1.7506689651582822e-07,1.0984206599276616e-06,2.7670010348417175e-07,0
355,6.524024037997929e-08,1.0984206599276616e-06,1.253537596200207e-07,0
356,5.974520323805687e-08,1.0984206599276616e-06,1.071529676194313e-08,0
357,1.1533810053863487e-07,1.0984206599276616e-06,-8.298620053863487e-08,1
358,2.3379900545798768e-07,1.0984206599276616e-06,-1.8648730545798769e-07,1
359,5.4291625634518e-07,1.0984206599276616e-06,-2.9436225634518004e-07,1
360,1.7977132290924812e-06,1.0984206599276616e-06,-2.8225322909248127e-07,0
361,6.11289012314515e-06,1.0984206599276616e-06,7.4825987685485e-07,0
362,1.6331946449657053e-05,1.0984206599276616e-06,4.517653550342948e-06,1
363,3.28414490161884e-05,1.0984206599276616e-06,9.183050983811597e-06,1
364,4.933185870166941e-05,1.0984206599276616e-06,8.229841298330594e-06,1
365,5.3725741108044926e-05,1.0984206599276616e-06,1.336058891955076e-06,0
366,4.092516483879941e-05,1.0984206599276616e-06,-3.69326483879941e-06,1
367,2.147615046761023e-05,1.0984206599276616e-06,-3.462950467610231e-06,1
368,7.99217524215925e-06,1.0984206599276616e-06,-1.3780852421592498e-06,0
369,2.4118219930834827e-06,1.0984206599276616e-06,-1.8483199308348253e-07,0
370,8.836661946123207e-07,1.0984206599276616e-06,7.305580538767933e-08,0
371,5.815717376494219e-07,1.0984206599276616e-06,1.8842262350578177e-08,0
372,5.037593397673654e-07,1.0984206599276616e-06,8.068660232634636e-09,0
373,5.61886601692221e-07,1.0984206599276616e-06,9.897639830777891e-08,0
374,1.3826639983001001e-06,1.0984206599276616e-06,1.3470600169989974e-07,0
375,4.964564425034914e-06,1.0984206599276616e-06,-1.4354442503491394e-07,0
376,1.485259507058028e-05,1.0984206599276616e-06,-6.406950705802792e-07,0
377,3.2332958034476506e-05,1.0984206599276616e-06,-3.6625803447650623e-07,0
378,5.1092679730235495e-05,1.0984206599276616e-06,1.278320269764509e-06,0
379,6.086587304129027e-05,1.0984206599276616e-06,3.242626958709728e-06,0
380,5.6532220630276134e-05,1.0984206599276616e-06,4.193179369723866e-06,0
381,4.033245726290097e-05,1.0984206599276616e-06,3.7306427370990307e-06,1
382,2.083926203703587e-05,1.0984206599276616e-06,2.215337962964131e-06,1
383,7.304424653646479e-06,1.0984206599276616e-06,7.679753463535221e-07,0
384,5.895271814013499e-08,1.0984206599276616e-06,1.16068281859865e-07,0
385,3.70673768307441e-08,1.0984206599276616e-06,1.0850562316925591e-07,0
386,1.4238612434714669e-08,1.0984206599276616e-06,6.324458756528532e-08,0
387,1.3345149937818193e-08,1.0984206599276616e-06,1.8802350062181805e-08,0
388,3.7605542451954876e-08,1.0984206599276616e-06,-2.3778842451954877e-08,0
389,8.158836269844425e-08,1.0984206599276616e-06,-7.155636269844426e-08,1
390,1.4333185417184533e-07,1.0984206599276616e-06,-1.1754285417184534e-07,1
391,3.233767081674869e-07,1.0984206599276616e-06,-1.580217081674869e-07,1
392,1.0861261309497344e-06,1.0984206599276616e-06,-9.782013094973432e-08,0
393,3.4959712483184195e-06,1.0984206599276616e-06,5.175487516815799e-07,0
394,8.642575997631744e-06,1.0984206599276616e-06,1.9082240023682554e-06,1
395,1.5724648935140203e-05,1.0984206599276616e-06,2.387951064859797e-06,1
396,2.035903344720898e-05,1.0984206599276616e-06,3.8166655279102193e-07,0
397,1.8025120182077494e-05,1.0984206599276616e-06,-1.927120182077493e-06,0
398,1.0647868829202491e-05,1.0984206599276616e-06,-2.090118829202492e-06,1
399,4.203653564869858e-06,1.0984206599276616e-06,-1.0145435648698578e-06,1
400,1.1622416000095992e-06,1.0984206599276616e-06,-2.603296000095993e-07,0
401,2.70067756257798e-07,1.0984206599276616e-06,-2.658275625779798e-08,0
402,8.45975576750726e-08,1.0984206599276616e-06,6.4089423249274e-09,0
403,5.024828444523525e-08,1.0984206599276616e-06,5.02691555476475e-09,0
404,4.549776793943478e-08,1.0984206599276616e-06,1.525473206056522e-08,0
405,1.0471629405421596e-07,1.0984206599276616e-06,4.159670594578403e-08,0
406,5.084932007872211e-07,1.0984206599276616e-06,6.037779921277894e-08,0
407,2.133120854388755e-06,1.0984206599276616e-06,3.724914561124493e-08,0
408,6.338294319099522e-06,1.0984206599276616e-06,2.218568090047746e-08,0
409,1.3072622339744486e-05,1.0984206599276616e-06,2.077776602555132e-07,0
410,1.9099749909321965e-05,1.0984206599276616e-06,6.937500906780347e-07,0
411,2.0659663754529225e-05,1.0984206599276616e-06,1.1510362454707764e-06,0
412,1.7041923427036532e-05,1.0984206599276616e-06,1.1528765729634684e-06,0
413,1.0459673259432226e-05,1.0984206599276616e-06,8.315267405677734e-07,0
414,4.487233853377937e-06,1.0984206599276616e-06,4.788461466220634e-07,0
415,1.2681862624288182e-06,1.0984206599276616e-06,2.0279373757118167e-07,0
416,3.212453974430118e-09,1.0984206599276616e-06,1.520514602556988e-08,0
417,1.6664839348117565e-09,1.0984206599276616e-06,1.1723916065188244e-08,0
418,1.2236601733298119e-09,1.0984206599276616e-06,5.355269826670189e-09,0
419,4.695978621887345e-09,1.0984206599276616e-06,-1.699918621887345e-09,0
420,1.5497009207258744e-08,1.0984206599276616e-06,-1.3417089207258744e-08,1
421,3.439291548807821e-08,1.0984206599276616e-06,-3.107720548807821e-08,1
422,5.959248235792197e-08,1.0984206599276616e-06,-4.837088235792196e-08,1
423,1.211906374032886e-07,1.0984206599276616e-06,-5.246253740328861e-08,1
424,3.676555573302642e-07,1.0984206599276616e-06,-9.292557330264191e-09,0
425,1.1019591915382677e-06,1.0984206599276616e-06,1.3070080846173232e-07,0
426,2.5269909800072963e-06,1.0984206599276616e-06,1.982390199927034e-07,0
427,4.071801083439356e-06,1.0984206599276616e-06,-1.7387108343935638e-07,0
428,4.378157207925843e-06,1.0984206599276616e-06,-7.223172079258427e-07,0
429,3.056910578506114e-06,1.0984206599276616e-06,-7.803705785061136e-07,1
430,1.3836695054682049e-06,1.0984206599276616e-06,-4.29308505468205e-07,1
431,4.184415666071606e-07,1.0984206599276616e-06,-1.398355666071606e-07,1
432,9.704294189598822e-08,1.0984206599276616e-06,-3.5747841895988225e-08,1
433,2.342513575309193e-08,1.0984206599276616e-06,-1.0358735753091931e-08,1
434,6.083363303820154e-09,1.0984206599276616e-06,-1.1768733038201539e-09,0
435,1.9254731322488705e-09,1.0984206599276616e-06,1.95078686775113e-09,0
436,3.383743641849302e-09,1.0984206599276616e-06,4.667686358150698e-09,0
437,2.348861333885168e-08,1.0984206599276616e-06,1.5342886661148318e-08,0
438,1.4287627524301344e-07,1.0984206599276616e-06,4.8623724756986546e-08,0
439,6.028548032732488e-07,1.0984206599276616e-06,1.0814219672675113e-07,0
440,1.6902913352279698e-06,1.0984206599276616e-06,1.5984866477203037e-07,0
441,3.136434715144076e-06,1.0984206599276616e-06,2.200652848559239e-07,0
442,3.9727605414461765e-06,1.0984206599276616e-06,3.678394585538239e-07,0
443,3.644670538398253e-06,1.0984206599276616e-06,4.7659946160174647e-07,0
444,2.5273512850955783e-06,1.0984206599276616e-06,3.809187149044215e-07,0
445,1.2843738172015891e-06,1.0984206599276616e-06,2.1535618279841067e-07,0
446,4.414617039737796e-07,1.0984206599276616e-06,1.0554729602622036e-07,0
447,9.58358738957532e-08,1.0984206599276616e-06,4.157512610424679e-08,0
448,5.280236533739547e-11,1.0984206599276616e-06,6.626376346626046e-10,0
449,4.073234951274914e-11,1.0984206599276616e-06,3.8338265048725083e-10,0
450,2.828402613409544e-10,1.0984206599276616e-06,-9.107226134095437e-11,0
451,2.067831554849259e-09,1.0984206599276616e-06,-1.948026554849259e-09,1
452,8.2051377490703e-09,1.0984206599276616e-06,-7.9669907490703e-09,1
453,1.6960138577467655e-08,1.0984206599276616e-06,-1.6219625577467655e-08,1
454,1.989402705264453e-08,1.0984206599276616e-06,-1.6474967052644527e-08,1
455,2.4513080073989233e-08,1.0984206599276616e-06,-6.147280073989233e-09,0
456,6.760045567220099e-08,1.0984206599276616e-06,7.366744327799011e-09,0
457,2.0004705493487289e-07,1.0984206599276616e-06,9.149945065127104e-09,0
458,4.132649623251437e-07,1.0984206599276616e-06,-2.923996232514364e-08,0
459,5.470094382333325e-07,1.0984206599276616e-06,-8.925143823333255e-08,0
460,4.5623479854413004e-07,1.0984206599276616e-06,-1.0029879854413e-07,0
461,2.419822094956487e-07,1.0984206599276616e-06,-6.03842094956487e-08,0
462,8.523553891385595e-08,1.0984206599276616e-06,-2.329073891385594e-08,0
463,2.4750911855455826e-08,1.0984206599276616e-06,-9.982711855455826e-09,0
464,9.158365650775055e-09,1.0984206599276616e-06,-6.597335650775055e-09,1
465,3.3370636600819056e-09,1.0984206599276616e-06,-2.8747466600819056e-09,1
466,7.207101380523347e-10,1.0984206599276616e-06,-4.769901380523346e-10,0
467,1.158016651019053e-10,1.0984206599276616e-06,1.9394933489809468e-10,0
468,4.746372185209058e-10,1.0984206599276616e-06,1.2388727814790943e-09,0
469,4.607174814499247e-09,1.0984206599276616e-06,6.890225185500754e-09,0
470,2.969315694887728e-08,1.0984206599276616e-06,2.430204305112272e-08,0
471,1.1747529452302554e-07,1.0984206599276616e-06,5.334670547697445e-08,0
472,2.8409174244638876e-07,1.0984206599276616e-06,8.305025755361123e-08,0
473,4.321703450156355e-07,1.0984206599276616e-06,1.1707365498436451e-07,0
474,4.382993842608801e-07,1.0984206599276616e-06,1.5148861573911994e-07,0
475,3.258210280625148e-07,1.0984206599276616e-06,1.382739719374852e-07,1
476,1.8682554268637328e-07,1.0984206599276616e-06,8.056045731362673e-08,0
477,7.630002804574265e-08,1.0984206599276616e-06,3.473097195425735e-08,0
478,1.9744610422090607e-08,1.0984206599276616e-06,1.3182589577909392e-08,0
479,3.027996964872437e-09,1.0984206599276616e-06,3.903953035127563e-09,0
480,5.661516081270537e-13,1.0984206599276616e-06,6.698308391872947e-12,0
481,1.0323945523085251e-11,1.0984206599276616e-06,-6.9171155230852515e-12,0
482,1.3211916361831008e-10,1.0984206599276616e-06,-1.3030745361831007e-10,1
483,8.274044203794275e-10,1.0984206599276616e-06,-8.231702403794275e-10,1
484,2.5144662084369634e-09,1.0984206599276616e-06,-2.4914286084369634e-09,1
485,3.7247770855278336e-09,1.0984206599276616e-06,-3.565265085527834e-09,1
486,2.907958519065812e-09,1.0984206599276616e-06,-1.930709519065812e-09,1
487,2.828347879437971e-09,1.0984206599276616e-06,1.2235421205620283e-09,0
488,9.126623450224685e-09,1.0984206599276616e-06,2.6941765497753146e-09,0
489,2.4932666568197495e-08,1.0984206599276616e-06,1.090533431802507e-09,0
490,3.9500125773223264e-08,1.0984206599276616e-06,1.308474226776733e-09,0
491,3.646828889029769e-08,1.0984206599276616e-06,5.676811109702309e-09,0
492,2.061361994767424e-08,1.0984206599276616e-06,7.689680052325763e-09,0
493,7.586367844845796e-09,1.0984206599276616e-06,5.309732155154206e-09,0
494,2.1771912588724187e-09,1.0984206599276616e-06,2.107958741127581e-09,0
495,8.703848827443966e-10,1.0984206599276616e-06,1.5092511725560342e-10,0
496,4.438637337897988e-10,1.0984206599276616e-06,-2.9097273378979874e-10,0
497,1.417018178945611e-10,1.0984206599276616e-06,-1.221041178945611e-10,1
498,2.291479413752236e-11,1.0984206599276616e-06,-7.906994137522358e-12,0
499,5.5287497677315814e-12,1.0984206599276616e-06,7.916535023226841e-11,0
500,6.701865690772893e-11,1.0984206599276616e-06,6.289393430922712e-10,0
501,7.204355809122905e-10,1.0984206599276616e-06,3.15127441908771e-09,1
502,4.352272457696624e-09,1.0984206599276616e-06,9.759927542303377e-09,1
503,1.4740272560594114e-08,1.0984206599276616e-06,1.9557827439405885e-08,1
504,2.855292795644108e-08,1.0984206599276616e-06,2.8494472043558923e-08,1
505,3.3078565555621385e-08,1.0984206599276616e-06,3.387113444437861e-08,1
506,2.5445307785442914e-08,1.0984206599276616e-06,3.185489221455708e-08,1
507,1.50269542802446e-08,1.0984206599276616e-06,2.0985145719755397e-08,1
508,6.8525332383783104e-09,1.0984206599276616e-06,9.26616676162169e-09,1
509,2.0668702124595296e-09,1.0984206599276616e-06,3.010049787540471e-09,0
510,3.650210828685081e-10,1.0984206599276616e-06,8.18138917131492e-10,0
511,3.61328800568414e-11,1.0984206599276616e-06,1.711171199431586e-10,0
512,5.319476396395192e-13,1.0984206599276616e-06,2.610002360360481e-12,0
513,4.4438011252580795e-12,1.0984206599276616e-06,1.243189887474192e-11,0
514,2.3741049885084614e-11,1.0984206599276616e-06,3.3525750114915383e-11,0
515,8.025907715089575e-11,1.0984206599276616e-06,5.848892284910424e-11,0
516,1.5516645542580168e-10,1.0984206599276616e-06,1.0682654457419828e-10,0
517,1.5821891073437803e-10,1.0984206599276616e-06,3.2263308926562193e-10,0
518,1.0148852595398024e-10,1.0984206599276616e-06,1.39868147404602e-09,0
519,1.9044031590323863e-10,1.0984206599276616e-06,4.6765996840967604e-09,0
520,6.789986773824902e-10,1.0984206599276616e-06,9.204041322617511e-09,0
521,1.3886619384727806e-09,1.0984206599276616e-06,1.144183806152722e-08,0
522,1.504888034676544e-09,1.0984206599276616e-06,9.624411965323455e-09,0
523,8.998307155147253e-10,1.0984206599276616e-06,5.388989284485274e-09,0
524,3.1815764090535874e-10,1.0984206599276616e-06,2.228082359094641e-09,0
525,7.49049943783427e-11,1.0984206599276616e-06,8.876800056216573e-10,0
526,1.899444073929839e-11,1.0984206599276616e-06,3.1706355926070167e-10,0
527,1.0599926434790883e-11,1.0984206599276616e-06,9.236707356520912e-11,0
528,8.059807561966807e-12,1.0984206599276616e-06,1.1271919243803318e-10,0
529,1.1350183024076087e-11,1.0984206599276616e-06,2.551418169759239e-10,0
530,2.3567499983068395e-11,1.0984206599276616e-06,4.582805000169316e-10,0
531,4.4635580459347684e-11,1.0984206599276616e-06,1.3197244195406525e-09,0
532,9.85843494468864e-11,1.0984206599276616e-06,4.629915650553114e-09,0
533,2.4950734077763817e-10,1.0984206599276616e-06,1.0749892659222362e-08,0
534,5.719045534197073e-10,1.0984206599276616e-06,1.5608595446580292e-08,1
535,1.1130359757454166e-09,1.0984206599276616e-06,1.6355864024254584e-08,1
536,1.4735533152509605e-09,1.0984206599276616e-06,1.4078946684749039e-08,1
537,1.1589574594055727e-09,1.0984206599276616e-06,1.0188142540594429e-08,1
538,5.896210311760023e-10,1.0984206599276616e-06,5.775528968823997e-09,1
539,2.396499618243413e-10,1.0984206599276616e-06,2.2829700381756583e-09,1
540,7.796193295411596e-11,1.0984206599276616e-06,6.164280670458841e-10,1
541,1.6373168394299547e-11,1.0984206599276616e-06,1.2698683160570045e-10,0
542,1.937779469984e-12,1.0984206599276616e-06,2.3548520530016e-11,0
543,1.33784330055575e-13,1.0984206599276616e-06,4.7851656699444246e-12,0
544,9.8153697905994e-11,1.0984206599276616e-06,1.93620302094006e-10,0
545,4.5291903835035824e-10,1.0984206599276616e-06,6.430209616496418e-10,0
546,1.0677344110289879e-09,1.0984206599276616e-06,1.6043355889710124e-09,0
547,1.314601532039687e-09,1.0984206599276616e-06,3.1985884679603126e-09,0
548,8.988808847572457e-10,1.0984206599276616e-06,4.473319115242755e-09,0
549,3.912712487878301e-10,1.0984206599276616e-06,4.77984875121217e-09,0
550,1.2587919926874958e-10,1.0984206599276616e-06,6.7271508007312505e-09,0
551,3.2696714987533475e-11,1.0984206599276616e-06,1.2448203285012465e-08,0
552,1.6169581837706716e-11,1.0984206599276616e-06,1.7045030418162293e-08,0
553,1.7950508648786017e-11,1.0984206599276616e-06,1.5040149491351215e-08,0
554,1.320525059872671e-11,1.0984206599276616e-06,8.523214749401273e-09,0
555,5.516680980447363e-12,1.0984206599276616e-06,3.0361933190195527e-09,0
556,3.656091998355147e-12,1.0984206599276616e-06,7.642739080016448e-10,0
557,1.5287423738730818e-11,1.0984206599276616e-06,3.7275957626126916e-10,0
558,6.756846014075404e-11,1.0984206599276616e-06,6.577085398592458e-10,0
559,2.368975685337626e-10,1.0984206599276616e-06,1.7760224314662375e-09,0
560,6.312861448581171e-10,1.0984206599276616e-06,4.3046938551418824e-09,0
561,1.3638698916067085e-09,1.0984206599276616e-06,7.458370108393291e-09,0
562,2.409716722628304e-09,1.0984206599276616e-06,1.2389083277371695e-08,0
563,3.316504302724388e-09,1.0984206599276616e-06,2.8775695697275617e-08,1
564,4.2744709721852226e-09,1.0984206599276616e-06,6.048542902781477e-08,1
565,5.21148770260056e-09,1.0984206599276616e-06,8.205361229739946e-08,1
566,4.232838095873077e-09,1.0984206599276616e-06,7.105666190412691e-08,1
567,1.865762861700608e-09,1.0984206599276616e-06,4.56995371382994e-08,1
568,4.42299118470336e-10,1.0984206599276616e-06,2.6225100881529668e-08,1
569,6.80589148355469e-11,1.0984206599276616e-06,1.4149641085164452e-08,0
570,9.591213705773106e-12,1.0984206599276616e-06,6.568428786294227e-09,0
571,1.4178740698763318e-12,1.0984206599276616e-06,2.500022125930124e-09,0
572,3.956285182555365e-13,1.0984206599276616e-06,8.222053714817446e-10,0
573,1.2464795796663869e-12,1.0984206599276616e-06,2.555725204203336e-10,0
574,4.123919404368243e-12,1.0984206599276616e-06,1.564140805956317e-10,0
575,6.9519007678069185e-12,1.0984206599276616e-06,1.5857209923219307e-10,0
576,4.194474013067932e-09,1.0984206599276616e-06,2.800145986932069e-09,0
577,1.4115214436062983e-08,1.0984206599276616e-06,6.973785563937018e-09,0
578,2.535288006129478e-08,1.0984206599276616e-06,1.6583319938705225e-08,0
579,2.5917645903387684e-08,1.0984206599276616e-06,3.109695409661232e-08,0
580,1.6973890389728682e-08,1.0984206599276616e-06,3.7473709610271315e-08,1
581,8.056668608106361e-09,1.0984206599276616e-06,3.341203139189364e-08,1
582,2.7837932441021888e-09,1.0984206599276616e-06,3.0200006755897815e-08,0
583,6.359562916508485e-10,1.0984206599276616e-06,3.103284370834915e-08,0
584,8.805834368803574e-11,1.0984206599276616e-06,2.9125541656311966e-08,0
585,7.151952913662628e-12,1.0984206599276616e-06,2.1433748047086338e-08,0
586,4.285141302762238e-12,1.0984206599276616e-06,1.2207614858697238e-08,0
587,5.2652476396719714e-11,1.0984206599276616e-06,6.090117523603282e-09,0
588,3.823546732904242e-10,1.0984206599276616e-06,4.5784153267095765e-09,0
589,1.6927174006576079e-09,1.0984206599276616e-06,7.091602599342393e-09,0
590,5.356020641954804e-09,1.0984206599276616e-06,1.5321579358045196e-08,0
591,1.3372812515487663e-08,1.0984206599276616e-06,3.372498748451234e-08,0
592,2.683177681389696e-08,1.0984206599276616e-06,6.159972318610303e-08,0
593,4.548516219236343e-08,1.0984206599276616e-06,9.305083780763657e-08,0
594,6.327873143418697e-08,1.0984206599276616e-06,1.5982626856581304e-07,1
595,6.682394787060101e-08,1.0984206599276616e-06,3.12763052129399e-07,1
596,5.5583194178225074e-08,1.0984206599276616e-06,4.6569180582177487e-07,1
597,3.791676024710278e-08,1.0984206599276616e-06,4.5034423975289717e-07,1
598,1.937183849216573e-08,1.0984206599276616e-06,2.8852416150783426e-07,1
599,7.02858021223729e-09,1.0984206599276616e-06,1.406574197877627e-07,1
600,2.074781409506712e-09,1.0984206599276616e-06,6.652921859049328e-08,0
601,5.091314503995567e-10,1.0984206599276616e-06,3.4918868549600445e-08,0
602,8.09252435075692e-11,1.0984206599276616e-06,1.879967475649243e-08,0
603,1.4185274830831215e-11,1.0984206599276616e-06,9.217574725169167e-09,0
604,6.159381728304235e-11,1.0984206599276616e-06,4.0239961827169575e-09,0
605,2.819373916235397e-10,1.0984206599276616e-06,2.6724926083764603e-09,0
606,6.764106782009066e-10,1.0984206599276616e-06,3.3990093217990935e-09,0
607,8.30642420612399e-10,1.0984206599276616e-06,3.6702675793876005e-09,0
608,5.1992043910126516e-08,1.0984206599276616e-06,3.0343756089873477e-08,1
609,1.3614696398993678e-07,1.0984206599276616e-06,8.322303601006323e-08,1
610,2.077596391898846e-07,1.0984206599276616e-06,1.6806236081011538e-07,1
611,2.0226553682224138e-07,1.0984206599276616e-06,2.3133646317775859e-07,1
612,1.3853052965340804e-07,1.0984206599276616e-06,2.1963747034659194e-07,1
613,6.979027154813793e-08,1.0984206599276616e-06,1.6479372845186207e-07,0
614,2.4637307206480953e-08,1.0984206599276616e-06,1.1458469279351904e-07,0
615,5.4907118043842915e-09,1.0984206599276616e-06,7.970658819561572e-08,0
616,7.023431119713127e-10,1.0984206599276616e-06,5.365205688802869e-08,0
617,6.034247637045236e-11,1.0984206599276616e-06,3.525955752362955e-08,0
618,2.252793089922356e-10,1.0984206599276616e-06,2.7836520691007763e-08,0
619,2.2300819855001228e-09,1.0984206599276616e-06,3.3099118014499876e-08,0
620,1.2626112913583788e-08,1.0984206599276616e-06,5.164658708641622e-08,0
621,4.5628584867741385e-08,1.0984206599276616e-06,8.857141513225861e-08,1
622,1.2009843381136606e-07,1.0984206599276616e-06,1.5430656618863394e-07,0
623,2.4850801336058355e-07,1.0984206599276616e-06,2.5440498663941647e-07,0
624,4.1643301192721245e-07,1.0984206599276616e-06,3.8206898807278757e-07,0
625,5.762417544373191e-07,1.0984206599276616e-06,5.722882455626807e-07,0
626,6.463714056519416e-07,1.0984206599276616e-06,9.886185943480584e-07,1
627,5.672030676008947e-07,1.0984206599276616e-06,1.5747369323991055e-06,1
628,3.814381240653721e-07,1.0984206599276616e-06,1.779631875934628e-06,1
629,1.9945446814770805e-07,1.0984206599276616e-06,1.3211255318522919e-06,1
630,8.851328074467332e-08,1.0984206599276616e-06,6.756147192553267e-07,1
631,3.63186124889128e-08,1.0984206599276616e-06,2.984723875110872e-07,1
632,1.2235509990811569e-08,1.0984206599276616e-06,1.570354900091884e-07,0
633,2.677052202874364e-09,1.0984206599276616e-06,9.978694779712563e-08,0
634,4.569296308406221e-10,1.0984206599276616e-06,6.346387036915937e-08,0
635,9.664997010883828e-10,1.0984206599276616e-06,3.6055100298911614e-08,0
636,4.647084081617282e-09,1.0984206599276616e-06,2.200331591838272e-08,0
637,1.3944727738844264e-08,1.0984206599276616e-06,2.343717226115574e-08,0
638,2.3439577144317206e-08,1.0984206599276616e-06,3.394082285568279e-08,0
639,2.1487334601136788e-08,1.0984206599276616e-06,3.850336539886321e-08,0
640,3.116762820837571e-07,1.0984206599276616e-06,2.3353571791624288e-07,1
641,6.921749821041522e-07,1.0984206599276616e-06,5.391850178958479e-07,1
642,9.583005909352506e-07,1.0984206599276616e-06,8.030594090647493e-07,1
643,8.839842743462423e-07,1.0984206599276616e-06,8.249057256537577e-07,1
644,5.779542621787339e-07,1.0984206599276616e-06,6.348757378212659e-07,0
645,2.7052402684227967e-07,1.0984206599276616e-06,4.166759731577203e-07,0
646,8.440091212026061e-08,1.0984206599276616e-06,2.6041008787973936e-07,0
647,1.5887450255465428e-08,1.0984206599276616e-06,1.5632154974453457e-07,0
648,1.696660069274324e-09,1.0984206599276616e-06,9.600343993072569e-08,0
649,3.32101373840137e-10,1.0984206599276616e-06,8.109049862615987e-08,0
650,3.0389387425219178e-09,1.0984206599276616e-06,1.237920612574781e-07,0
651,2.3839468023620208e-08,1.0984206599276616e-06,2.397065319763798e-07,0
652,1.1786514641536453e-07,1.0984206599276616e-06,4.2353785358463547e-07,1
653,4.0145782870741095e-07,1.0984206599276616e-06,6.342421712925889e-07,1
654,1.0147623325116462e-06,1.0984206599276616e-06,7.897576674883538e-07,0
655,1.9748958752789524e-06,1.0984206599276616e-06,8.514441247210478e-07,0
656,2.9736564659839227e-06,1.0984206599276616e-06,9.549335340160774e-07,0
657,3.469973871812162e-06,1.0984206599276616e-06,1.4430161281878385e-06,0
658,3.2352689597812527e-06,1.0984206599276616e-06,2.4394110402187477e-06,1
659,2.4686699842643574e-06,1.0984206599276616e-06,3.2371500157356428e-06,1
660,1.5063327991233269e-06,1.0984206599276616e-06,2.9273072008766738e-06,1
661,7.323682713548226e-07,1.0984206599276616e-06,1.772081728645177e-06,1
662,3.00309759797388e-07,1.0984206599276616e-06,8.279902402026121e-07,1
663,1.0481834028606217e-07,1.0984206599276616e-06,4.437096597139379e-07,0
664,2.775391244612639e-08,1.0984206599276616e-06,3.2107808755387364e-07,0
665,6.0767959716547256e-09,1.0984206599276616e-06,2.489272040283453e-07,0
666,7.661635246810191e-09,1.0984206599276616e-06,1.7896236475318983e-07,0
667,3.253968791456138e-08,1.0984206599276616e-06,1.104263120854386e-07,0
668,1.026100507515292e-07,1.0984206599276616e-06,6.888894924847079e-08,0
669,2.0561255718145196e-07,1.0984206599276616e-06,9.063444281854803e-08,0
670,2.493076258735791e-07,1.0984206599276616e-06,1.6536937412642095e-07,0
671,1.817750031334727e-07,1.0984206599276616e-06,1.850719968665273e-07,0
672,9.98501269939031e-07,1.0984206599276616e-06,7.008387300609692e-07,1
673,1.9628496620657857e-06,1.0984206599276616e-06,1.2528503379342143e-06,1
674,2.413231003041693e-06,1.0984206599276616e-06,1.4755289969583066e-06,1
675,1.945602378375706e-06,1.0984206599276616e-06,1.3165876216242939e-06,1
676,1.0719392176465747e-06,1.0984206599276616e-06,9.71260782353425e-07,0
677,4.045794952266199e-07,1.0984206599276616e-06,6.314705047733801e-07,0
678,1.0009878562397318e-07,1.0984206599276616e-06,3.684772143760268e-07,0
679,1.5431953359726042e-08,1.0984206599276616e-06,2.0439104664027395e-07,0
680,1.884688389008185e-09,1.0984206599276616e-06,1.504653116109918e-07,0
681,3.4674963531228466e-09,1.0984206599276616e-06,2.2304550364687715e-07,0
682,2.098938178602024e-08,1.0984206599276616e-06,4.834666182139797e-07,1
683,1.1648078933570075e-07,1.0984206599276616e-06,9.828992106642992e-07,1
684,5.113486105800045e-07,1.0984206599276616e-06,1.6461713894199957e-06,1
685,1.6607142854125132e-06,1.0984206599276616e-06,2.130755714587487e-06,1
686,3.98425063331522e-06,1.0984206599276616e-06,1.9782293666847804e-06,1
687,7.09708011229776e-06,1.0984206599276616e-06,1.2281798877022402e-06,0
688,9.33359567719548e-06,1.0984206599276616e-06,7.224043228045198e-07,0
689,9.268698094793547e-06,1.0984206599276616e-06,1.2234019052064537e-06,0
690,7.421439793007636e-06,1.0984206599276616e-06,2.2288302069923637e-06,1
691,4.952745430987632e-06,1.0984206599276616e-06,2.6158645690123696e-06,1
692,2.6585403306811767e-06,1.0984206599276616e-06,2.0248396693188235e-06,1
693,1.1274578793684617e-06,1.0984206599276616e-06,1.1455221206315383e-06,1
694,3.923707036274026e-07,1.0984206599276616e-06,6.659792963725974e-07,0
695,1.1600774823770245e-07,1.0984206599276616e-06,5.417532517622975e-07,0
696,3.3086279340863914e-08,1.0984206599276616e-06,4.992467206591361e-07,0
697,2.6278251881761688e-08,1.0984206599276616e-06,4.3640774811823835e-07,0
698,9.21627351894705e-08,1.0984206599276616e-06,3.0658026481052947e-07,0
699,3.3088431662771594e-07,1.0984206599276616e-06,7.637068337228403e-08,0
700,7.998751004545159e-07,1.0984206599276616e-06,-1.5373910045451583e-07,0
701,1.2256421074346034e-06,1.0984206599276616e-06,-1.478221074346032e-07,0
702,1.172234486846837e-06,1.0984206599276616e-06,1.1639551315316302e-07,0
703,7.035618555946101e-07,1.0984206599276616e-06,2.6640014440538996e-07,0
704,1.6054000996166368e-06,1.0984206599276616e-06,8.040899003833634e-07,0
705,2.7450025443959734e-06,1.0984206599276616e-06,1.2088574556040259e-06,0
706,2.8847840059513664e-06,1.0984206599276616e-06,1.397755994048634e-06,1
707,1.958865329769005e-06,1.0984206599276616e-06,1.3721746702309952e-06,1
708,8.937694993733034e-07,1.0984206599276616e-06,1.080880500626697e-06,1
709,2.773704513874339e-07,1.0984206599276616e-06,6.673605486125662e-07,1
710,5.888885644306903e-08,1.0984206599276616e-06,3.46748143556931e-07,1
711,9.695039640593574e-09,1.0984206599276616e-06,2.0185696035940645e-07,0
