,K292I,max,diff,True
357,1.7674086283659612e-08,1.056035626733772e-06,1.4677813716340393e-08,0
358,2.9523011303636502e-08,1.056035626733772e-06,1.7788688696363495e-08,0
359,2.8478280098040446e-07,1.056035626733772e-06,-3.622880098040447e-08,0
360,1.84257299461674e-06,1.056035626733772e-06,-3.2711299461674007e-07,0
361,7.740448776215891e-06,1.056035626733772e-06,-8.792987762158909e-07,0
362,2.165966507294412e-05,1.056035626733772e-06,-8.100650729441178e-07,0
363,4.226165081458254e-05,1.056035626733772e-06,-2.3715081458254068e-07,0
364,5.984074178555018e-05,1.056035626733772e-06,-2.2790417855501817e-06,0
365,6.182459314865508e-05,1.056035626733772e-06,-6.762793148655078e-06,1
366,4.565928537750587e-05,1.056035626733772e-06,-8.427385377505873e-06,1
367,2.372560523058396e-05,1.056035626733772e-06,-5.712405230583961e-06,1
368,8.747519510218955e-06,1.056035626733772e-06,-2.133429510218955e-06,1
369,2.3957374019122933e-06,1.056035626733772e-06,-1.687474019122931e-07,0
370,5.526018473378099e-07,1.056035626733772e-06,4.0412015266219015e-07,1
371,1.5450075304734876e-07,1.056035626733772e-06,4.459132469526513e-07,1
372,1.0975057759906032e-07,1.056035626733772e-06,4.0207742240093974e-07,1
373,2.675052854301116e-07,1.056035626733772e-06,3.933577145698883e-07,1
374,1.1477240715060397e-06,1.056035626733772e-06,3.6964592849396016e-07,0
375,4.683122824102487e-06,1.056035626733772e-06,1.3789717589751315e-07,0
376,1.4406848563619842e-05,1.056035626733772e-06,-1.9494856361984146e-07,0
377,3.1974395502786346e-05,1.056035626733772e-06,-7.695502786346357e-09,0
378,5.225002427900694e-05,1.056035626733772e-06,1.2097572099306164e-07,0
379,6.595366532454849e-05,1.056035626733772e-06,-1.8451653245484917e-06,0
380,6.631885714545333e-05,1.056035626733772e-06,-5.593457145453327e-06,1
381,5.175579113490458e-05,1.056035626733772e-06,-7.692691134904576e-06,1
382,2.9487946972204717e-05,1.056035626733772e-06,-6.433346972204716e-06,1
383,1.162025215201033e-05,1.056035626733772e-06,-3.547852152010329e-06,1
384,8.770165074047144e-07,1.056035626733772e-06,-7.019955074047145e-07,1
385,7.264222374282829e-07,1.056035626733772e-06,-5.808492374282828e-07,1
386,3.423383805105237e-07,1.056035626733772e-06,-2.648551805105237e-07,1
387,9.181735874741614e-08,1.056035626733772e-06,-5.966985874741615e-08,0
388,1.3892001021729722e-08,1.056035626733772e-06,-6.530102172972127e-11,0
389,2.937941781241399e-09,1.056035626733772e-06,7.094058218758601e-09,0
390,2.568781239972636e-08,1.056035626733772e-06,1.0118760027364024e-10,0
391,2.2465286618101092e-07,1.056035626733772e-06,-5.929786618101094e-08,0
392,1.2398099287127486e-06,1.056035626733772e-06,-2.515039287127485e-07,0
393,4.4498304591838136e-06,1.056035626733772e-06,-4.363104591838141e-07,0
394,1.0821196619724027e-05,1.056035626733772e-06,-2.703966197240282e-07,0
395,1.8489785072491268e-05,1.056035626733772e-06,-3.771850724912677e-07,0
396,2.2389019217673224e-05,1.056035626733772e-06,-1.6483192176732215e-06,0
397,1.8905786677519496e-05,1.056035626733772e-06,-2.807786677519495e-06,1
398,1.097926397076274e-05,1.056035626733772e-06,-2.4215139707627406e-06,1
399,4.4067121947969585e-06,1.056035626733772e-06,-1.2176021947969586e-06,1
400,1.2502621904054378e-06,1.056035626733772e-06,-3.483501904054379e-07,1
401,2.614843794797773e-07,1.056035626733772e-06,-1.799937947977725e-08,0
402,4.7142075898905536e-08,1.056035626733772e-06,4.3864424101094465e-08,0
403,1.5828134686169682e-08,1.056035626733772e-06,3.944706531383032e-08,1
404,2.439446418464105e-08,1.056035626733772e-06,3.635803581535895e-08,0
405,1.0277935852708193e-07,1.056035626733772e-06,4.353364147291806e-08,0
406,5.618800779222665e-07,1.056035626733772e-06,6.990922077733479e-09,0
407,2.410543090347197e-06,1.056035626733772e-06,-2.4017309034719695e-07,0
408,7.189709395056575e-06,1.056035626733772e-06,-8.292293950565755e-07,0
409,1.4989058672386768e-05,1.056035626733772e-06,-1.708658672386769e-06,0
410,2.2719012837745106e-05,1.056035626733772e-06,-2.925512837745106e-06,1
411,2.625518676414736e-05,1.056035626733772e-06,-4.444486764147358e-06,1
412,2.3543502136607534e-05,1.056035626733772e-06,-5.348702136607533e-06,1
413,1.5841040160728675e-05,1.056035626733772e-06,-4.549840160728675e-06,1
414,7.625143166357058e-06,1.056035626733772e-06,-2.6590631663570584e-06,1
415,2.5389217352524884e-06,1.056035626733772e-06,-1.0679417352524885e-06,1
416,8.482108352666134e-08,1.056035626733772e-06,-6.640348352666134e-08,1
417,5.744358915386047e-08,1.056035626733772e-06,-4.405318915386047e-08,1
418,2.169391334954917e-08,1.056035626733772e-06,-1.511498334954917e-08,0
419,4.554009068584243e-09,1.056035626733772e-06,-1.5579490685842433e-09,0
420,5.68045687067654e-10,1.056035626733772e-06,1.511874312932346e-09,0
421,1.0063078319540585e-09,1.056035626733772e-06,2.309402168045941e-09,0
422,1.2096139580648096e-08,1.056035626733772e-06,-8.745395806480947e-10,0
423,9.065372427537658e-08,1.056035626733772e-06,-2.1925624275376585e-08,0
424,4.257221116810414e-07,1.056035626733772e-06,-6.735911168104138e-08,0
425,1.3054441419587671e-06,1.056035626733772e-06,-7.278414195876711e-08,0
426,2.724593821953018e-06,1.056035626733772e-06,6.361780469817316e-10,0
427,3.947657953331138e-06,1.056035626733772e-06,-4.9727953331138e-08,0
428,3.923676718301554e-06,1.056035626733772e-06,-2.678367183015537e-07,0
429,2.6217708443723203e-06,1.056035626733772e-06,-3.4523084437231986e-07,0
430,1.1773741383612072e-06,1.056035626733772e-06,-2.2301313836120728e-07,0
431,3.6375148702787814e-07,1.056035626733772e-06,-8.514548702787811e-08,0
432,7.922931718387193e-08,1.056035626733772e-06,-1.7934217183871927e-08,0
433,1.2373247598753247e-08,1.056035626733772e-06,6.93152401246752e-10,0
434,1.7097085742829304e-09,1.056035626733772e-06,3.1967814257170695e-09,0
435,9.828593683329109e-10,1.056035626733772e-06,2.8934006316670895e-09,0
436,4.428812481782578e-09,1.056035626733772e-06,3.6226175182174222e-09,0
437,3.4424218271315785e-08,1.056035626733772e-06,4.407281728684215e-09,0
438,2.0756391089871324e-07,1.056035626733772e-06,-1.6063910898713255e-08,0
439,8.228495426002984e-07,1.056035626733772e-06,-1.1185254260029844e-07,0
440,2.1919190556061668e-06,1.056035626733772e-06,-3.4177905560616663e-07,0
441,4.093190792882797e-06,1.056035626733772e-06,-7.366907928827969e-07,0
442,5.553776267292749e-06,1.056035626733772e-06,-1.2131762672927482e-06,1
443,5.636450721015054e-06,1.056035626733772e-06,-1.5151807210150545e-06,1
444,4.2899294133665485e-06,1.056035626733772e-06,-1.3816594133665487e-06,1
445,2.3725570369671286e-06,1.056035626733772e-06,-8.728270369671288e-07,1
446,9.25171080724852e-07,1.056035626733772e-06,-3.7816208072485207e-07,1
447,2.4989417257949083e-07,1.056035626733772e-06,-1.1248317257949085e-07,1
448,2.86447832666793e-09,1.056035626733772e-06,-2.14903832666793e-09,1
449,1.5327585940141596e-09,1.056035626733772e-06,-1.1086435940141595e-09,1
450,4.4672794815818e-10,1.056035626733772e-06,-2.5495994815818e-10,0
451,7.128388391467212e-11,1.056035626733772e-06,4.852111608532788e-11,0
452,2.1317873977777445e-11,1.056035626733772e-06,2.1682912602222258e-10,0
453,2.9620705280685413e-10,1.056035626733772e-06,4.4430594719314585e-10,0
454,3.247971152696918e-09,1.056035626733772e-06,1.7108884730308196e-10,0
455,2.0703635098082062e-08,1.056035626733772e-06,-2.337835098082062e-09,0
456,8.035703839430272e-08,1.056035626733772e-06,-5.389838394302723e-09,0
457,2.035077678237954e-07,1.056035626733772e-06,5.689232176204598e-09,0
458,3.555522859052137e-07,1.056035626733772e-06,2.8472714094786363e-08,0
459,4.285000276555713e-07,1.056035626733772e-06,2.9257972344428677e-08,0
460,3.420009287554294e-07,1.056035626733772e-06,1.3935071244570644e-08,0
461,1.7498431159882296e-07,1.056035626733772e-06,6.613688401177054e-09,0
462,5.7767695505238805e-08,1.056035626733772e-06,4.177104494761201e-09,0
463,1.2911950801375814e-08,1.056035626733772e-06,1.8562491986241855e-09,0
464,2.0455713631813907e-09,1.056035626733772e-06,5.154586368186095e-10,0
465,2.2838748322358462e-10,1.056035626733772e-06,2.339295167764153e-10,0
466,2.541224133582947e-11,1.056035626733772e-06,2.1830775866417054e-10,0
467,8.788114251324768e-11,1.056035626733772e-06,2.218698574867523e-10,0
468,1.1864915161362431e-09,1.056035626733772e-06,5.270184838637569e-10,0
469,1.0541205830114894e-08,1.056035626733772e-06,9.561941698851062e-10,0
470,5.6048109317953184e-08,1.056035626733772e-06,-2.0529093179531854e-09,0
471,1.86610061730134e-07,1.056035626733772e-06,-1.5788061730134e-08,0
472,4.1650241615302405e-07,1.056035626733772e-06,-4.936041615302406e-08,0
473,6.589505246485387e-07,1.056035626733772e-06,-1.0970652464853865e-07,0
474,7.584077236897684e-07,1.056035626733772e-06,-1.686197236897684e-07,1
475,6.40424870608362e-07,1.056035626733772e-06,-1.7632987060836198e-07,1
476,3.9236410635359705e-07,1.056035626733772e-06,-1.2497810635359704e-07,1
477,1.690541092645125e-07,1.056035626733772e-06,-5.802310926451251e-08,1
478,5.0277387451689115e-08,1.056035626733772e-06,-1.7350187451689117e-08,0
479,1.0249414765989547e-08,1.056035626733772e-06,-3.317464765989547e-09,0
480,2.9236273105744153e-11,1.056035626733772e-06,-2.1971813105744155e-11,1
481,1.19116341411545e-11,1.056035626733772e-06,-8.5048041411545e-12,1
482,3.7265288838715985e-12,1.056035626733772e-06,-1.9148188838715988e-12,0
483,4.418092572132656e-12,1.056035626733772e-06,-1.839125721326556e-13,0
484,1.004995695270641e-11,1.056035626733772e-06,1.298764304729359e-11,0
485,6.323808297954891e-11,1.056035626733772e-06,9.627391702045108e-11,0
486,5.134475522749157e-10,1.056035626733772e-06,4.638014477250841e-10,0
487,2.540925595523077e-09,1.056035626733772e-06,1.5109644044769224e-09,0
488,7.857719175179878e-09,1.056035626733772e-06,3.9630808248201215e-09,0
489,1.6758400541895057e-08,1.056035626733772e-06,9.264799458104944e-09,0
490,2.506589443918609e-08,1.056035626733772e-06,1.5742705560813906e-08,0
491,2.4771621828805933e-08,1.056035626733772e-06,1.7373478171194064e-08,0
492,1.5263120975966255e-08,1.056035626733772e-06,1.3040179024033746e-08,0
493,5.6838678759444635e-09,1.056035626733772e-06,7.212232124055539e-09,0
494,1.2795310221926585e-09,1.056035626733772e-06,3.0056189778073413e-09,0
495,1.8334548842145498e-10,1.056035626733772e-06,8.379645115785451e-10,0
496,1.8384237870983266e-11,1.056035626733772e-06,1.3450676212901674e-10,0
497,1.3702775357011218e-12,1.056035626733772e-06,1.8227422464298878e-11,0
498,9.032071356722851e-13,1.056035626733772e-06,1.4104592864327717e-11,0
499,1.93739568295432e-11,1.056035626733772e-06,6.53201431704568e-11,0
500,2.6801036430681216e-10,1.056035626733772e-06,4.2794763569318797e-10,0
501,2.1124839304128525e-09,1.056035626733772e-06,1.7592260695871475e-09,0
502,9.66992038409038e-09,1.056035626733772e-06,4.442279615909622e-09,0
503,2.7089532055027528e-08,1.056035626733772e-06,7.208567944972471e-09,0
504,5.005987152496962e-08,1.056035626733772e-06,6.987528475030382e-09,0
505,6.412923118544525e-08,1.056035626733772e-06,2.820468814554751e-09,0
506,5.770153578154947e-08,1.056035626733772e-06,-4.013357815494743e-10,0
507,3.687705878526416e-08,1.056035626733772e-06,-8.649587852641628e-10,0
508,1.661175228257493e-08,1.056035626733772e-06,-4.930522825749292e-10,0
509,5.102892773580551e-09,1.056035626733772e-06,-2.5972773580550335e-11,0
510,1.0546486794909628e-09,1.056035626733772e-06,1.2851132050903732e-10,0
511,1.4712293851611154e-10,1.056035626733772e-06,6.012706148388846e-11,0
512,3.061537252269381e-12,1.056035626733772e-06,8.041274773061911e-14,0
513,2.9678357123332554e-11,1.056035626733772e-06,-1.2802657123332554e-11,0
514,1.4446914511135214e-10,1.056035626733772e-06,-8.720234511135214e-11,1
515,3.4733742746530037e-10,1.056035626733772e-06,-2.0858942746530038e-10,1
516,4.2119252650601295e-10,1.056035626733772e-06,-1.5919952650601298e-10,0
517,2.766721606388568e-10,1.056035626733772e-06,2.0417983936114316e-10,0
518,1.3600170463001614e-10,1.056035626733772e-06,1.364168295369984e-09,0
519,1.4462353935386225e-10,1.056035626733772e-06,4.7224164606461375e-09,0
520,3.1038653719627736e-10,1.056035626733772e-06,9.572653462803724e-09,0
521,5.70023078456128e-10,1.056035626733772e-06,1.2260476921543873e-08,0
522,6.993007410277515e-10,1.056035626733772e-06,1.0429999258972248e-08,0
523,5.271417692365063e-10,1.056035626733772e-06,5.7616782307634936e-09,0
524,2.3755352079362555e-10,1.056035626733772e-06,2.3086864792063742e-09,0
525,6.299179338633803e-11,1.056035626733772e-06,8.995932066136619e-10,0
526,9.88653582710512e-12,1.056035626733772e-06,3.2617146417289495e-10,0
527,1.706183800859329e-12,1.056035626733772e-06,1.0126081619914068e-10,0
528,2.8751126796196516e-12,1.056035626733772e-06,1.1790388732038034e-10,0
529,8.780462472285669e-12,1.056035626733772e-06,2.5771153752771433e-10,0
530,2.606425716426599e-11,1.056035626733772e-06,4.55783742835734e-10,0
531,7.670625191964979e-11,1.056035626733772e-06,1.2876537480803503e-09,0
532,2.0852573974811813e-10,1.056035626733772e-06,4.5199742602518815e-09,0
533,4.983192287497202e-10,1.056035626733772e-06,1.0501080771250279e-08,0
534,1.1049213201383857e-09,1.056035626733772e-06,1.5075578679861615e-08,1
535,2.15051937765022e-09,1.056035626733772e-06,1.531838062234978e-08,1
536,3.180085105104442e-09,1.056035626733772e-06,1.2372414894895558e-08,1
537,3.1421985127511787e-09,1.056035626733772e-06,8.204901487248822e-09,1
538,1.9945853214893917e-09,1.056035626733772e-06,4.370564678510607e-09,1
539,8.535209071929909e-10,1.056035626733772e-06,1.6690990928070087e-09,0
540,2.5428058449103065e-10,1.056035626733772e-06,4.4010941550896937e-10,0
541,5.103084528759453e-11,1.056035626733772e-06,9.232915471240547e-11,0
542,6.753258640194674e-12,1.056035626733772e-06,1.8733041359805327e-11,0
543,6.010778370974147e-13,1.056035626733772e-06,4.317872162902585e-12,0
544,1.5195468880078186e-10,1.056035626733772e-06,1.3981931119921814e-10,0
545,1.0390530637202992e-09,1.056035626733772e-06,5.688693627970082e-11,0
546,3.6377748686345836e-09,1.056035626733772e-06,-9.657048686345834e-10,0
547,6.667167409719646e-09,1.056035626733772e-06,-2.153977409719646e-09,0
548,6.8567848663554145e-09,1.056035626733772e-06,-1.4845848663554143e-09,0
549,4.507565884767799e-09,1.056035626733772e-06,6.635541152322004e-10,0
550,2.2071214849031632e-09,1.056035626733772e-06,4.645908515096837e-09,0
551,9.303604727710353e-10,1.056035626733772e-06,1.1550539527228963e-08,0
552,3.7282074361212713e-10,1.056035626733772e-06,1.6688379256387872e-08,0
553,1.3869289482686659e-10,1.056035626733772e-06,1.4919407105173133e-08,0
554,5.523625880305194e-11,1.056035626733772e-06,8.481183741196947e-09,0
555,2.481970715415277e-11,1.056035626733772e-06,3.0168902928458476e-09,0
556,1.2772281785253903e-11,1.056035626733772e-06,7.55157718214746e-10,0
557,2.312635390239795e-11,1.056035626733772e-06,3.6492064609760203e-10,0
558,7.443619898345778e-11,1.056035626733772e-06,6.50840801016542e-10,0
559,2.1673334451143564e-10,1.056035626733772e-06,1.7961866554885646e-09,0
560,5.612112337752207e-10,1.056035626733772e-06,4.374768766224779e-09,0
561,1.3151766734261606e-09,1.056035626733772e-06,7.50706332657384e-09,0
562,2.775226415435904e-09,1.056035626733772e-06,1.2023573584564094e-08,0
563,5.324538239451525e-09,1.056035626733772e-06,2.676766176054848e-08,1
564,8.811139788779181e-09,1.056035626733772e-06,5.594876021122082e-08,1
565,1.1043120992632713e-08,1.056035626733772e-06,7.62219790073673e-08,1
566,9.667807290260025e-09,1.056035626733772e-06,6.562169270973997e-08,1
567,5.572080295662804e-09,1.056035626733772e-06,4.19932197043372e-08,1
568,1.985409211576375e-09,1.056035626733772e-06,2.468199078842363e-08,1
569,4.3305396367195517e-10,1.056035626733772e-06,1.3784646036328044e-08,0
570,6.50711316916224e-11,1.056035626733772e-06,6.512948868308378e-09,0
571,8.888168488809864e-12,1.056035626733772e-06,2.4925518315111905e-09,0
572,1.4677224871343253e-12,1.056035626733772e-06,8.211332775128659e-10,0
573,6.100093283785017e-13,1.056035626733772e-06,2.562089906716215e-10,0
574,1.1669486580197374e-12,1.056035626733772e-06,1.5937105134198023e-10,0
575,3.1516352231354785e-12,1.056035626733772e-06,1.623723647768645e-10,0
576,3.4947396947469517e-09,1.056035626733772e-06,3.4998803052530487e-09,0
577,1.4280338204261007e-08,1.056035626733772e-06,6.808661795738994e-09,0
578,3.4370319349514535e-08,1.056035626733772e-06,7.565880650485468e-09,0
579,5.1871061007731715e-08,1.056035626733772e-06,5.143538992268288e-09,0
580,5.287798791749387e-08,1.056035626733772e-06,1.5696120825061266e-09,0
581,3.906038328374703e-08,1.056035626733772e-06,2.408316716252965e-09,0
582,2.2849827107504628e-08,1.056035626733772e-06,1.0133972892495374e-08,0
583,1.1724904463774796e-08,1.056035626733772e-06,1.9943895536225205e-08,0
584,5.717066458265855e-09,1.056035626733772e-06,2.3496533541734144e-08,0
585,3.0761917684885563e-09,1.056035626733772e-06,1.8364708231511444e-08,0
586,1.7713005675898276e-09,1.056035626733772e-06,1.0440599432410173e-08,0
587,9.466244954138857e-10,1.056035626733772e-06,5.196145504586115e-09,0
588,9.213433553484913e-10,1.056035626733772e-06,4.03942664465151e-09,0
589,2.344385796827065e-09,1.056035626733772e-06,6.439934203172936e-09,0
590,6.305040569105765e-09,1.056035626733772e-06,1.4372559430894234e-08,0
591,1.4331618663532814e-08,1.056035626733772e-06,3.276618133646719e-08,0
592,2.811902676318764e-08,1.056035626733772e-06,6.031247323681235e-08,0
593,4.903952147840259e-08,1.056035626733772e-06,8.949647852159739e-08,0
594,7.648482736305275e-08,1.056035626733772e-06,1.4662017263694724e-07,1
595,1.0808830090992376e-07,1.056035626733772e-06,2.7149869909007624e-07,1
596,1.3140979669193606e-07,1.056035626733772e-06,3.8986520330806387e-07,1
597,1.2244985817868782e-07,1.056035626733772e-06,3.658111418213121e-07,1
598,8.125316677777396e-08,1.056035626733772e-06,2.2664283322222603e-07,0
599,3.6993907267886816e-08,1.056035626733772e-06,1.1069209273211317e-07,0
600,1.1166709318329358e-08,1.056035626733772e-06,5.743729068167064e-08,0
601,2.218667369356147e-09,1.056035626733772e-06,3.320933263064386e-08,0
602,3.1306430526409566e-10,1.056035626733772e-06,1.8567535694735902e-08,0
603,5.830020315407971e-11,1.056035626733772e-06,9.173459796845919e-09,0
604,6.131255200810201e-11,1.056035626733772e-06,4.024277447991898e-09,0
605,1.0595301746335358e-10,1.056035626733772e-06,2.8484769825366464e-09,0
606,2.400588917421339e-10,1.056035626733772e-06,3.835361108257866e-09,0
607,4.99513266610032e-10,1.056035626733772e-06,4.001396733389967e-09,0
608,6.334148255680625e-08,1.056035626733772e-06,1.899431744319374e-08,0
609,1.7285158063251204e-07,1.056035626733772e-06,4.6518419367487975e-08,0
610,2.9308874465881035e-07,1.056035626733772e-06,8.273325534118964e-08,0
611,3.4084076318290574e-07,1.056035626733772e-06,9.276123681709423e-08,0
612,2.9222802280740513e-07,1.056035626733772e-06,6.593997719259485e-08,0
613,1.9632686909462518e-07,1.056035626733772e-06,3.825713090537482e-08,0
614,1.1360907530356324e-07,1.056035626733772e-06,2.5612924696436757e-08,0
615,6.753915197568187e-08,1.056035626733772e-06,1.7658148024318136e-08,0
616,4.853151609124887e-08,1.056035626733772e-06,5.822883908751127e-09,0
617,3.538057355313284e-08,1.056035626733772e-06,-6.067355313283806e-11,0
618,2.2267588098008487e-08,1.056035626733772e-06,5.794211901991512e-09,0
619,1.6866676523492663e-08,1.056035626733772e-06,1.8462523476507333e-08,0
620,2.830926411132692e-08,1.056035626733772e-06,3.5963435888673086e-08,0
621,7.086824292348998e-08,1.056035626733772e-06,6.333175707651002e-08,0
622,1.586832271278242e-07,1.056035626733772e-06,1.157217728721758e-07,0
623,2.871818855212208e-07,1.056035626733772e-06,2.1573111447877924e-07,0
624,4.323734239202652e-07,1.056035626733772e-06,3.661285760797348e-07,0
625,5.726659131916191e-07,1.056035626733772e-06,5.758640868083807e-07,0
626,7.100462830093672e-07,1.056035626733772e-06,9.249437169906328e-07,1
627,8.303977792757885e-07,1.056035626733772e-06,1.3115422207242114e-06,1
628,8.301679245085387e-07,1.056035626733772e-06,1.3309020754914613e-06,1
629,6.378304942032426e-07,1.056035626733772e-06,8.827495057967574e-07,0
630,3.605243071548019e-07,1.056035626733772e-06,4.0360369284519815e-07,0
631,1.5030858765077913e-07,1.056035626733772e-06,1.844824123492209e-07,0
632,4.7535788213789496e-08,1.056035626733772e-06,1.217352117862105e-07,0
633,1.1972581862366384e-08,1.056035626733772e-06,9.049141813763361e-08,0
634,2.917895054455609e-09,1.056035626733772e-06,6.100290494554439e-08,0
635,2.067689788601745e-09,1.056035626733772e-06,3.495391021139825e-08,0
636,3.415708515673022e-09,1.056035626733772e-06,2.323469148432698e-08,0
637,5.994074961774275e-09,1.056035626733772e-06,3.138782503822573e-08,0
638,1.1670837485800002e-08,1.056035626733772e-06,4.5709562514199996e-08,0
639,1.786307275717305e-08,1.056035626733772e-06,4.2127627242826944e-08,0
640,5.086188804767566e-07,1.056035626733772e-06,3.6593119523243404e-08,0
641,1.1160595309472214e-06,1.056035626733772e-06,1.1530046905277872e-07,0
642,1.5376160444720551e-06,1.056035626733772e-06,2.237439555279448e-07,0
643,1.4549406203119076e-06,1.056035626733772e-06,2.539493796880924e-07,0
644,1.0337728043330557e-06,1.056035626733772e-06,1.7905719566694417e-07,0
645,6.06991535387975e-07,1.056035626733772e-06,8.020846461202491e-08,0
646,3.557614100659001e-07,1.056035626733772e-06,-1.0950410065900097e-08,0
647,2.6688292183353984e-07,1.056035626733772e-06,-9.467392183353984e-08,0
648,2.237369250312839e-07,1.056035626733772e-06,-1.260368250312839e-07,0
649,1.6796932874768473e-07,1.056035626733772e-06,-8.654672874768472e-08,0
650,1.3102608301704586e-07,1.056035626733772e-06,-4.195083017045852e-09,0
651,1.6159838538643965e-07,1.056035626733772e-06,1.0194761461356034e-07,0
652,3.299677427293455e-07,1.056035626733772e-06,2.114352572706545e-07,0
653,7.336198887402273e-07,1.056035626733772e-06,3.020801112597726e-07,0
654,1.3697700305264915e-06,1.056035626733772e-06,4.347499694735085e-07,0
655,2.0368359844423e-06,1.056035626733772e-06,7.895040155577001e-07,0
656,2.4909307088013933e-06,1.056035626733772e-06,1.4376592911986068e-06,0
657,2.7341951183880515e-06,1.056035626733772e-06,2.178794881611949e-06,1
658,2.9550217316699296e-06,1.056035626733772e-06,2.7196582683300707e-06,1
659,3.0301982852888906e-06,1.056035626733772e-06,2.6756217147111096e-06,1
660,2.6102865551552762e-06,1.056035626733772e-06,1.8233534448447242e-06,0
661,1.7563043408900132e-06,1.056035626733772e-06,7.481456591099866e-07,0
662,9.331085567161844e-07,1.056035626733772e-06,1.9519144328381568e-07,0
663,4.2253978558460974e-07,1.056035626733772e-06,1.2598821441539032e-07,0
664,1.7144748449653698e-07,1.056035626733772e-06,1.7738451550346305e-07,0
665,6.034386589140894e-08,1.056035626733772e-06,1.9466013410859106e-07,0
666,2.534542879893704e-08,1.056035626733772e-06,1.6127857120106297e-07,0
667,3.258992847143674e-08,1.056035626733772e-06,1.1037607152856325e-07,0
668,5.8803633088799116e-08,1.056035626733772e-06,1.1269536691120088e-07,0
669,1.0020136100149868e-07,1.056035626733772e-06,1.960456389985013e-07,0
670,1.5294349449940222e-07,1.056035626733772e-06,2.617335055005978e-07,0
671,1.6586619087291537e-07,1.056035626733772e-06,2.0098080912708463e-07,0
672,1.6866004067653613e-06,1.056035626733772e-06,1.2739593234638979e-08,0
673,3.117003748783868e-06,1.056035626733772e-06,9.869625121613195e-08,0
674,3.6639730454788408e-06,1.056035626733772e-06,2.247869545211589e-07,0
675,3.0342469674289903e-06,1.056035626733772e-06,2.279430325710097e-07,0
676,1.978250393071765e-06,1.056035626733772e-06,6.494960692823478e-08,0
677,1.1447106705175632e-06,1.056035626733772e-06,-1.0866067051756314e-07,0
678,7.307995268698064e-07,1.056035626733772e-06,-2.6222352686980644e-07,0
679,5.921030800414851e-07,1.056035626733772e-06,-3.722800800414851e-07,1
680,5.186198419847974e-07,1.056035626733772e-06,-3.662698419847974e-07,1
681,4.552498971411888e-07,1.056035626733772e-06,-2.2873689714118881e-07,0
682,4.906638556561239e-07,1.056035626733772e-06,1.3792144343876068e-08,0
683,7.928385277105329e-07,1.056035626733772e-06,3.06541472289467e-07,0
684,1.5724416666059038e-06,1.056035626733772e-06,5.850783333940965e-07,0
685,2.9631533987377064e-06,1.056035626733772e-06,8.283166012622937e-07,0
686,4.726989598308762e-06,1.056035626733772e-06,1.2354904016912387e-06,0
687,6.1707317874862234e-06,1.056035626733772e-06,2.154528212513777e-06,0
688,6.742744151268049e-06,1.056035626733772e-06,3.313255848731951e-06,1
689,6.738353488337516e-06,1.056035626733772e-06,3.753746511662485e-06,1
690,6.597478327295888e-06,1.056035626733772e-06,3.0527916727041115e-06,1
691,5.943745620813844e-06,1.056035626733772e-06,1.6248643791861575e-06,0
692,4.485717914447425e-06,1.056035626733772e-06,1.976620855525749e-07,0
693,2.8447018558123953e-06,1.056035626733772e-06,-5.717218558123954e-07,0
694,1.6916583294195341e-06,1.056035626733772e-06,-6.333083294195341e-07,0
695,9.879181814306941e-07,1.056035626733772e-06,-3.3015718143069416e-07,0
696,4.966120562242043e-07,1.056035626733772e-06,3.572094377579577e-08,0
697,2.001726908871147e-07,1.056035626733772e-06,2.625133091128853e-07,0
698,1.3126260669372187e-07,1.056035626733772e-06,2.674803933062781e-07,0
699,2.320452588777142e-07,1.056035626733772e-06,1.7520974112228578e-07,0
700,4.116770253174129e-07,1.056035626733772e-06,2.344589746825872e-07,0
701,5.913207295263472e-07,1.056035626733772e-06,4.86499270473653e-07,0
702,6.638367889132046e-07,1.056035626733772e-06,6.247932110867954e-07,0
703,5.210520268404073e-07,1.056035626733772e-06,4.489099731595928e-07,0
704,2.5608559323239534e-06,1.056035626733772e-06,-1.5136593232395328e-07,0
705,4.065724771506151e-06,1.056035626733772e-06,-1.118647715061521e-07,0
706,4.254262387446676e-06,1.056035626733772e-06,2.8277612553324172e-08,0
707,3.318327900355836e-06,1.056035626733772e-06,1.2712099644164166e-08,0
708,2.1586517126893984e-06,1.056035626733772e-06,-1.8400171268939813e-07,0
709,1.3245761102021774e-06,1.056035626733772e-06,-3.7984511020217734e-07,0
710,9.339006135737049e-07,1.056035626733772e-06,-5.282636135737049e-07,1
711,8.145272471363311e-07,1.056035626733772e-06,-6.029752471363311e-07,1
712,7.798295436937073e-07,1.056035626733772e-06,-5.548295436937074e-07,1
713,8.147207841322513e-07,1.056035626733772e-06,-3.549407841322513e-07,0
714,1.1043040026934566e-06,1.056035626733772e-06,-5.595400269345675e-08,0
715,1.881324940151213e-06,1.056035626733772e-06,3.0117505984878675e-07,0
716,3.329043959654557e-06,1.056035626733772e-06,7.052360403454437e-07,0
717,5.536581921334507e-06,1.056035626733772e-06,1.1306780786654938e-06,0
718,8.179225262621974e-06,1.056035626733772e-06,1.7582147373780248e-06,0
719,1.0201155916863538e-05,1.056035626733772e-06,2.6657440831364626e-06,1
720,1.0609103192615034e-05,1.056035626733772e-06,3.1627968073849667e-06,1
721,9.710755852713806e-06,1.056035626733772e-06,2.4867441472861934e-06,1
